,pilot3_identifier,sentence,sent_identifier,cond,cond_selection,sent_identifier_old_orig_pilot3.1,sent_cat,sent_cat_add,drop_bool,change_bool,mean_mem
404,pilot3sessM.0405,Let this be quick and simple.,torontomyst.6.066811,T,semantic,torontomyst.6.066811,com,,,,0.7323350173524211
405,pilot3sessM.0406,Three large ones and three small.,torontomyst.6.088985,T,semantic,torontomyst.6.088985,NAS,NP,,,0.7450221244057152
406,pilot3sessM.0407,Her feathery blond hair hung limp.,torontomyst.6.050403,T,semantic,torontomyst.6.050403,,,,,0.7915373830767574
407,pilot3sessM.0408,And the criminal investigation will continue.,torontomyst.6.076929,T,semantic,torontomyst.6.076929,,,,,0.7491963512466874
408,pilot3sessM.0409,But then somehow I stopped myself.,torontomyst.6.004278,T,semantic,torontomyst.6.004278,,,,,0.7337329851204593
409,pilot3sessM.0410,She started moving the excavated sand.,torontomyst.6.028686,T,semantic,torontomyst.6.028686,,,,,0.7647269963920772
410,pilot3sessM.0411,I had bullets in that gun!,torontomyst.6.166078,T,semantic,torontomyst.6.166078,,,,,0.7758961981130565
411,pilot3sessM.0412,"The evidence is contradictory, at best.",torontomyst.6.087767,T,semantic,torontomyst.6.087767,,,,,0.7539084823174568
412,pilot3sessM.0413,They deal in commercial property investments.,torontomyst.6.032133,T,semantic,torontomyst.6.032133,,,,,0.7576377868559959
413,pilot3sessM.0414,Fishes swimming in a turquoise paradise.,torontomyst.6.026481,T,semantic,torontomyst.6.026481,NAS,NP,,,0.799268930031443
414,pilot3sessM.0415,The bathroom needed a complete scrubbing.,torontomyst.6.085250,T,semantic,torontomyst.6.085250,,,,,0.7524019262641205
415,pilot3sessM.0416,He's in the quantum physics department.,torontomyst.6.080203,T,semantic,torontomyst.6.080203,,,,,0.7876018232889209
416,pilot3sessM.0417,"He was too skinny, almost skeletal.",torontomyst.6.169218,T,semantic,torontomyst.6.169218,,,,,0.7719728572930684
417,pilot3sessM.0418,Talk about a wild goose chase....,torontomyst.6.156319,T,semantic,torontomyst.6.156319,com,,,,0.7705215179915118
418,pilot3sessM.0419,Something big got the ball rolling.,torontomyst.6.096889,T,semantic,torontomyst.6.096889,,,,,0.7695288428284818
419,pilot3sessM.0420,Another spike in unemployment was predicted.,torontomyst.6.175174,T,semantic,torontomyst.6.175174,,,,,0.7718764810676828
420,pilot3sessM.0421,Opposite ends of the same axis.,torontomyst.6.135424,T,semantic,torontomyst.6.135424,NAS,NP,,,0.7569361928106559
421,pilot3sessM.0422,I enjoy her chocolate fudge cake.,torontomyst.6.047022,T,semantic,torontomyst.6.047022,,,,,0.7869068658394592
422,pilot3sessM.0423,The cold spring weather helped little.,torontomyst.6.060828,T,semantic,torontomyst.6.060828,,,,,0.7573729827034973
423,pilot3sessM.0424,The emperor of the despondent kingdom.,torontomyst.6.084658,T,semantic,torontomyst.6.084658,NAS,NP,,,0.766525647246347
424,pilot3sessM.0425,"She leaned over him, sobbing openly.",torontomyst.6.127161,T,semantic,torontomyst.6.127161,,,,,0.7428147680785625
425,pilot3sessM.0426,She stirred sugar into her tea.,torontomyst.6.037655,T,semantic,torontomyst.6.037655,,,,,0.783825807142792
426,pilot3sessM.0427,No stuffed animals resembling a kangaroo?,torontomyst.6.050798,T,semantic,torontomyst.6.050798,NAS,Q,,,0.7884939787321489
427,pilot3sessM.0428,There was shouting and loud noises.,torontomyst.6.023590,T,semantic,torontomyst.6.023590,,,,,0.7484737549175611
428,pilot3sessM.0429,She looked like a fairy princess.,torontomyst.6.117714,T,semantic,torontomyst.6.117714,,,,,0.7726692784051318
429,pilot3sessM.0430,Her wisdom and foresight is evident.,torontomyst.6.169297,T,semantic,torontomyst.6.169297,,,,,0.7446730006662032
430,pilot3sessM.0431,To sell on the black market?,torontomyst.6.037863,T,semantic,torontomyst.6.037863,NAS,Q,,,0.7681231189394864
431,pilot3sessM.0432,I ignored his arrogant little comment.,torontomyst.6.104742,T,semantic,torontomyst.6.104742,,,,,0.7563749168335253
432,pilot3sessM.0433,We made promises of eternal love.,torontomyst.6.011615,T,semantic,torontomyst.6.011615,,,,,0.7577560688422551
433,pilot3sessM.0434,Humanitarian outreach and consolidation of control.,torontomyst.6.137350,T,semantic,torontomyst.6.137350,NAS,NP,,,0.7507794660084556
434,pilot3sessM.0435,The ceremony will take place tonight.,torontomyst.6.151474,T,semantic,torontomyst.6.151474,,,,,0.7604778912459947
435,pilot3sessM.0436,What about a car or truck?,torontomyst.6.150572,T,semantic,torontomyst.6.150572,Q,,,,0.768297672638998
436,pilot3sessM.0437,"I felt awful: exhausted, weak, upset.",torontomyst.6.072247,T,semantic,torontomyst.6.072247,,,,,0.7373876835949423
437,pilot3sessM.0438,Growing vegetables and tending the garden.,torontomyst.6.034207,T,semantic,torontomyst.6.034207,NAS,,,,0.758535916150712
438,pilot3sessM.0439,He felt silently and secretly fulfilled.,torontomyst.6.023204,T,semantic,torontomyst.6.023204,,,,,0.7245470992631002
439,pilot3sessM.0440,Painter stepped closer to the technician.,torontomyst.6.129341,T,semantic,torontomyst.6.129341,,,,,0.7474934077698506
440,pilot3sessM.0441,Wet hair clinging to her cheeks.,torontomyst.6.168861,T,semantic,torontomyst.6.168861,NAS,NP,,,0.7670854152699104
441,pilot3sessM.0442,Eventually some of them became legends.,torontomyst.6.156081,T,semantic,torontomyst.6.156081,,,,,0.7370870664811796
442,pilot3sessM.0443,She felt foolish and oddly frightened.,torontomyst.6.126787,T,semantic,torontomyst.6.126787,,,,,0.7355932461536622
443,pilot3sessM.0444,"Crisp, fresh onion, just enough cilantro.",torontomyst.6.114434,T,semantic,torontomyst.6.114434,NAS,NP,,,0.7817766747558713
444,pilot3sessM.0445,Nordmann considered it all very carefully.,torontomyst.6.067592,T,semantic,torontomyst.6.067592,,,,,0.7447622444857833
445,pilot3sessM.0446,I even hired a medical practitioner.,torontomyst.6.073336,T,semantic,torontomyst.6.073336,,,,,0.7561275922556373
446,pilot3sessM.0447,"Day before tomorrow, day after yesterday.",torontomyst.6.171719,T,semantic,torontomyst.6.171719,NAS,,,,0.7737502377306842
447,pilot3sessM.0448,Was she a prescription drug addict?,torontomyst.6.001676,T,semantic,torontomyst.6.001676,Q,,,,0.7828009122941652
448,pilot3sessM.0449,Science and religion can indeed coexist.,torontomyst.6.072672,T,semantic,torontomyst.6.072672,,,,,0.7684163476570262
449,pilot3sessM.0450,"Consciously lying, he amended to himself..",torontomyst.6.089810,T,semantic,torontomyst.6.089810,,,,,0.7389395105192998
450,pilot3sessM.0451,Tricked by his own damn ruse!,torontomyst.6.127268,T,semantic,torontomyst.6.127268,NAS,,,,0.7858623248209464
451,pilot3sessM.0452,I picked up the razor blade...,torontomyst.6.072087,T,semantic,torontomyst.6.072087,,,,,0.7652791904194416
452,pilot3sessM.0453,And we need a spy camera.,torontomyst.6.027654,T,semantic,torontomyst.6.027654,,,,,0.7601292067060541
453,pilot3sessM.0454,Italy was rich with art history.,torontomyst.6.042888,T,semantic,torontomyst.6.042888,,,,,0.7763347893908227
454,pilot3sessM.0455,Floor to ceiling windows covered it.,torontomyst.6.041241,T,semantic,torontomyst.6.041241,,,,,0.7632293583381794
455,pilot3sessM.0456,"She shrugged, hoping to look indifferent.",torontomyst.6.016134,T,semantic,torontomyst.6.016134,,,,,0.7422196313563748
456,pilot3sessM.0457,Why should the knowledge threaten you?,torontomyst.6.010865,T,semantic,torontomyst.6.010865,Q,,,,0.7522765104740982
457,pilot3sessM.0458,"Was it fear, desperation, anger, grief?",torontomyst.6.137715,T,semantic,torontomyst.6.137715,Q,,,,0.7434700763326375
458,pilot3sessM.0459,We're wired into your alarm system.,torontomyst.6.095210,T,semantic,torontomyst.6.095210,,,,,0.7620681311308752
459,pilot3sessM.0460,The woman you suspect of murder.,torontomyst.6.044791,T,semantic,torontomyst.6.044791,NAS,NP,,,0.7509945804242757
460,pilot3sessM.0461,His preference for basketball over golf.,torontomyst.6.153902,T,semantic,torontomyst.6.153902,NAS,NP,,,0.7719723739418757
461,pilot3sessM.0462,So smart and caring and hardworking.,torontomyst.6.160397,T,semantic,torontomyst.6.160397,NAS,NP,,,0.760915199327629
462,pilot3sessM.0463,A vampire can full on cry?,torontomyst.6.035235,T,semantic,torontomyst.6.035235,Q,,,,0.7657661173143997
463,pilot3sessM.0464,A student intellectual turned leftist radical.,torontomyst.6.044687,T,semantic,torontomyst.6.044687,NAS,,,,0.7623835747211731
464,pilot3sessM.0465,"Using magnetic resonance tomography, for example.",torontomyst.6.038190,T,semantic,torontomyst.6.038190,NAS,,,,0.7681491454258381
465,pilot3sessM.0466,Is he teaching religious-symbolism classes again?,torontomyst.6.171004,T,semantic,torontomyst.6.171004,Q,,,,0.7739787953552799
466,pilot3sessM.0467,And please not over the phone.,torontomyst.6.121577,T,semantic,torontomyst.6.121577,NAS,,,,0.7506968216397504
467,pilot3sessM.0468,Have we seen the prosecution judge?,torontomyst.6.107731,T,semantic,torontomyst.6.107731,Q,,,,0.7412572839896189
468,pilot3sessM.0469,Then she laughed a barking laugh.,torontomyst.6.151784,T,semantic,torontomyst.6.151784,,,,,0.754144622982262
469,pilot3sessM.0470,A fully substantiated and provable fact.,torontomyst.6.038417,T,semantic,torontomyst.6.038417,NAS,NP,,,0.7377156546176891
470,pilot3sessM.0471,It was an upstairs back bedroom.,torontomyst.6.143911,T,semantic,torontomyst.6.143911,,,,,0.7702095377072132
471,pilot3sessM.0472,It's built around an enclosed courtyard.,torontomyst.6.156332,T,semantic,torontomyst.6.156332,,,,,0.7644082470990411
472,pilot3sessM.0473,That was so irresponsible and dangerous.,torontomyst.6.148178,T,semantic,torontomyst.6.148178,,,,,0.7523248755195576
473,pilot3sessM.0474,Long chandelier avocado colored earrings glistened.,torontomyst.6.036457,T,semantic,torontomyst.6.036457,,,,,0.8181284197866133
474,pilot3sessM.0475,"Unfortunately, my answers weren't any different.",torontomyst.6.119474,T,semantic,torontomyst.6.119474,,,,,0.7427816705132758
475,pilot3sessM.0476,Beyond the limits of the law.,torontomyst.6.164148,T,semantic,torontomyst.6.164148,NAS,,,,0.7566623657598597
476,pilot3sessM.0477,My skin feels like melting wax.,torontomyst.6.152629,T,semantic,torontomyst.6.152629,,,,,0.770003504191156
477,pilot3sessM.0478,Guitar chords lent a soothing strum.,torontomyst.6.099964,T,semantic,torontomyst.6.099964,,,,,0.7742758456001676
478,pilot3sessM.0479,She pointed at my swollen jaw.,torontomyst.6.175044,T,semantic,torontomyst.6.175044,,,,,0.782010964880184
479,pilot3sessM.0480,"In particular, my hand remained motionless.",torontomyst.6.122698,T,semantic,torontomyst.6.122698,,,,,0.7512160037033336
480,pilot3sessM.0481,Armed security guards arrived in force.,torontomyst.6.087295,T,semantic,torontomyst.6.087295,,,,,0.7609656877663306
481,pilot3sessM.0482,I don't have dissociative identity disorder.,torontomyst.6.151623,T,semantic,torontomyst.6.151623,,,,,0.7814084973693749
482,pilot3sessM.0483,As if that would impress anyone.,torontomyst.6.056085,T,semantic,torontomyst.6.056085,,,,,0.7529258832379648
483,pilot3sessM.0484,He had partners and an assistant.,torontomyst.6.069324,T,semantic,torontomyst.6.069324,,,,,0.7689823533810763
484,pilot3sessM.0485,Check some of my reference books.,torontomyst.6.103541,T,semantic,torontomyst.6.103541,com,,,,0.7585541222824649
485,pilot3sessM.0486,He was a United States Senator!,torontomyst.6.025425,T,semantic,torontomyst.6.025425,,,,,0.762575531975204
486,pilot3sessM.0487,The voice had a muffled sound.,torontomyst.6.018290,T,semantic,torontomyst.6.018290,,,,,0.7423332528220054
487,pilot3sessM.0488,To revive her or help her?,torontomyst.6.123015,T,semantic,torontomyst.6.123015,NAS,Q,,,0.7462520142320958
488,pilot3sessM.0489,His lungs were filling with blood.,torontomyst.6.164260,T,semantic,torontomyst.6.164260,,,,,0.7637596958670722
489,pilot3sessM.0490,Can I wear a long dress?,torontomyst.6.071577,T,semantic,torontomyst.6.071577,Q,,,,0.7578061819613359
490,pilot3sessM.0491,Probably a printed Microsoft Paint file.,torontomyst.6.024345,T,semantic,torontomyst.6.024345,NAS,,,,0.7576472575031045
491,pilot3sessM.0492,Water drips from the exhaust pipe.,torontomyst.6.057100,T,semantic,torontomyst.6.057100,,,,,0.7725350841679468
492,pilot3sessM.0493,It was the mathematical constant pi.,torontomyst.6.127480,T,semantic,torontomyst.6.127480,,,,,0.7617022094155952
493,pilot3sessM.0494,The gene heavily influences brain wiring.,torontomyst.6.105338,T,semantic,torontomyst.6.105338,,,,,0.7552484339174983
494,pilot3sessM.0495,The northernmost mountains in central Germany.,torontomyst.6.087942,T,semantic,torontomyst.6.087942,NAS,NP,,,0.7934249277681151
495,pilot3sessM.0496,I didn't sense any immediate danger.,torontomyst.6.121564,T,semantic,torontomyst.6.121564,,,,,0.729108661701407
496,pilot3sessM.0497,Especially the priest in our church.,torontomyst.6.011540,T,semantic,torontomyst.6.011540,NAS,,,,0.7753239988709592
497,pilot3sessM.0498,Maybe they had a platonic relationship.,torontomyst.6.027346,T,semantic,torontomyst.6.027346,,,,,0.7616453384037624
498,pilot3sessM.0499,Pine cones and tree bark too.,torontomyst.6.152267,T,semantic,torontomyst.6.152267,NAS,NP,,,0.7782207839689016
499,pilot3sessM.0500,Painter refused to disappoint his mentor.,torontomyst.6.129439,T,semantic,torontomyst.6.129439,,,,,0.7483813843310431
500,pilot3sessM.0501,That could be a commendable quality.,torontomyst.6.076951,T,semantic,torontomyst.6.076951,,,,,0.7344671709694751
501,pilot3sessM.0502,"No chicken soup, I want tomato.",torontomyst.6.171901,T,semantic,torontomyst.6.171901,,,,,0.8035962288725762
502,pilot3sessM.0503,"Mild fever, slight headache, neck stiffness...",torontomyst.6.137967,T,semantic,torontomyst.6.137967,NAS,NP,,,0.7660566405395449
503,pilot3sessM.0504,King's handsome face looked almost demonic.,torontomyst.6.104535,T,semantic,torontomyst.6.104535,,,,,0.7617925528196641
504,pilot3sessM.0505,Did permission have to be granted?,torontomyst.6.128868,T,semantic,torontomyst.6.128868,Q,,,,0.741490005855288
505,pilot3sessM.0506,"Eyes turned to him, surprisingly bright.",torontomyst.6.137700,T,semantic,torontomyst.6.137700,,,,,0.7321704986424913
506,pilot3sessM.0507,The official diagnosis was a stroke.,torontomyst.6.007321,T,semantic,torontomyst.6.007321,,,,,0.7613709673259877
507,pilot3sessM.0508,"Maximum impact, least amount of effort.",torontomyst.6.048035,T,semantic,torontomyst.6.048035,NAS,NP,,,0.7194838891956
508,pilot3sessM.0509,"She was delicate always, now extremely.",torontomyst.6.111537,T,semantic,torontomyst.6.111537,,,,,0.7370964404250522
509,pilot3sessM.0510,Yes she isolated various radioactive atoms.,torontomyst.6.026931,T,semantic,torontomyst.6.026931,,,,,0.7789181323520245
510,pilot3sessM.0511,Fredriksson was the acting news editor.,torontomyst.6.076684,T,semantic,torontomyst.6.076684,,,,,0.7683380435180959
511,pilot3sessM.0512,They pay cash and tip little.,torontomyst.6.035276,T,semantic,torontomyst.6.035276,,,,,0.7583035254667911
512,pilot3sessM.0513,All the way to the rear!,torontomyst.6.137817,T,semantic,torontomyst.6.137817,NAS,,,,0.746928412013371
513,pilot3sessM.0514,"Both wearing white, untucked, long-sleeved shirts.",torontomyst.6.121111,T,semantic,torontomyst.6.121111,NAS,,,,0.7970537722931798
514,pilot3sessM.0515,Heavy fabric stretched on steel frames.,torontomyst.6.133320,T,semantic,torontomyst.6.133320,NAS,NP,,,0.7593456757897425
515,pilot3sessM.0516,A bunny can be fluffy sometimes.,torontomyst.6.067486,T,semantic,torontomyst.6.067486,,,,,0.7593178518460478
516,pilot3sessM.0517,"However, that wasn't an immediate improvement.",torontomyst.6.144611,T,semantic,torontomyst.6.144611,,,,,0.7320755763985488
517,pilot3sessM.0518,How sturdy is the coffee table?,torontomyst.6.067764,T,semantic,torontomyst.6.067764,Q,,,,0.759364351609434
518,pilot3sessM.0519,"Unscrew, slide into place, lock, screw.",torontomyst.6.038220,T,semantic,torontomyst.6.038220,com,,,,0.7669906897687054
519,pilot3sessM.0520,The Weasel was an accomplished backstabber.,torontomyst.6.083966,T,semantic,torontomyst.6.083966,,,,,0.7775843638660486
520,pilot3sessM.0521,The brunette was licking her lips.,torontomyst.6.006844,T,semantic,torontomyst.6.006844,,,,,0.7916348790109166
521,pilot3sessM.0522,Confessing your sins is the escape.,torontomyst.6.066347,T,semantic,torontomyst.6.066347,,,,,0.761393342772049
522,pilot3sessM.0523,Diver on crew boat retrieves cargo.,torontomyst.6.016239,T,semantic,torontomyst.6.016239,NAS,,,,0.7472437301614114
523,pilot3sessM.0524,Kindness and warmth emanated from him.,torontomyst.6.017300,T,semantic,torontomyst.6.017300,,,,,0.7512889995465512
524,pilot3sessM.0525,She was near Grand Central Station.,torontomyst.6.060883,T,semantic,torontomyst.6.060883,,,,,0.7674553753025792
525,pilot3sessM.0526,What one word would describe you?,torontomyst.6.138902,T,semantic,torontomyst.6.138902,Q,,,,0.7537570433966749
526,pilot3sessM.0527,No one expected me to win.,torontomyst.6.163295,T,semantic,torontomyst.6.163295,,,,,0.7453297279496022
527,pilot3sessM.0528,Use your computer access for deciphering.,torontomyst.6.095384,T,semantic,torontomyst.6.095384,com,,,,0.7604698268551083
528,pilot3sessM.0529,Afraid of what she might do.,torontomyst.6.009878,T,semantic,torontomyst.6.009878,NAS,,,,0.7572349710066025
529,pilot3sessM.0530,He glanced wistfully out the window..,torontomyst.6.123336,T,semantic,torontomyst.6.123336,,,,,0.7568663654413452
530,pilot3sessM.0531,I decided to neutralize the situation.,torontomyst.6.114922,T,semantic,torontomyst.6.114922,,,,,0.7444108812238447
531,pilot3sessM.0532,I still saw cynicism and contempt.,torontomyst.6.000795,T,semantic,torontomyst.6.000795,,,,,0.7540308577496138
532,pilot3sessM.0533,The code's too easy to read.,torontomyst.6.075831,T,semantic,torontomyst.6.075831,,,,,0.7505773851122942
533,pilot3sessM.0534,"She leaned into him antagonistically, ""hunh?""",torontomyst.6.112298,T,semantic,torontomyst.6.112298,,,,,0.7858207086489731
534,pilot3sessM.0535,"Gross stopped briefly, then went on.",brown.6.000264,T,random,brown.004130,,,,,0.7450977214681633
535,pilot3sessM.0536,"Sharon, she's cooked in a restaurant.",brown.6.000007,T,random,brown.000048,,,,,0.7864966737949395
536,pilot3sessM.0537,There was no mistaking that scream.,brown.6.000434,T,random,brown.007643,,,,,0.7623641642308144
537,pilot3sessM.0538,"Years of war, strain, and hatred.",brown.6.000757,T,random,brown.014614,NAS,NP,,,0.7579534647560351
538,pilot3sessM.0539,Form clay strip into a cylinder.,brown.6.000651,T,random,brown.011430,com,,,,0.7708051790508672
539,pilot3sessM.0540,I couldn't help laughing with him.,brown.6.001350,T,random,brown.025979,,,,,0.7523168714324419
540,pilot3sessM.0541,Elizabeth Way was the first operator.,brown.6.000785,T,random,brown.015323,,,,,0.7521181942087364
541,pilot3sessM.0542,He also admitted killing Mrs. Hengesbach.,brown.6.001108,T,random,brown.021800,,,,,0.7885613505273456
542,pilot3sessM.0543,I don't have the answer yet.,brown.6.000909,T,random,brown.018899,,,,,0.7527787795802521
543,pilot3sessM.0544,Now the government must do that.,brown.6.000382,T,random,brown.006966,,,,,0.7694740962048617
544,pilot3sessM.0545,Then he realized he was hungry.,brown.6.001238,T,random,brown.024760,,,,,0.7560294373461854
545,pilot3sessM.0546,Bullets began to snap past him.,brown.6.000029,T,random,brown.000246,,,,,0.7464101381780358
546,pilot3sessM.0547,Others invoked technology and common sense.,brown.6.000226,T,random,brown.003428,,,,,0.7401199337798469
547,pilot3sessM.0548,Ordered an investigation of Lumumba's death.,brown.6.001155,T,random,brown.022735,NAS,,,,0.768623213537096
548,pilot3sessM.0549,The courage to meet every challenge.,brown.6.000259,T,random,brown.004033,NAS,NP,,,0.7411510647982492
549,pilot3sessM.0550,Such study may take many forms.,brown.6.000273,T,random,brown.004501,,,,,0.7644140675302179
550,pilot3sessM.0551,Cut clay top and base pieces.,brown.6.000650,T,random,brown.011418,com,,,,0.7746123629417597
551,pilot3sessM.0552,When she had finished I said:,brown.6.000916,T,random,brown.018973,,,1.0,,0.7553045557214526
552,pilot3sessM.0553,Approaching shore their masts appeared first.,brown.6.000244,T,random,brown.003791,,,,,0.7445001989394674
553,pilot3sessM.0554,"These are fairly large, tough animals.",brown.6.000630,T,random,brown.011048,,,,,0.7404924673437666
554,pilot3sessM.0555,He must pray to be spared.,brown.6.000437,T,random,brown.007741,,,,,0.7356845506725155
555,pilot3sessM.0556,Payne was more methodical than that.,brown.6.000428,T,random,brown.007577,,,,,0.7540624042259002
556,pilot3sessM.0557,The situation involved some political perils.,brown.6.000883,T,random,brown.018010,,,,,0.7419523084017708
557,pilot3sessM.0558,One of the little girls said.,brown.6.000168,T,random,brown.002198,,,,,0.7642276899083323
558,pilot3sessM.0559,That Jaguar could really barrel along.,brown.6.001050,T,random,brown.020554,,,,,0.7731427851221451
559,pilot3sessM.0560,Political organization revolved about the basileis.,brown.6.000779,T,random,brown.015240,,,,,0.7609565143771363
560,pilot3sessM.0561,A cigarette would taste particularly good.,brown.6.000196,T,random,brown.002618,,,,,0.7543254543522576
561,pilot3sessM.0562,Suppose Lauren comes looking for us??,brown.6.000930,T,random,brown.019144,Q,,,,0.7598185521995665
562,pilot3sessM.0563,Travelling home on a late train??,brown.6.000527,T,random,brown.008997,NAS,Q,,,0.7577126680403738
563,pilot3sessM.0564,Everyone is to be a participant.,brown.6.001181,T,random,brown.023230,,,,,0.731508695162392
564,pilot3sessM.0565,Time in the sum is nothing.,brown.6.000215,T,random,brown.003054,,,,,0.7646284006686442
565,pilot3sessM.0566,There was no one but me.,brown.6.000014,T,random,brown.000115,,,,,0.7477354400520398
566,pilot3sessM.0567,It originated with the Wissahickon Section.,brown.6.001105,T,random,brown.021685,,,,,0.7729969141133467
567,pilot3sessM.0568,A letter awaited her at Princeton.,brown.6.000258,T,random,brown.004021,,,,,0.7810773224718851
568,pilot3sessM.0569,"Fred Mullen from Mercer Island, Wash.",brown.6.001156,T,random,brown.022757,NAS,NP,,,0.8091987320942454
569,pilot3sessM.0570,Wine waiters are something else again.,brown.6.000881,T,random,brown.017900,,,,,0.7603488583692913
570,pilot3sessM.0571,We were back on the road.,brown.6.000117,T,random,brown.001396,,,,,0.7454460713036161
571,pilot3sessM.0572,For what do the utopians labor??,brown.6.000240,T,random,brown.003761,Q,,,,0.7870407832165928
572,pilot3sessM.0573,But I knowingly abuse their confidence.,brown.6.000848,T,random,brown.016975,,,,,0.7492756137023583
573,pilot3sessM.0574,Unanimity on Interama is not surprising.,brown.6.000339,T,random,brown.005924,,,,,0.7537898679157631
574,pilot3sessM.0575,Most of them were elderly men.,brown.6.000502,T,random,brown.008711,,,,,0.7441356857131782
575,pilot3sessM.0576,"No, the man was not drunk.",brown.6.001068,T,random,brown.020799,,,,,0.7703058148090447
576,pilot3sessM.0577,She was thirty-one years old then.,brown.6.000993,T,random,brown.019753,,,,,0.7771378667667567
577,pilot3sessM.0578,There is nothing new in this.,brown.6.000315,T,random,brown.005565,,,,,0.7750259343236454
578,pilot3sessM.0579,What else was there to say??,brown.6.001225,T,random,brown.024551,Q,,,,0.7553990456834083
579,pilot3sessM.0580,There was a contorted ugliness now.,brown.6.001367,T,random,brown.026240,,,,,0.7661291008623813
580,pilot3sessM.0581,"Frowning, Miss Ada studied the list.",brown.6.000559,T,random,brown.009336,,,,,0.7955850920181279
581,pilot3sessM.0582,Martin gave her a teasing pat.,brown.6.001375,T,random,brown.026363,,,,,0.7667056125049991
582,pilot3sessM.0583,Balenciaga is her favorite European designer.,brown.6.001124,T,random,brown.022143,,,1.0,,0.7888559818792541
583,pilot3sessM.0584,They came unexpectedly upon the sea.,brown.6.000531,T,random,brown.009068,,,,,0.7321934023431608
584,pilot3sessM.0585,Supply and installation of steel pilings.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.113122,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03037715,NAS,NP,,,0.7521364351620919
585,pilot3sessM.0586,Your preferred timeframe for commencing in-store.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.121119,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03257062,NAS,NP,,,0.7677709647528737
586,pilot3sessM.0587,You can use milk if required.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.049487,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01319336,,,,,0.7639659752072504
587,pilot3sessM.0588,How do we compare to others?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.169778,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04585071,Q,,,,0.7539039845674481
588,pilot3sessM.0589,How is the weather in Spain?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.045286,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01223282,Q,,,,0.7743136658194993
589,pilot3sessM.0590,This time I'm rooting for Khan.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.069552,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01877948,,,,,0.7604206092193757
590,pilot3sessM.0591,"Appears to be far, far older.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.034034,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00916930,NAS,,,,0.7400568093468146
591,pilot3sessM.0592,Arrange both windows as you like.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.142103,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03849685,com,,,,0.7537205909205699
592,pilot3sessM.0593,The ones who refuse to quit.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.056509,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01528852,NAS,NP,,,0.7430557346702581
593,pilot3sessM.0594,Our friend Bo Fodor is playing.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.124618,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03350988,,,,,0.7870804253037783
594,pilot3sessM.0595,Remember that in times of pain!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.123166,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03332502,com,,,,0.7616292468855942
595,pilot3sessM.0596,"So, is BC Rich officially dead?",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.003228,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00087594,Q,,,,0.7858911233329424
596,pilot3sessM.0597,Moving and can't bring with us.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.005433,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00145575,NAS,,,,0.7514380052653457
597,pilot3sessM.0598,Be prepared for various weather conditions.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.054757,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01480794,com,,,,0.7282010079523241
598,pilot3sessM.0599,Looks like you had a blast!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.129673,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03506485,NAS,,,,0.7601233742188817
