sentence,condition,correct,sent_identifier,index,original_index,item_id
Let's get it going once again.,misc,0.6419753086419753,cocaspok2010.6.005395,misc.00754,,754
You bet there's other things here.,misc,0.5510204081632653,cocaspok2006.6.002189,misc.00755,,755
"Dan Schorr, of course, joins us.",misc,0.6835443037974683,cocaspok2000.6.001459,misc.00756,,756
"Get out of here, you guys.",misc,0.7142857142857143,cocaspok1998.6.008510,misc.00757,,757
It's not -- it's important to me.,misc,0.813953488372093,cocaspok1994.6.003509,misc.00758,,758
There were probably five of them.,misc,0.7,cocaspok1998.6.004744,misc.00759,,759
I don't know much about him.,misc,0.6935483870967742,cocaspok2002.6.000637,misc.00760,,760
I started listening to satellite radio.,misc,0.8714285714285714,cocaspok2004.6.004986,misc.00761,,761
I get to ask the question.,misc,0.8023255813953488,cocaspok1992.6.005094,misc.00762,,762
"No, I'm talking about the staff.",misc,0.7586206896551724,cocaspok1990.6.006844,misc.00763,,763
They had moved to Oklahoma Territory.,misc,0.8166666666666667,cocaspok2004.6.001475,misc.00764,,764
The figures mark a significant turnaround.,misc,0.6666666666666666,cocaspok2000.6.000102,misc.00765,,765
They don't view it that way.,misc,0.6521739130434783,cocaspok2004.6.003351,misc.00766,,766
I will make that commitment today.,misc,0.76,cocaspok2006.6.009596,misc.00767,,767
We need to all come together.,misc,0.7611940298507462,cocaspok2002.6.003246,misc.00768,,768
So I don't want anybody's sympathy.,misc,0.8260869565217391,cocaspok1992.6.004125,misc.00769,,769
This is a call for help.,misc,0.6857142857142857,cocaspok1990.6.006960,misc.00770,,770
And that is a direct strategy.,misc,0.5925925925925926,cocaspok2010.6.009660,misc.00771,,771
I'm going to take him on.,misc,0.7701149425287356,cocaspok2008.6.008431,misc.00772,,772
She has buried all of them.,misc,0.8076923076923077,cocaspok2000.6.006211,misc.00773,,773
"Again, it's been nearly a week.",misc,0.7333333333333333,cocaspok2004.6.004097,misc.00774,,774
"Here it comes, the unknown DNA.",misc,0.9027777777777778,cocaspok2002.6.006054,misc.00775,,775
We do have an air lock.,misc,0.8354430379746836,cocaspok1990.6.001928,misc.00776,,776
"Senator Edwards, good luck to you.",misc,0.8448275862068966,cocaspok2004.6.006097,misc.00777,,777
The terror camp was never built.,misc,0.8888888888888888,cocaspok2004.6.002742,misc.00778,,778
"It was just a symptom, really.",misc,0.7176470588235294,cocaspok2006.6.008210,misc.00779,,779
He joins us now from Phoenix.,misc,0.9152542372881356,cocaspok2006.6.006909,misc.00780,,780
It was a deadly lung cancer.,misc,0.8421052631578947,cocaspok2000.6.005681,misc.00781,,781
This is a really weird question.,misc,0.7972972972972973,cocaspok1998.6.008927,misc.00782,,782
Thousands of innocent lives were lost.,misc,0.8541666666666666,cocaspok2008.6.002766,misc.00783,,783
"Larry, thanks for coming in today.",misc,0.7848101265822784,cocaspok1996.6.004465,misc.00784,,784
I'm sick of the whole scene.,misc,0.7590361445783133,cocaspok1998.6.005215,misc.00785,,785
"You know, the world loves him.",misc,0.8607594936708861,cocaspok1996.6.001741,misc.00786,,786
He don't look nothing like Ricky.,misc,0.8163265306122449,cocaspok2006.6.005854,misc.00787,,787
Ross Perot evidently has no plan.,misc,0.875,cocaspok1992.6.004920,misc.00788,,788
So let's let that go forward.,misc,0.7428571428571429,cocaspok2004.6.005209,misc.00789,,789
It is the next entertainment revolution.,misc,0.7045454545454546,cocaspok2006.6.006882,misc.00790,,790
We wouldn't have seen analog cassettes.,misc,0.7887323943661971,cocaspok2002.6.003975,misc.00791,,791
They are just defending the law.,misc,0.6818181818181818,cocaspok1990.6.004365,misc.00792,,792
She loves to go to church.,misc,0.8271604938271605,cocaspok1996.6.006133,misc.00793,,793
I have a very supportive husband.,misc,0.875,cocaspok2006.6.009475,misc.00794,,794
You're listening to DAY TO DAY.,misc,0.8611111111111112,cocaspok2004.6.002105,misc.00795,,795
That's what they wanted to communicate.,misc,0.6730769230769231,cocaspok2008.6.001155,misc.00796,,796
"Boy, I'm taking a deep breath.",misc,0.7115384615384616,cocaspok2004.6.001869,misc.00797,,797
No I think just the opposite.,misc,0.6744186046511628,cocaspok1990.6.005295,misc.00798,,798
I am Steven Segal's litigation attorney.,misc,0.8833333333333333,cocaspok1994.6.004258,misc.00799,,799
And you can ask me why.,misc,0.6493506493506493,cocaspok2006.6.004444,misc.00800,,800
I want everybody to do well.,misc,0.7368421052631579,cocaspok1994.6.000120,misc.00801,,801
"Where those -- look, here he goes.",misc,0.6666666666666666,cocaspok2010.6.002335,misc.00802,,802
His parents are from Hong Kong.,misc,0.8705882352941177,cocaspok1990.6.004139,misc.00803,,803
And command doesn't first believe them.,misc,0.6835443037974683,cocaspok2004.6.002426,misc.00804,,804
Please let me answer the question.,misc,0.7837837837837838,cocaspok1992.6.007679,misc.00805,,805
Dennis doesn't recall that it happened.,misc,0.7540983606557377,cocaspok2004.6.006921,misc.00806,,806
"Finally, he was this past Friday.",misc,0.6341463414634146,cocaspok1992.6.002883,misc.00807,,807
You can't start with individual programs.,misc,0.6935483870967742,cocaspok1994.6.007426,misc.00808,,808
She also has a great wig.,misc,0.8412698412698413,cocaspok2000.6.007197,misc.00809,,809
"Anyway, all that and much more.",misc,0.6376811594202898,cocaspok2002.6.005085,misc.00810,,810
"I'm like, I'm a little down.",misc,0.8181818181818182,cocaspok2010.6.000174,misc.00811,,811
It still seems a little unreal.,misc,0.7105263157894737,cocaspok1996.6.006480,misc.00812,,812
He's going to be more powerful.,misc,0.7,cocaspok2002.6.001659,misc.00813,,813
This was quite a stunning thing.,misc,0.6125,cocaspok2000.6.000592,misc.00814,,814
I think it's been very encouraging.,misc,0.627906976744186,cocaspok2010.6.003786,misc.00815,,815
No one's coming to get you.,misc,0.6981132075471698,cornellmov.6.019037,misc.00816,,816
I thought you might be praying.,misc,0.7954545454545454,cornellmov.6.008547,misc.00817,,817
I knew I couldn't trust you.,misc,0.7567567567567568,cornellmov.6.007447,misc.00818,,818
I'm not crazy about blind dates.,misc,0.8987341772151899,cornellmov.6.010472,misc.00819,,819
Then you're lucky I came along.,misc,0.7746478873239436,cornellmov.6.021064,misc.00820,,820
I have to ask you that.,misc,0.589041095890411,cornellmov.6.019170,misc.00821,,821
Ruby takes off towards the Cineplex...,misc,0.8311688311688312,cornellmov.6.033280,misc.00822,,822
She's going to wash your Jeep?,misc,0.9,cornellmov.6.015289,misc.00823,,823
How can you choose this lifestyle?,misc,0.7285714285714285,cornellmov.6.026383,misc.00824,,824
"Curing countless diseases, not just ours.",misc,0.7454545454545455,cornellmov.6.001521,misc.00825,,825
It wasn't even his terrible taste.,misc,0.7377049180327869,cornellmov.6.019358,misc.00826,,826
How much time do you have?,misc,0.6976744186046512,cornellmov.6.012737,misc.00827,,827
I go back to work tomorrow.,misc,0.7659574468085106,cornellmov.6.002775,misc.00828,,828
You should practice lying more often.,misc,0.8225806451612904,cornellmov.6.040455,misc.00829,,829
What do you want for free?,misc,0.7758620689655172,cornellmov.6.014906,misc.00830,,830
I'm just here with another girl.,misc,0.8979591836734694,cornellmov.6.003582,misc.00831,,831
Then you must keep it true.,misc,0.6056338028169014,cornellmov.6.029542,misc.00832,,832
I used some of your soap.,misc,0.8674698795180723,cornellmov.6.028018,misc.00833,,833
I got pinched in the elevator.,misc,0.9397590361445783,cornellmov.6.013336,misc.00834,,834
You mean she's not coming back?,misc,0.7352941176470589,cornellmov.6.000318,misc.00835,,835
"Craig, darling are you in there?",misc,0.872093023255814,cornellmov.6.027419,misc.00836,,836
It was just a fishing expedition.,misc,0.8524590163934426,cornellmov.6.022414,misc.00837,,837
I don't want to discuss it.,misc,0.7209302325581395,cornellmov.6.004846,misc.00838,,838
Did your wishes ever come true?,misc,0.7375,cornellmov.6.008377,misc.00839,,839
"Macaulay, you drew up Wynant's will.",misc,0.8607594936708861,cornellmov.6.039297,misc.00840,,840
"Some of it good, I hope.",misc,0.7682926829268293,cornellmov.6.009517,misc.00841,,841
"On your ear, you've got something.",misc,0.8108108108108109,cornellmov.6.005829,misc.00842,,842
It probably has the Dumper's name.,misc,0.8679245283018868,cornellmov.6.033363,misc.00843,,843
There's always risk -- life's a risk.,misc,0.8548387096774194,cornellmov.6.023872,misc.00844,,844
I'll see what you can do.,misc,0.7397260273972602,cornellmov.6.023280,misc.00845,,845
I told you what to do.,misc,0.746031746031746,cornellmov.6.035946,misc.00846,,846
Can't go anywhere without an inhaler.,misc,0.8607594936708861,cornellmov.6.016688,misc.00847,,847
I told you to stay hidden!,misc,0.8548387096774194,cornellmov.6.036689,misc.00848,,848
"Shwoof, that makes me feel better.",misc,0.8194444444444444,cornellmov.6.032619,misc.00849,,849
Why's his britches round his knees?,misc,0.9090909090909091,cornellmov.6.000786,misc.00850,,850
I didn't say you were scared.,misc,0.7108433734939759,cornellmov.6.010676,misc.00851,,851
You know what your problem is?,misc,0.7567567567567568,cornellmov.6.032409,misc.00852,,852
"I'm a hemotologist, not a detective.",misc,0.8870967741935484,cornellmov.6.013309,misc.00853,,853
You'd have to get me inside.,misc,0.7469879518072289,cornellmov.6.023303,misc.00854,,854
And that's the power you have.,misc,0.7317073170731707,cornellmov.6.020008,misc.00855,,855
Because... I didn't think I would?,misc,0.7222222222222222,cornellmov.6.011237,misc.00856,,856
We don't want to be disturbed.,misc,0.7560975609756098,cornellmov.6.004056,misc.00857,,857
What do they need her for?,misc,0.6935483870967742,cornellmov.6.007770,misc.00858,,858
Is that all you care about?,misc,0.7176470588235294,cornellmov.6.036495,misc.00859,,859
How does he look up close?,misc,0.7674418604651163,cornellmov.6.009348,misc.00860,,860
What happens when the baby comes?,misc,0.891566265060241,cornellmov.6.006470,misc.00861,,861
"Just please, give me the ticket!",misc,0.7936507936507936,cornellmov.6.040098,misc.00862,,862
Learn how to speak English first.,misc,0.9090909090909091,cornellmov.6.030059,misc.00863,,863
You're going to miss your train!,misc,0.8181818181818182,cornellmov.6.028686,misc.00864,,864
"Mommy, please don't call me that.",misc,0.863013698630137,cornellmov.6.000649,misc.00865,,865
"Our prayers have been answered, Turkle!",misc,0.9142857142857143,cornellmov.6.034958,misc.00866,,866
"I think I love you, mate.",misc,0.92,cornellmov.6.037509,misc.00867,,867
Things won't change... you know that!,misc,0.7936507936507936,cornellmov.6.021186,misc.00868,,868
"You don't, you can't believe that...",misc,0.6136363636363636,cornellmov.6.007454,misc.00869,,869
"Ellie, it was a formal party...",misc,0.8360655737704918,cornellmov.6.005089,misc.00870,,870
I just have to get something.,misc,0.66,cornellmov.6.030260,misc.00871,,871
Worse than your Kraft Holiday dip?,misc,0.84,cornellmov.6.000885,misc.00872,,872
Keep that thing away from me.,misc,0.7083333333333334,cornellmov.6.005614,misc.00873,,873
Want to tell me what happened?,misc,0.7428571428571429,cornellmov.6.006706,misc.00874,,874
I know what you're gonna say.,misc,0.6875,cornellmov.6.021659,misc.00875,,875
Keep in touch with my secretary.,misc,0.8541666666666666,cornellmov.6.019220,misc.00876,,876
I still haven't heard from Pendergast.,misc,0.8846153846153846,cornellmov.6.038768,misc.00877,,877
I'm out here looking for Leo.,misc,0.9069767441860465,cornellmov.6.018562,misc.00878,,878
How do you like your coffee?,misc,0.8222222222222222,cornellmov.6.020018,misc.00879,,879
Here turn around and face me.,misc,0.7752808988764045,cornellmov.6.029496,misc.00880,,880
He gave me a great deal.,misc,0.6976744186046512,cornellmov.6.009863,misc.00881,,881
I don't want you to die!,misc,0.7903225806451613,cornellmov.6.001972,misc.00882,,882
I thought it was very unique.,misc,0.6857142857142857,cornellmov.6.036406,misc.00883,,883
I'll tell you that joke again.,misc,0.7692307692307693,cornellmov.6.022308,misc.00884,,884
I've continued working on the case!,misc,0.7916666666666666,cornellmov.6.000803,misc.00885,,885
You're the one who started it.,misc,0.6046511627906976,cornellmov.6.009706,misc.00886,,886
I'm getting custody of the kids.,misc,0.8676470588235294,cornellmov.6.023145,misc.00887,,887
Tell them I needed a rest.,misc,0.625,cornellmov.6.019208,misc.00888,,888
"It was a shark, wasn't it?",misc,0.8095238095238095,cornellmov.6.033004,misc.00889,,889
I thought that you were anyway.,misc,0.4603174603174603,cornellmov.6.004475,misc.00890,,890
"No Legal, Tax or Investment Advice.",misc,0.84375,law.6.000191,misc.00891,,891
AWA shall provide applicable training materials.,misc,0.8070175438596491,law.6.000045,misc.00892,,892
Opinion of Counsel for the Underwriters.,misc,0.7727272727272727,law.6.000248,misc.00893,,893
Letters of Credit Issued for Subsidiaries.,misc,0.7792207792207793,law.6.000076,misc.00894,,894
Transfers out of the bargaining unit.,misc,0.7027027027027027,law.6.000113,misc.00895,,895
Rb binds more than 100 proteins.,misc,0.8085106382978723,med.6.000016,misc.00896,,896
As with ectopic division and apoptosis.,misc,0.8181818181818182,med.6.000015,misc.00897,,897
Section ISH using rat Shh probe.,misc,0.8115942028985508,med.6.000002,misc.00898,,898
Two independent compounds tested in Tg2576.,misc,0.9459459459459459,med.6.000005,misc.00899,,899
The mutant allele lacks exon 14.,misc,0.8295454545454546,med.6.000001,misc.00900,,900
But two groups are in confrontation.,misc,0.7297297297297297,ud.6.000185,misc.00901,,901
Oh Hjalmar Wentz must have been.,misc,0.7818181818181819,ud.6.000755,misc.00902,,902
Well kept facility with friendly staff.,misc,0.7528089887640449,ud.6.000985,misc.00903,,903
Passport needed for international boat cruise?,misc,0.7777777777777778,ud.6.000754,misc.00904,,904
We'd only met ten minutes before.,misc,0.7215189873417721,ud.6.000576,misc.00905,,905
Hey kido u made me smile.,misc,0.8860759493670886,ud.6.000005,misc.00906,,906
"After that, what do we do?",misc,0.6811594202898551,ud.6.000561,misc.00907,,907
The place is chill and comfortable.,misc,0.7702702702702703,ud.6.000738,misc.00908,,908
"Nice selection, very clean, friendly staff!",misc,0.8666666666666667,ud.6.000958,misc.00909,,909
The drawstring just completes the fit.,misc,0.8695652173913043,ud.6.000818,misc.00910,,910
Wishing your husband a happy birthday!,misc,0.9166666666666666,ud.6.000930,misc.00911,,911
Asked her question and did nothing.,misc,0.6619718309859155,ud.6.000136,misc.00912,,912
Five Toes: Silkies have five toes.,misc,0.8888888888888888,ud.6.000571,misc.00913,,913
"Just then, the front door slammed.",misc,0.6818181818181818,ud.6.000771,misc.00914,,914
Just received from your flower store.,misc,0.7887323943661971,ud.6.000870,misc.00915,,915
She manifested him at another level.,misc,0.7887323943661971,ud.6.000814,misc.00916,,916
"In brief, inferiors salute superiors first.",misc,0.7843137254901961,ud.6.000305,misc.00917,,917
I give this dealer an A+!,misc,0.8769230769230769,ud.6.000822,misc.00918,,918
The stewardesses are furious with them.,misc,0.8392857142857143,ud.6.000402,misc.00919,,919
"Well, this may be an exception.",misc,0.6981132075471698,ud.6.000996,misc.00920,,920
The pancakes are to die for.,misc,0.8734177215189873,ud.6.000979,misc.00921,,921
Both Tina and Vicky are excellent.,misc,0.7254901960784313,ud.6.000426,misc.00922,,922
"He's been frantic, the woman explained.",misc,0.72,ud.6.000123,misc.00923,,923
Don't be in a hurry though.,misc,0.627906976744186,ud.6.000700,misc.00924,,924
It's even made out to you.,misc,0.7073170731707317,ud.6.001013,misc.00925,,925
"Goode was born in Exeter, Devon.",misc,0.8266666666666667,ud.6.000072,misc.00926,,926
Admin coordinators do primarily administrative work.,misc,0.8095238095238095,ud.6.000278,misc.00927,,927
They have fabulous French toast too.,misc,0.8641975308641975,ud.6.000752,misc.00928,,928
There is no subterfuge in you.,misc,0.8831168831168831,ud.6.000983,misc.00929,,929
Labor shifted from farming to mining.,misc,0.7945205479452054,ud.6.000852,misc.00930,,930
I am really proud of her.,misc,0.6818181818181818,ud.6.000160,misc.00931,,931
Should we set a date now?,misc,0.759493670886076,ud.6.000575,misc.00932,,932
I was amazed and really excited.,misc,0.6338028169014085,ud.6.000090,misc.00933,,933
Carve one in your chosen medium.,misc,0.7540983606557377,ud.6.000199,misc.00934,,934
Sometimes he stood up for exercise.,misc,0.921875,ud.6.000975,misc.00935,,935
Mayko is relating to the Japanese.,misc,0.7441860465116279,ud.6.000469,misc.00936,,936
Estimated electricity use in residential sector.,misc,0.7045454545454546,ud.6.000000,misc.00937,,937
What are the startup costs involved?,misc,0.8271604938271605,ud.6.000167,misc.00938,,938
He remained thoughtful for a moment.,misc,0.6794871794871795,ud.6.000280,misc.00939,,939
But then again he could be!,misc,0.6037735849056604,ud.6.000021,misc.00940,,940
Thank you or your feed back.,misc,0.8433734939759037,ud.6.000644,misc.00941,,941
Paying special attention to the eyes.,misc,0.8607594936708861,ud.6.000531,misc.00942,,942
Their food and sweets are awesome.,misc,0.7903225806451613,ud.6.001041,misc.00943,,943
And yet it's come so quickly.,misc,0.6056338028169014,ud.6.000043,misc.00944,,944
Miramar was founded September 20 1888.,misc,0.8666666666666667,ud.6.000213,misc.00945,,945
"They will, however, cost a bunch.",misc,0.6976744186046512,ud.6.000792,misc.00946,,946
It is not just company longevity.,misc,0.7733333333333333,ud.6.000249,misc.00947,,947
My favorite so far in Bellevue.,misc,0.7727272727272727,ud.6.000013,misc.00948,,948
The service at Instep was great!!,misc,0.8395061728395061,ud.6.000728,misc.00949,,949
I would recommend them to anyone!,misc,0.7959183673469388,ud.6.000214,misc.00950,,950
They always stand up for capital.,misc,0.8271604938271605,wsj.6.002733,misc.00951,,951
Merck disputed the study as flawed.,misc,0.810126582278481,wsj.6.002355,misc.00952,,952
"""I think it's overblown,"" he said.",misc,0.6875,wsj.6.001339,misc.00953,,953
The remaining 10% is net profit.,misc,0.8690476190476191,wsj.6.001772,misc.00954,,954
Initial budget estimate: about $40 million.,misc,0.7419354838709677,wsj.6.001753,misc.00955,,955
"But please, not Mr. Boutros-Ghali again.",misc,0.82,wsj.6.002013,misc.00956,,956
Some rivals are already making inroads.,misc,0.7564102564102564,wsj.6.002150,misc.00957,,957
The Clinton White House was silent.,misc,0.9193548387096774,wsj.6.002099,misc.00958,,958
Hope is indeed a wonderful thing.,misc,0.7301587301587301,wsj.6.001402,misc.00959,,959
They want quality at low cost.,misc,0.8775510204081632,wsj.6.002992,misc.00960,,960
Here are details from the auction:,misc,0.8028169014084507,wsj.6.001604,misc.00961,,961
The bill became law in April.,misc,0.8275862068965517,wsj.6.000844,misc.00962,,962
That's where Dr. Angell comes in.,misc,0.8275862068965517,wsj.6.002879,misc.00963,,963
Revco wouldn't comment on its plans.,misc,0.7777777777777778,wsj.6.000149,misc.00964,,964
And how do you get one?,misc,0.6271186440677966,wsj.6.002066,misc.00965,,965
This is a romance after all.,misc,0.8163265306122449,wsj.6.000977,misc.00966,,966
The chief complaint for phonics advocates:,misc,0.7758620689655172,wsj.6.001720,misc.00967,,967
They want prices to remain stable.,misc,0.803030303030303,wsj.6.001050,misc.00968,,968
Coupon three-month London Interbank Offered Rate.,misc,0.7142857142857143,wsj.6.000293,misc.00969,,969
Terms of the transaction weren't disclosed.,misc,0.6122448979591837,wsj.6.000452,misc.00970,,970
"Fleet National Bank, Hartford, is trustee.",misc,0.8048780487804879,wsj.6.001629,misc.00971,,971
But that argument isn't always convincing.,misc,0.6956521739130435,wsj.6.001436,misc.00972,,972
We think it's straight business sense.,misc,0.6666666666666666,wsj.6.002597,misc.00973,,973
The redemption date is March 1.,misc,0.8266666666666667,wsj.6.001509,misc.00974,,974
The two companies declined to comment.,misc,0.8311688311688312,wsj.6.000310,misc.00975,,975
Mr. Guarino has denied the charges.,misc,0.9,wsj.6.000899,misc.00976,,976
"What's more, the news repeats itself.",misc,0.8533333333333334,wsj.6.002620,misc.00977,,977
Justice Singh asks the government's lawyer.,misc,0.847457627118644,wsj.6.001380,misc.00978,,978
Page proofs were at the printer.,misc,0.7719298245614035,wsj.6.000137,misc.00979,,979
One executive even bought additional shares.,misc,0.7647058823529411,wsj.6.002523,misc.00980,,980
Those incremental minutes are very profitable.,misc,0.7209302325581395,wsj.6.000850,misc.00981,,981
"Now ""the easy comparisons are over.""",misc,0.7254901960784313,wsj.6.001298,misc.00982,,982
That's why we're talking about taxes.,misc,0.875,wsj.6.002750,misc.00983,,983
But that could cause another problem:,misc,0.6265060240963856,wsj.6.000944,misc.00984,,984
So trial-and-error printing can get costly.,misc,0.7704918032786885,wsj.6.000972,misc.00985,,985
"Before that, he had no records.",misc,0.7108433734939759,wsj.6.000590,misc.00986,,986
His catch: three top phone reps.,misc,0.735632183908046,wsj.6.002652,misc.00987,,987
Coldwell Banker Previews had the listing.,misc,0.7763157894736842,wsj.6.001789,misc.00988,,988
You're still going to get hooked.,misc,0.7377049180327869,wsj.6.000799,misc.00989,,989
Then it escaped onto the Internet.,misc,0.8,wsj.6.001595,misc.00990,,990
Sales in Europe were up 2%.,misc,0.8333333333333334,wsj.6.000100,misc.00991,,991
"He allegedly bought 15,000 Skybox shares.",misc,0.8987341772151899,wsj.6.001765,misc.00992,,992
It's extremely touching and extremely funny.,misc,0.8,wsj.6.001980,misc.00993,,993
But that is a minor factor.,misc,0.75,wsj.6.000064,misc.00994,,994
He's taught me that by example.,misc,0.6756756756756757,wsj.6.002015,misc.00995,,995
Laboratory Corp. officials couldn't be reached.,misc,0.7761194029850746,wsj.6.001988,misc.00996,,996
Sussex also acquired Spy in 1994.,misc,0.9135802469135802,wsj.6.002158,misc.00997,,997
The kids play in the street.,misc,0.825,wsj.6.002842,misc.00998,,998
"Eventually the bleeding stopped, buying time.",misc,0.7755102040816326,wsj.6.000449,misc.00999,,999
But many U.S. customs confuse them.,misc,0.7540983606557377,wsj.6.001810,misc.01000,,1000
Between the minotaur and Eden's Sage.,high,0.8421052631578947,torontofantasy.6.026436,high.01001,torontofantasy.393714,1001
The best pubs near London Troxy.,high,0.8333333333333334,,high.01002,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01233759,1002
Q: What is 147451 times Pi?,high,0.9215686274509803,,high.01003,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02201694,1003
Marion dies September the next year.,high,0.9090909090909091,cornellmov.6.032556,high.01004,cornellmov.0197891,1004
"Calumet City, Illinois, ladies and gentlemen.",high,0.8611111111111112,cocaspok2001.6.004652,high.01005,cocaspok2001.0073759,1005
"Recently, Buddy Guy unplugged that cable.",high,0.7361111111111112,cocaspok2003.6.001832,high.01006,cocaspok2003.0034543,1006
I love browned butter and asparagus.,high,0.9166666666666666,,high.01007,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02736224,1007
This Colleen Sutton woman I'm with.,high,0.7142857142857143,cornellmov.6.031171,high.01008,cornellmov.0189182,1008
"Oh, look at this little guy.",high,0.7586206896551724,cocaspok2003.6.005883,high.01009,cocaspok2003.0090054,1009
"Thank you, Jacqui Jeras, in Atlanta.",high,0.8392857142857143,cocaspok2005.6.002305,high.01010,cocaspok2005.0040445,1010
What would your dear mother say?,high,0.8245614035087719,cornellmov.6.018287,high.01011,cornellmov.0105928,1011
Toy Story Land opens June 30th!,high,0.8961038961038961,,high.01012,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00482418,1012
And her dear great grandchild Jameson.,high,0.7916666666666666,,high.01013,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00754084,1013
"In Baghdad, Mike Tobin, Fox News.",high,0.8518518518518519,cocaspok2005.6.001232,high.01014,cocaspok2005.0022928,1014
Rest in Peace my dear friend.,high,0.896551724137931,,high.01015,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01151183,1015
Chloe swiveled around in her chair..,high,0.8840579710144928,torontofantasy.6.341363,high.01016,torontofantasy.4495876,1016
Was Christ born on Christmas Day?,high,0.9411764705882353,,high.01017,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02872021,1017
Amazing cute dorm room decor ideas.,high,0.8225806451612904,,high.01018,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01732024,1018
Download Texas Holdem poker for free.,high,0.9107142857142857,,high.01019,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04868213,1019
Using images from 2 Cute Ink!,high,0.8552631578947368,,high.01020,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01738757,1020
Apartments in Akron during the 1950's.,high,0.8488372093023255,,high.01021,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02817755,1021
Giveaway closes July 1st at noon!,high,0.7808219178082192,,high.01022,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00178337,1022
Shaklee is based in San Francisco.,high,0.8307692307692308,wsj.6.002642,high.01023,wsj.479067,1023
He was arrested before September 11.,high,0.9,cocaspok2001.6.007412,high.01024,cocaspok2001.0112589,1024
Andrea and Kenny want titanium hammers.,high,0.8703703703703703,,high.01025,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03199946,1025
My son was outside playing soccer.,high,0.8214285714285714,cornellmov.6.026715,high.01026,cornellmov.0160875,1026
System ford 07 unlabeled ranger heart.,high,0.8311688311688312,,high.01027,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02641510,1027
Dr. Barbara Bascom traveled with us.,high,0.8305084745762712,cocaspok1990.6.000402,high.01028,cocaspok1990.0006484,1028
"Finally, Abby frowned at her husband.",high,0.8113207547169812,torontomyst.6.161859,high.01029,torontomyst.2089227,1029
"I'm Jonathan Freed in Taylorville, Illinois.",high,0.8,cocaspok2006.6.003616,high.01030,cocaspok2006.0060198,1030
The Duke raised his eyebrows questioningly.,high,0.8333333333333334,torontofantasy.6.075920,high.01031,torontofantasy.1123410,1031
"What do you say, Brian, huh?",high,0.8072289156626506,cornellmov.6.016550,high.01032,cornellmov.0094903,1032
I mean look at this sweetie.,high,0.7142857142857143,,high.01033,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02473182,1033
"Promo runs until June 15, 2018.",high,0.8363636363636363,,high.01034,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04069552,1034
"Keith is calling from Midland, Texas.",high,0.803030303030303,cocaspok1996.6.000049,high.01035,cocaspok1996.0000823,1035
"The Amish boy saw him, Paul.",high,0.8805970149253731,cornellmov.6.040795,high.01036,cornellmov.0251667,1036
My cousin's shaggy eyebrows crept up.,high,0.8620689655172413,torontofantasy.6.344974,high.01037,torontofantasy.4536477,1037
Gail McBride is new Century's principal.,high,0.7272727272727273,cocaspok1996.6.006791,high.01038,cocaspok1996.0084587,1038
Even from his wife and son.,high,0.7647058823529411,torontomyst.6.141544,high.01039,torontomyst.1834782,1039
"Dear Sandeep, where is the question?",high,0.8375,,high.01040,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02539330,1040
"She's at again, that naughty Madonna.",high,0.9019607843137255,cocaspok2012.6.005347,high.01041,cocaspok2012.066033,1041
"In Germany, a Kleider machen Leute.",high,0.8297872340425532,,high.01042,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03689879,1042
"""He didn't come home,"" Diego said.",high,0.8275862068965517,torontofantasy.6.358579,high.01043,torontofantasy.4704225,1043
Looking for fatty acid distillation plants?,high,0.8857142857142857,,high.01044,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02519976,1044
What's so important in San Francisco?,high,0.8857142857142857,cornellmov.6.024948,high.01045,cornellmov.0149302,1045
"I mean, check back at noon.",high,0.7796610169491526,cocaspok2000.6.007569,high.01046,cocaspok2000.0119493,1046
"Kendra, Seth, and Dale sat nearby.",high,0.8676470588235294,torontofantasy.6.322064,high.01047,torontofantasy.4222171,1047
Where did that other guy go?,high,0.7066666666666667,torontomyst.6.019522,high.01048,torontomyst.275477,1048
