reject,sentence,sentence_original,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index,has_edit
,I always wanted to have kids.,I always wanted to have kids.,0.7467282182,,,,cocaspok2002.6.003511,cocaspok2002.0056351,False
,His voter ID number is 2946433.,His voter ID number is 2946433.,0.7494481426,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04138016,False
,Fold each circle into a triangle.,Fold each circle into a triangle.,0.7644399321,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04400211,False
,And doesn't just talk about it.,And doesn't just talk about it.,0.7616089106,,,,cocaspok2003.6.002634,cocaspok2003.0045782,False
,I want to take you there.,I want to take you there.,0.742247177,,,,torontofantasy.6.289441,torontofantasy.3774912,False
,I brought up a touchy subject.,I brought up a touchy subject.,0.7579113799,,,,torontofantasy.6.022902,torontofantasy.336508,False
,Let's move on with the deck.,Let's move on with the deck.,0.742164051,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00079909,False
,Official does not always imply lengthily.,Official does not always imply lengthily.,0.7555562167,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04966729,False
,I loved how he was different.,I loved how he was different.,0.7494264521,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01148291,False
,Not that I had a choice.,Not that I had a choice.,0.7415583325,,,,torontofantasy.6.471460,torontofantasy.6125735,False
,I was no longer a priority.,I was no longer a priority.,0.7366087033,,,,torontomyst.6.151834,torontomyst.1952013,False
,Our whole staff contains skilled locksmiths.,Our whole staff contains skilled locksmiths.,0.7567167039,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03990357,False
,"You know, he just killed himself.","You know, he just killed himself.",0.7532426093,,,,cocaspok1991.6.003576,cocaspok1991.0052701,False
,Can I create a business profile?,Can I create a Business Profile?,0.7375703453,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00041397,True
,He's been hitting it pretty hard.,He's been hitting it pretty hard.,0.7485912457,,,,cornellmov.6.034737,cornellmov.0212046,False
,They will ultimately eliminate your battery.,They will ultimately eliminate your battery.,0.7303278064,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04583751,False
,And I actually like you now.,And I actually like you now.,0.7619413299,,,,cocaspok2008.6.008162,cocaspok2008.0101236,False
,Anything it samples by physical contact.,Anything it samples by physical contact.,0.7544701095,,,,cornellmov.6.014020,cornellmov.0079719,False
,Developed for people who wear eyeglasses.,Developed for people who wear eyeglasses.,0.7599013434,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00413267,False
,"So, do you like me, Seymour?","So, do you like me, Seymour?",0.7734687693,,,,cornellmov.6.001898,cornellmov.0010486,False
,It appears she's making for Terris.,It appears she's making for Terris.,0.7729990685,,,,torontofantasy.6.164063,torontofantasy.2228902,False
,"Eduardo he is, keep googling him.","Eduardo he is, keep googling him.",0.7557115432,,,,cocaspok2010.6.010912,cocaspok2010.0141453,False
,Top Eleven now available for iPad!,Top Eleven now available for iPad!,0.7744071329,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03126646,False
,Especially not before you ate it.,Especially not before you ate it.,0.7561078522,,,,torontomyst.6.067078,torontomyst.929516,False
,That's where we come from first?,That's where we come from first?,0.7759272208,,,,cornellmov.6.013415,cornellmov.0076135,False
,We'll take good care of you.,We'll take good care of you.,0.7390162989,,,,cornellmov.6.019949,cornellmov.0116705,False
,They will get overwritten by Plesk.,They will get overwritten by Plesk.,0.7566934801,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01008544,False
,There were community meetings about safety.,There were community meetings about safety.,0.7375114762,,,,cocaspok2004.6.004465,cocaspok2004.0069876,False
,But Handel was something else entirely.,But Handel was something else entirely.,0.7440948829,,,,torontomyst.6.010767,torontomyst.152412,False
,He didn't sound like a rescuer.,He didn't sound like a rescuer.,0.7766210187,,,,torontofantasy.6.227055,torontofantasy.3034250,False
,"You're a hero, not a bug.","You're a hero, not a bug.",0.7569739806,,,,torontofantasy.6.306875,torontofantasy.4023695,False
,Only Miss Gee asked for bail.,Only Miss Gee asked for bail.,0.7769920879,,,,brown.6.001107,brown.021766,False
,His abrupt subject change was welcome.,His abrupt subject change was welcome.,0.743776787,,,,torontofantasy.6.297551,torontofantasy.3896453,False
,"Vin thought with frustration, riffling papers.","Vin thought with frustration, riffling papers.",0.7613609661,,,,torontofantasy.6.163355,torontofantasy.2220585,False
,"On Wednesday, the index fell 0.11.","On Wednesday, the index fell 0.11.",0.7859223763,,,,wsj.6.001564,wsj.286325,False
,Cowell found her in his bathroom.,Cowell found her in his bathroom.,0.7784685469,,,,cocaspok2012.6.002588,cocaspok2012.031756,False
,Do you want some of this?,Do you want some of this?,0.7518470061,,,,torontofantasy.6.317487,torontofantasy.4166235,False
,There are a few suggestions here.,There are a few suggestions here.,0.733227878,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03749045,False
,Its crest and wave are even.,Its crest and wave are even.,0.7543337398,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01678834,False
,This whole thing is so stupid.,This whole thing is so stupid.,0.7703418701,,,,torontofantasy.6.081686,torontofantasy.1207614,False
,Jack gazed grimly at his friend.,Jack gazed grimly at his friend.,0.7858946947,,,,torontofantasy.6.059235,torontofantasy.864862,False
,Are you sure this is okay?,Are you sure this is okay?,0.7534589916,,,,cornellmov.6.008722,cornellmov.0049998,False
,"First and foremost, inflation is benign.","First and foremost, inflation is benign.",0.7591397961,,,,cocaspok1991.6.003803,cocaspok1991.0055866,False
,Map showing Modbury Gardens in Reading.,Map showing Modbury Gardens in Reading.,0.7704574332,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01828802,False
,We race around for a while.,We race around for a while.,0.7492237631,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03457740,False
,Any type of hull is allowed.,Any type of hull is allowed.,0.7361570719,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02874097,False
,Thanks for having me with you.,Thanks for having me with you.,0.7382315906,,,,cocaspok2009.6.003818,cocaspok2009.0046508,False
,"Yeah, you can have the key.","Yeah, you can have the key.",0.7589039868,,,,cornellmov.6.015850,cornellmov.0090540,False
,Do use a light body lotion.,Do use a light body lotion.,0.7704244554,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00011667,False
,"The answer is, of course, yes.","The answer is, of course, yes.",0.7521252217,,,,brown.6.000200,brown.002844,False
,I've never heard of them either.,I've never heard of them either.,0.7379676979,,,,cocaspok2006.6.000068,cocaspok2006.0001277,False
,How do you know they're done?,How do you know they're done?,0.7632213993,,,,cornellmov.6.015471,cornellmov.0088279,False
,He's willing to make a deal.,He's willing to make a deal.,0.7410286713,,,,torontofantasy.6.318704,torontofantasy.4185488,False
,They know that you see them.,They know that you see them.,0.7461186901,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00435207,False
,"Look, they want me to testify?","Look, they want me to testify?",0.7399160573,,,,cornellmov.6.024880,cornellmov.0148932,False
,What are the trees saying today?,What are the trees saying today?,0.75806736,,,,cornellmov.6.025391,cornellmov.0152320,False
,We made a peace with Yunkai.,We made a peace with Yunkai.,0.7671970788,,,,torontofantasy.6.467932,torontofantasy.6080088,False
,Microchipping month is sponsored by Petlog.,Microchipping month is sponsored by Petlog.,0.7805168278,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01560520,False
,You can download OneDrive for iOS.,You can download OneDrive for iOS.,0.7586443501,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04173526,False
,In fact I'm the complete opposite.,In fact I'm the complete opposite.,0.7573159362,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04388988,False
,Canada remains America's biggest trade partner.,Canada remains America's biggest trade partner.,0.7670498991,,,,wsj.6.001995,wsj.362750,False
,But Alfred's condition is less severe.,But Alfred's condition is less severe.,0.733349518,,,,cornellmov.6.027090,cornellmov.0163308,False
,Both have been solid stock performers.,Both have been solid stock performers.,0.7395493418,,,,wsj.6.002858,wsj.517244,False
,That's the first I've heard that.,That's the first I've heard that.,0.764579347,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00426527,False
,Large pointed leaves appear shortly thereafter.,Large pointed leaves appear shortly thereafter.,0.7459242052,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04587339,False
,"It can turn itself on, Alex!","It can turn itself on, Alex!",0.7491511382,,,,cornellmov.6.034493,cornellmov.0210418,False
,Najmah is a client of mine.,Najmah is a client of mine.,0.7456860865,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01996733,False
,"No, you rub it on you.","No, you rub it on you.",0.7549855217,,,,cornellmov.6.027815,cornellmov.0167801,False
,It's a glimpse into my brain.,It's a glimpse into my brain.,0.7755798473,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03727098,False
,In many ways it makes sense.,"""In many ways it makes sense.",0.7448073254,,,,wsj.6.002446,wsj.444208,True
,For the good of the Commonwealth.,For the good of the Commonwealth.,0.7505706659,,,,torontofantasy.6.198502,torontofantasy.2695948,False
,Misty's thoughts fizzled off into nothing.,Misty's thoughts fizzled off into nothing.,0.7637354946,,,,torontofantasy.6.353314,torontofantasy.4642524,False
,I can not not do it.,I can not not do it.,0.7521816148,,,,cocaspok1999.6.004042,cocaspok1999.0054236,False
,I'm starting from the very beginning.,I'm starting from the very beginning.,0.7715901397,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03499197,False
,I don't do the tactical planning.,I don't do the tactical planning.,0.7640220464,,,,cocaspok2011.6.009171,cocaspok2011.0116782,False
,"Jeeze Louise, I've been neglectful lately.","Jeeze Louise, I've been neglectful lately.",0.7854673442,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03442486,False
,Why is my water turning cloudy?,Why is my water turning cloudy?,0.7638932479,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01952858,False
,I didn't dive for my assailant.,I didn't dive for my assailant.,0.7791981918,,,,torontomyst.6.087265,torontomyst.1176171,False
,The doctors have done their bit.,The doctors have done their bit.,0.7541812618,,,,cocaspok2003.6.002780,cocaspok2003.0048224,False
,"Andrea, our Fae enemies want it.","Andrea, our Fae enemies want it.",0.7741188666,,,,torontofantasy.6.357206,torontofantasy.4687797,False
,You'll need your property purchase contract.,You'll need your property purchase contract.,0.7569917585,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01394477,False
,You think I don't like him?,You think I don't like him?,0.7626835085,,,,torontofantasy.6.113152,torontofantasy.1620228,False
,I am impressed with it's durability!,I am impressed with it's durability!,0.7524455605,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04911998,False
,"Regarding Galaxy Wrappers: ""Lumi"", ""Deseq"", ""Edger"".","Regarding Galaxy Wrappers: ""Lumi"", ""Deseq"" ""Edger""",0.7971485146,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01651257,True
,How can we help grieving individuals?,How can we help grieving individuals?,0.7364863812,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02913946,False
,I wonder what's keeping His Excellency?,I wonder what's keeping His Excellency?,0.7622157372,,,,cornellmov.6.001341,cornellmov.0007407,False
,"Good heavens, Mac Mackenzie seeking advice?","Good heavens, Mac Mackenzie seeking advice?",0.7724476212,,,,torontomyst.6.158053,torontomyst.2032364,False
,Cook it for a few minutes.,Cook it for a few minutes.,0.7354988704,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00464888,False
,Customer sent amount lower than required.,Customer sent amount lower than required.,0.7356268909,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02725734,False
,We're back on the water again!,We're back on the water again!,0.7584655162,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01955257,False
,Look at the expanse of this.,Look at the expanse of this.,0.7642518926,,,,cocaspok2005.6.005742,cocaspok2005.0090024,False
,"Reports were made, reports were submitted.","Reports were made, reports were submitted.",0.7464526468,,,,cocaspok2010.6.001540,cocaspok2010.0019079,False
,Don't worry about the damn phone.,Don't worry about the damn phone.,0.7647706342,,,,cornellmov.6.015578,cornellmov.0088883,False
,Combined with 23 karat gold leaf.,Combined with 23 karat gold leaf.,0.8118994167,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01403176,False
,What does Charlie think about that?,What does Charlie think about that?,0.7821244096,,,,cornellmov.6.012118,cornellmov.0068862,False
,This list updated 7 April 2019.,This list updated 7 April 2019.,0.8271524375,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01676865,False
,And what about someone like me?,And what about someone like me?,0.7579030088,,,,torontofantasy.6.309691,torontofantasy.4068369,False
,"Well, no need to be scared.","Well, no need to be scared.",0.742797532,,,,cocaspok1999.6.010957,cocaspok1999.0145753,False
,There may be some situational modifiers.,There may be some situational modifiers.,0.7533332149,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02014658,False
,We appreciate your support so much!,We appreciate your support SO much!,0.7392429871,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00588299,True
,You wanted to go to prison.,You wanted to go to prison.,0.7525707956,,,,cocaspok1998.6.004925,cocaspok1998.0066357,False
,Tire dealer insists they are okay.,Tire dealer insists they are okay.,0.7525996923,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01266853,False
,This had been previously obscured entirely.,This had been previously obscured entirely.,0.7212702437,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04621016,False
,It was dubbed into 17 languages.,It was dubbed into 17 languages.,0.7851052104,,,,cocaspok1998.6.004149,cocaspok1998.0055535,False
,Call me when you get in...,Call me when you get in...,0.7483921284,,,,cornellmov.6.006416,cornellmov.0036572,False
,If you find nothing -- he's clear.,If you find nothing -- he's clear.,0.7455985297,,,,cornellmov.6.023178,cornellmov.0137809,False
,He is very polite and respectful.,He is very polite and respectful.,0.7258260537,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02861241,False
,"Also, the dining table seats 6.","Also, the dining table seats 6.",0.7732081852,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03422224,False
,It's something they have on Earth.,It's something they have on Earth.,0.7579462964,,,,cornellmov.6.038213,cornellmov.0234402,False
,I don't think I could be.,I don't think I could be.,0.7517860701,,,,cornellmov.6.006451,cornellmov.0036791,False
,The nonprofit organization supports 457 employees.,The nonprofit organization supports 457 employees.,0.7725056787,,,,wsj.6.000995,wsj.184214,False
,"Johana Cross, pleased to meet you.","Johana Cross, pleased to meet you.",0.7474951887,,,,cornellmov.6.038980,cornellmov.0239368,False
,I ran from corner to corner.,I ran from corner to corner.,0.7675306667,,,,torontoadv.6.019023,torontoadv.339792,False
,What do you study in history?,What do you study in history?,0.7784438146,,,,cornellmov.6.028164,cornellmov.0169970,False
,"And naturally, thanks in your effort!","And naturally, thanks in your effort!",0.7475246939,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01168737,False
,He wasn't friendly during the filming?,He wasn't friendly during the filming?,0.7581604212,,,,cornellmov.6.034925,cornellmov.0213100,False
,His comments are specious and insulting.,His comments are specious and insulting.,0.7555950338,,,,wsj.6.001692,wsj.308329,False
,I've actually just done this myself.,I've actually just done this myself.,0.7479664447,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01567843,False
,I see what the watchmaker made.,I see what the watchmaker made.,0.7719616592,,,,cornellmov.6.040888,cornellmov.0252261,False
,I hope you will understand me.,I hope you will understand me.,0.7338412024,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03611783,False
,Who knows if I managed it.,Who knows if I managed it.,0.7463373071,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02045950,False
,"Serena tried to speak, breathing thirsty.","Serena tried to speak, breathing thirsty.",0.7581435174,,,,torontoadv.6.018114,torontoadv.321169,False
,I go to sleep like this.,I go to sleep like this.,0.7743889125,,,,cocaspok2007.6.000132,cocaspok2007.0001438,False
,"If there's a flaw, it's human.","If there's a flaw, it's human.",0.7673231167,,,,cornellmov.6.021368,cornellmov.0125727,False
,Dandelion trounces a lot of things.,Dandelion trounces a lot of things.,0.7668676118,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04860957,False
,Maybe just a hint or so.,Maybe just a hint or so.,0.7486254815,,,,cornellmov.6.024063,cornellmov.0143550,False
,You're on your own my friend.,You're on your own my friend.,0.7623934062,,,,cocaspok2012.6.007570,cocaspok2012.097437,False
,Many issues need to be addressed.,Many issues need to be addressed.,0.7258865864,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01285485,False
,Mother Nature will kill our enemy.,Mother Nature will kill our enemy.,0.7616550803,,,,torontofantasy.6.068823,torontofantasy.1010999,False
,"OMG, this one frosts my cookies!","OMG, this one frosts my cookies!",0.7858146011,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04089686,False
,I see the school up ahead.,I see the school up ahead.,0.7538989623,,,,cornellmov.6.028464,cornellmov.0171858,False
,"He stirred, made a pain noise.","He stirred, made a pain noise.",0.7502251756,,,,torontofantasy.6.381248,torontofantasy.4986777,False
,I'm working in a new style.,I'm working in a new style.,0.7772882804,,,,cornellmov.6.021809,cornellmov.0128513,False
,I'd just tried to ignore it.,I'd just tried to ignore it.,0.7379911187,,,,torontomyst.6.086005,torontomyst.1158154,False
,"Jack Metcalf and Richard ""Doc"" Hastings.","Jack Metcalf and Richard ""Doc"" Hastings.",0.8035521727,,,,wsj.6.000077,wsj.015106,False
,Haven't we haven't I seen you.,Haven't we haven't I seen you.,0.7356072612,,,,brown.6.000118,brown.001433,False
,"Obviously, there was something going on.","Obviously, there was something going on.",0.7403199614,,,,cocaspok2011.6.010304,cocaspok2011.0131476,False
,It feels like a secret handshake.,It feels like a secret handshake.,0.7626178618,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00312715,False
,Well it's definitely a significant procedure.,Well it's definitely a significant procedure.,0.7390914237,,,,cocaspok1995.6.000338,cocaspok1995.005105,False
,The couple lived in increasing luxury.,The couple lived in increasing luxury.,0.7646582676,,,,wsj.6.001357,wsj.248359,False
,Song: Head Hunter by Yonosuke Kitamura.,Song: Head Hunter by Yonosuke Kitamura.,0.799144418,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03845152,False
,What can we do except laugh?,"""What can we do except laugh?""",0.7655240123,,,,wsj.6.002255,wsj.410483,True
,At the City Arms from 7pm.,At The City Arms from 7pm.,0.7869586968,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03924300,True
,The question is will Moscow intervene.,The question is will Moscow intervene.,0.7580797315,,,,cocaspok1990.6.002214,cocaspok1990.0037314,False
,Mexican TNs are not discussed here.,Mexican TNs are not discussed here.,0.7769297141,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04534858,False
,Ghleanna shook her head a little..,Ghleanna shook her head a little..,0.7595954783,,,,torontofantasy.6.129368,torontofantasy.1775293,False
,The turn motor arrangement is strange.,The turn motor arrangement is strange.,0.7437195933,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00319823,False
,"Please, you won't pay me back.","Please, you won't pay me back.",0.7565815154,,,,torontofantasy.6.263464,torontofantasy.3482767,False
,"Garnish with peach wedges, if desired.","Garnish with peach wedges, if desired.",0.7753714693,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01131128,False
,Select the service to unlock Asus.,Select the service to unlock Asus.,0.755790189,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01036955,False
,Voices echo in front of me..,Voices echo in front of me..,0.7541046338,,,,torontofantasy.6.285199,torontofantasy.3711665,False
,Under me the ground quivered slightly.,Under me the ground quivered slightly.,0.754916104,,,,brown.6.000035,brown.000321,False
,"A little surprised, a little shocked.","A little surprised, a little shocked.",0.7380394262,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03731841,False
,Mr. Green handed me the paper.,Mr. Green handed me the paper.,0.7753627785,,,,torontomyst.6.019842,torontomyst.278989,False
,You couldn't refuse something like this.,You couldn't refuse something like this.,0.7552349535,,,,torontofantasy.6.182730,torontofantasy.2479946,False
,Rubin also sought to reassure investors.,Rubin also sought to reassure investors.,0.749019005,,,,cocaspok1997.6.009230,cocaspok1997.0110017,False
,"Just like that, her countenance changed.","Just like that, her countenance changed.",0.7464934975,,,,torontofantasy.6.264723,torontofantasy.3496013,False
,"PNC Bank, Pittsburgh, is successor trustee.","PNC Bank, Pittsburgh, is successor trustee.",0.8017706969,,,,wsj.6.001075,wsj.197680,False
,"But, once again, forecasters were fooled.","But, once again, forecasters were fooled.",0.7566202989,,,,wsj.6.002405,wsj.435716,False
,Tony turned his gaze to me..,Tony turned his gaze to me..,0.747447573,,,,torontofantasy.6.456247,torontofantasy.5926296,False
,"So, the class did very well.","So, the class did very well.",0.7565122004,,,,cocaspok2003.6.006986,cocaspok2003.0105054,False
,Boil water or cook your food?,Boil water or cook your food?,0.75010913,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04455976,False
,They shot him in his library.,They shot him in his library.,0.7602717283,,,,cornellmov.6.008797,cornellmov.0050446,False
,Guaranteed by the Commonwealth of Australia.,Guaranteed by the Commonwealth of Australia.,0.7672264872,,,,wsj.6.000923,wsj.168678,False
,I thought that really wasn't on?,I thought that really wasn't on?,0.7486220471,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04603987,False
,"Defend in place, until help arrives.","Defend in place, until help arrives.",0.7623874602,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02127431,False
,It's super simple to find someone.,It's super simple to find someone.,0.7582935806,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01673228,False
,Let our hearts join the song.,"Let our hearts join the song,",0.7739315255,,,,torontoadv.6.048027,torontoadv.811991,True
,He knew he was pushing her.,He knew he was pushing her.,0.7494706408,,,,torontofantasy.6.292039,torontofantasy.3813931,False
,The original files from this package.,The original files from this package.,0.7800110742,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03017164,False
,Where do I forward this photo?,Where do I forward this photo?,0.7724922196,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01350633,False
,What does baba mean in English?,What does baba mean in English?,0.8077518547,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00611777,False
,And then Alex had my arm.,And then Alex had my arm.,0.7744963481,,,,torontofantasy.6.142457,torontofantasy.1943228,False
,A bright light shone on her.,A bright light shone on her.,0.733774563,,,,torontofantasy.6.204899,torontofantasy.2775647,False
,One's coming out up in August.,One's coming out up in August.,0.7914034947,,,,cocaspok1999.6.003742,cocaspok1999.0051122,False
,Have not tried them together yet.,Have not tried them together yet.,0.731639413,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04280837,False
,This is a tax exempt organization.,This is a tax exempt organization.,0.7624999302,,,,cocaspok2012.6.001963,cocaspok2012.023585,False
,"Great to be with you, Johnnie.","Great to be with you, Johnnie.",0.7454069147,,,,cocaspok1996.6.002463,cocaspok1996.0031777,False
,We're talking about young Black men.,We're talking about young Black men.,0.7998817945,,,,cocaspok2006.6.003527,cocaspok2006.0059077,False
,How necessarily add report departments research?,How necessarily add report departments research?,0.7543343335,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00429734,False
,Apparently they were of Caucasian blood.,Apparently they were of Caucasian blood.,0.7569139529,,,,brown.6.001231,brown.024646,False
,A total of 4 listings sold.,A total of 4 listings sold.,0.7641381259,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01891654,False
,What does it do to knowledge?,What does it do to knowledge?,0.7657553909,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00064649,False
,I pointed a finger at him.,I pointed a finger at him.,0.7554457554,,,,torontomyst.6.086081,torontomyst.1159523,False
,TAC is seen rarely in children.,TAC is seen rarely in children.,0.7692483153,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01822638,False
,That doesn't make you a nerd.,That doesn't make you a nerd.,0.7692952794,,,,cornellmov.6.034819,cornellmov.0212459,False
,"Xerxes had survived the attack, too.","Xerxes had survived the attack, too.",0.7705180144,,,,torontofantasy.6.265854,torontofantasy.3507815,False
,"So much for the new ""bipartisanship"".","So much for the new ""bipartisanship.""",0.7718373202,,,,wsj.6.000665,wsj.123234,True
,The feds were on their own.,The feds were on their own.,0.7467476844,,,,torontomyst.6.018945,torontomyst.266009,False
,Not unless her car was followed.,Not unless her car was followed.,0.7414931212,,,,torontomyst.6.143045,torontomyst.1850483,False
,"I looked up at him, puzzled.","I looked up at him, puzzled.",0.74764888,,,,torontomyst.6.070738,torontomyst.976672,False
,Results were a little below expectations.,Results were a little below expectations.,0.7373993416,,,,wsj.6.001631,wsj.298649,False
,Motivations were more difficult to reach.,Motivations were more difficult to reach.,0.7300957531,,,,torontofantasy.6.164221,torontofantasy.2230715,False
,We're rolling around in the surf.,We're rolling around in the surf.,0.7733259203,,,,cocaspok1994.6.004623,cocaspok1994.0058157,False
,Did you find a good alternative?,Did you find a good alternative?,0.7486403586,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02153503,False
,It wasn't all hostility and provocation.,It wasn't all hostility and provocation.,0.7426459071,,,,cocaspok1993.6.008811,cocaspok1993.0120924,False
,By Victoria from ABC Creative Learning.,By Victoria from ABC Creative Learning.,0.7833490206,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01756528,False
,"Jesus was so transparent, so vulnerable.","Jesus was so transparent, so vulnerable.",0.7452709105,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02874966,False
,"Tiny said softy, into his ear.","Tiny said softy, into his ear.",0.7907989846,,,,torontofantasy.6.007195,torontofantasy.102731,False
,A titanic figure of limitless influence.,A titanic figure of limitless influence.,0.7532628899,,,,cornellmov.6.023096,cornellmov.0137294,False
,I was trying to save electricity.,I was trying to save electricity.,0.7402919939,,,,torontomyst.6.082816,torontomyst.1117370,False
