reject,sentence,sentence_original,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index,has_edit
,The clock has started to tick.,The clock has started to tick.,0.7619789975,,tick,,cocaspok1990.6.001191,cocaspok1990.0019587,False
,The left will follow at once.,The left will follow at once.,0.7577174135,,left,,brown.6.000673,brown.011985,False
,I shouldn't have left him alone.,I shouldn't have left him alone.,0.7574697774,,left,,cornellmov.6.016147,cornellmov.0092487,False
,You never eat when you're despondent.,You never eat when you're despondent.,0.7630022383,,despondent,,cornellmov.6.011712,cornellmov.0066430,False
,Running to the helm Sander smiles.,Running to the helm Sander smiles.,0.7600636887,,helm,,torontofantasy.6.006889,torontofantasy.94740,False
,"Instead, Bride used it for storage.","Instead, Bride used it for storage.",0.7641401656,,storage,,torontofantasy.6.216602,torontofantasy.2918737,False
,It's good to be a cat.,It's good to be a cat.,0.7585579215,,cat,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03184061,False
,"Big labor, small labor, me personally.","Big labor, small labor, me personally.",0.7565379922,,"labor,labor",,cocaspok1996.6.002891,cocaspok1996.0036782,False
,Complete with specs and release date.,Complete with specs and release date.,0.7639674123,,date,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03370744,False
,Her father loading up the shotgun?,Her father loading up the shotgun?,0.7594812843,,shotgun,,cornellmov.6.004588,cornellmov.0025891,False
,Do you need a cleanup crew?,Do you need a cleanup crew?,0.756972203,,crew,,torontofantasy.6.373922,torontofantasy.4892400,False
,Which kernel version are you using?,Which kernel version are you using?,0.7589002434,,kernel,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00567823,False
,"We have got to go, Mark.","We have got to go, Mark.",0.7575421922,,mark,,cocaspok2010.6.002016,cocaspok2010.0025587,False
,That's how the economy gets rolling.,That's how the economy gets rolling.,0.7615465451,,economy,,cocaspok2008.6.008360,cocaspok2008.0103184,False
,Hormonal problems might trigger hair loss.,Hormonal problems might trigger hair loss.,0.7630374872,,hair,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01363593,False
,"Sharon Stone, good to see you.","Sharon Stone, good to see you.",0.7592423062,,sharon,,cocaspok1998.6.008984,cocaspok1998.0118183,False
,I trained people with plastic explosives.,I trained people with plastic explosives.,0.7564973306,,plastic,,cocaspok1996.6.005310,cocaspok1996.0066841,False
,The cookie jar on the counter!,The cookie jar on the counter!,0.7606801335,,jar,,torontofantasy.6.282206,torontofantasy.3677475,False
,"You know, it's a dirty business.","You know, it's a dirty business.",0.7637839525,,dirty,,cocaspok2007.6.008428,cocaspok2007.0107152,False
,"The perfect date, they called it.","The perfect date, they called it.",0.7655883066,,date,,cocaspok1997.6.001825,cocaspok1997.0021197,False
,Hit those assholes on the left!,Hit those assholes on the left!,0.7650575229,,left,,torontoadv.6.012320,torontoadv.210537,False
,Usually I'm the biggest coward around.,Usually I'm the biggest coward around.,0.7652604341,,coward,,torontofantasy.6.280756,torontofantasy.3662102,False
,The lost squadron is still lost.,The lost squadron is still lost.,0.7615559695,still,squadron,,cocaspok1991.6.001441,cocaspok1991.0025098,False
,Hit a streak when we left.,Hit a streak when we left.,0.7563964397,,"streak,left",,cornellmov.6.039602,cornellmov.0243605,False
,Maybe this was a lame idea.,Maybe this was a lame idea.,0.7596991176,,idea,,torontomyst.6.122448,torontomyst.1610802,False
,These emotions were like living photos.,These emotions were like living photos.,0.7622791564,,photos,,torontoadv.6.039979,torontoadv.683824,False
,The dogs and cat were quiet.,The dogs and cat were quiet.,0.7624737354,,cat,,cocaspok2003.6.000714,cocaspok2003.0014203,False
,So what are some top flavors?,So what are some top flavors?,0.7634831127,,flavors,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00564893,False
,Spencer forced her muscles to relax.,Spencer forced her muscles to relax.,0.7608475297,forced,relax,,torontomyst.6.079111,torontomyst.1077356,False
,These unique visitors make 0 pageviews.,These unique visitors make 0 pageviews.,0.7587996294,,unique,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02381058,False
,Her mother put down her book.,Her mother put down her book.,0.7587289342,,"put,down",,torontofantasy.6.072819,torontofantasy.1076462,False
,I just couldn't put into words.,I just couldn't put into words.,0.7591355794,,put,,torontofantasy.6.338112,torontofantasy.4442517,False
,You want it fluffy and pale.,You want it fluffy and pale.,0.7594978297,,pale,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01856011,False
,"If necessary, add in additional flour.","If necessary, add in additional flour.",0.7604134346,additional,flour,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00306919,False
,Belgarath muttered a few choice oaths.,Belgarath muttered a few choice oaths.,0.7645299911,,oaths,,torontofantasy.6.414378,torontofantasy.5432407,False
,You have a huge veterans population.,You have a huge veterans population.,0.7602666532,,veterans,,cocaspok2003.6.002987,cocaspok2003.0051775,False
,Right in the nick of time!,Right in the nick of time!,0.7651402597,,nick,,cornellmov.6.035997,cornellmov.0219848,False
,Then he squeezed his eyes shut.,Then he squeezed his eyes shut.,0.7578527594,,squeezed,,torontofantasy.6.450537,torontofantasy.5849422,False
,What'd you put in my wheel!,What'd you put in my wheel!,0.7604546579,,put,,torontofantasy.6.439493,torontofantasy.5768291,False
,Max spoke quietly from the darkness.,Max spoke quietly from the darkness.,0.7599579311,spoke,max,,torontofantasy.6.105877,torontofantasy.1525908,False
,"He was far, far in debt.","He was far, far in debt.",0.7623597537,,debt,,cocaspok2006.6.004668,cocaspok2006.0074903,False
,"Quit screwing around, this is important.","Quit screwing around, this is important.",0.7635863114,,important,,cornellmov.6.002623,cornellmov.0014763,False
,Her emerald eyes were slightly dulled.,Her emerald eyes were slightly dulled.,0.7567656756,,emerald,,torontofantasy.6.278327,torontofantasy.3637984,False
,Blake let out a grating sigh.,Blake let out a grating sigh.,0.7651227076,,sigh,,torontoadv.6.021831,torontoadv.387750,False
,Your photos are making me hungry.,Your photos are making me hungry.,0.7590530549,,photos,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01690511,False
,Soon he'll be a plastic cube.,Soon he'll be a plastic cube.,0.7622520598,soon,plastic,,cornellmov.6.014543,cornellmov.0082772,False
,Ramsay gave Reek a suspicious glance.,Ramsay gave Reek a suspicious glance.,0.7626979655,,reek,,torontofantasy.6.467228,torontofantasy.6072355,False
,He put his room in order.,He put his room in order.,0.7586693932,,put,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03606919,False
,I felt like a Doubting Thomas.,I felt like a Doubting Thomas.,0.7577000053,,thomas,,torontoadv.6.005633,torontoadv.96609,False
,Staring at me with Madeline's eyes.,Staring at me with Madeline's eyes.,0.7595531194,,staring,,torontofantasy.6.372145,torontofantasy.4869520,False
,I had nothing left in me.,I had nothing left in me.,0.7620233828,,left,,torontofantasy.6.292800,torontofantasy.3824088,False
,"He moved him left, then right.","He moved him left, then right.",0.7593106005,,left,,torontofantasy.6.428692,torontofantasy.5654954,False
,Brownstones are back to being barren.,Brownstones are back to being barren.,0.7586891357,,barren,,torontomyst.6.106452,torontomyst.1407401,False
,Stay put for the long term.,Stay put for the long term.,0.7590155067,,put,,cocaspok1999.6.010866,cocaspok1999.0144379,False
,Hence the characters within my poem.,Hence the characters within my poem.,0.7586345284,,hence,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01875342,False
,Wonder if he had a concussion.,Wonder if he had a concussion.,0.7579924258,,concussion,,torontofantasy.6.313680,torontofantasy.4114178,False
,It's really a unique evolutionary experiment.,It's really a unique evolutionary experiment.,0.7636166168,,unique,,cocaspok1992.6.007900,cocaspok1992.0109882,False
,What happened to our beautiful hair?,What happened to our beautiful hair?,0.7653687655,,hair,,cocaspok2003.6.007586,cocaspok2003.0110922,False
,But Daniel was not so lucky.,But Daniel was not so lucky.,0.7600780612,,daniel,,torontoadv.6.019213,torontoadv.343090,False
,Did they reach to her waist?,Did they reach to her waist?,0.7580508878,,waist,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03370946,False
,I -- you are the Bobbie Thomas.,I -- you are the Bobbie Thomas.,0.762142342,,thomas,,cocaspok2008.6.003595,cocaspok2008.0044854,False
,Sprinkle evenly with the spice mixture.,Sprinkle evenly with the spice mixture.,0.7607009123,,spice,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00589666,False
,"Let me go to you, Daniel.","Let me go to you, Daniel.",0.7606966318,,daniel,,cocaspok2007.6.001585,cocaspok2007.0019953,False
,"Hold on, and wait for Joe.","Hold on, and wait for Joe.",0.7581990129,hold,joe,,cornellmov.6.023386,cornellmov.0139053,False
,Serve warm with some salted butter.,Serve warm with some salted butter.,0.7567725041,,butter,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01826622,False
,"Max killing Jenny, utterly destroying her.","Max killing Jenny, utterly destroying her.",0.7598108432,,max,,torontomyst.6.060333,torontomyst.837433,False
,Washout occurs outside of the cloud.,Washout occurs outside of the cloud.,0.7601422978,,cloud,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03914140,False
,Cynthas stood where he'd left her.,Cynthas stood where he'd left her.,0.7586223408,,left,,torontofantasy.6.004677,torontofantasy.64311,False
,Students may assemble representative mammal collection.,Students may assemble representative mammal collection.,0.7633243572,,mammal,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01525012,False
,"Grant, Franklin Roosevelt and many others.","Grant, Franklin Roosevelt and many others.",0.7570592807,,franklin,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01750326,False
,"Smith, you up for a flyby?","Smith, you up for a flyby?",0.7654017125,,smith,,cornellmov.6.018012,cornellmov.0104285,False
,Click here to view their entry.,Click here to view their entry.,0.7590351715,,entry,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02723217,False
,Are impeachment hearings on the horizon?,Are impeachment hearings on the horizon?,0.7590284293,,horizon,,cocaspok1998.6.003751,cocaspok1998.0050766,False
,I had that much honor left.,I had that much honor left.,0.7571665724,,left,,torontofantasy.6.388774,torontofantasy.5094856,False
,Martin threw open the back door.,Martin threw open the back door.,0.7644270642,,martin,,torontofantasy.6.108670,torontofantasy.1567673,False
,His manipulation literally left me fuming.,His manipulation literally left me fuming.,0.7586327949,,left,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00309241,False
,Abate singled through the left side.,Abate singled through the left side.,0.7602302706,,left,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01286255,False
,Alcohol is a disease of denial.,Alcohol is a disease of denial.,0.7603696583,,denial,,cocaspok2003.6.007777,cocaspok2003.0112763,False
,Because this could mark their comeback.,Because this could mark their comeback.,0.757562749,,mark,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02835583,False
,Okay... okay... I put it down.,Okay... okay... I put it down.,0.7611825359,,"put,down",,cornellmov.6.038625,cornellmov.0236887,False
,They date to the same year.,They date to the same year.,0.7638714597,,date,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02886561,False
,Don't pull her hair too hard.,Don't pull her hair too hard.,0.7625819275,,hair,,torontofantasy.6.262524,torontofantasy.3473211,False
,Photos are up on our page.,Photos are up on our page.,0.7643616923,,photos,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00511641,False
,"Couldn't put him back together again,","Couldn't put him back together again,",0.7575089356,,put,,torontoadv.6.031393,torontoadv.538181,False
,Sarila made these from magical elements.,Sarila made these from magical elements.,0.7626864151,,magical,,torontofantasy.6.047524,torontofantasy.695230,False
,Forgetting task lights in the kitchen.,Forgetting task lights in the kitchen.,0.7563887825,,kitchen,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01273017,False
,Packing tips for your Virginia move.,Packing tips for your Virginia move.,0.7612030226,packing,virginia,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01985330,False
,Even the gentry had magical limits.,Even the gentry had magical limits.,0.757490228,,magical,,torontofantasy.6.471417,torontofantasy.6125005,False
,"Plus, a different breed of cat.","Plus, a different breed of cat.",0.7639039529,,cat,,cocaspok1998.6.007502,cocaspok1998.0101375,False
,Put this in some political perspective.,Put this in some political perspective.,0.7603081674,,put,,cocaspok1990.6.004418,cocaspok1990.0069363,False
,The economy is in the tank.,The economy is in the tank.,0.7640145222,,economy,,cocaspok2008.6.001238,cocaspok2008.0016042,False
,Plan your castle visiting with care.,Plan your castle visiting with care.,0.7597690213,,castle,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00773130,False
,I sigh and head that way.,I sigh and head that way.,0.7595621356,,sigh,,torontofantasy.6.477675,torontofantasy.6206486,False
,"You left me to die, friend.","You left me to die, friend.",0.7619686667,,left,,cornellmov.6.015324,cornellmov.0087456,False
,Run his hands through her hair?,Run his hands through her hair?,0.7634847525,,hair,,torontofantasy.6.422727,torontofantasy.5574024,False
,He said something about the mailbox.,He said something about the mailbox.,0.7654565637,,mailbox,,torontoadv.6.027388,torontoadv.481901,False
,That left ten more to go.,That left ten more to go.,0.7637800219,,left,,torontofantasy.6.274037,torontofantasy.3591375,False
,"In a makeshift church, they prayed.","In a makeshift church, they prayed.",0.7613969142,,church,,cocaspok1995.6.006340,cocaspok1995.079364,False
,The health care summit coming up.,The health care summit coming up.,0.7633278918,,summit,,cocaspok2010.6.001070,cocaspok2010.0014290,False
,I'll make them call me Don.,I'll make them call me Don.,0.7573247711,,don,,cornellmov.6.024693,cornellmov.0147711,False
,Most demons could manage basic glamour.,Most demons could manage basic glamour.,0.7616607841,,demons,,torontofantasy.6.435833,torontofantasy.5735188,False
,Gary knows I'm close on Skywire.,Gary knows I'm close on Skywire.,0.7645170381,,gary,,cornellmov.6.016397,cornellmov.0093986,False
,Then I got up and left.,Then I got up and left.,0.7592782994,,left,,torontomyst.6.017777,torontomyst.251538,False
,As continental masses of the past.,As continental masses of the past.,0.7582577925,,continental,,torontofantasy.6.027142,torontofantasy.397188,False
,"It was better than sex, Mark.","It was better than sex, Mark.",0.7653178822,better,mark,,cocaspok1993.6.002162,cocaspok1993.0029433,False
,You have no idea what happened...,You have no idea what happened...,0.7574040636,,idea,,cornellmov.6.010438,cornellmov.0059458,False
,He pulled out the last folder.,He pulled out the last folder.,0.7588208671,last,folder,,torontomyst.6.063649,torontomyst.884364,False
,"But really, Bruce, put it away.","But really, Bruce, put it away.",0.7564011136,,"bruce,put",,cocaspok2009.6.004405,cocaspok2009.0054035,False
,"Jordan delayed, her heartbeat speeding up.","Jordan delayed, her heartbeat speeding up.",0.758791857,,jordan,,torontofantasy.6.061796,torontofantasy.907209,False
,My husband left everything to me.,My husband left everything to me.,0.7593748544,,left,,cornellmov.6.015757,cornellmov.0089972,False
,They're airing so much dirty laundry.,They're airing so much dirty laundry.,0.7635937694,,dirty,,cocaspok2011.6.003961,cocaspok2011.0050555,False
,Elbows always right into the waist.,Elbows always right into the waist.,0.7644927239,,waist,,cocaspok2009.6.005099,cocaspok2009.0065431,False
,Here is the third day out.,Here is the third day out.,0.7606523514,,third,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00347144,False
,Smart color control and modular structure.,Smart color control and modular structure.,0.7585072577,,smart,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00734430,False
,My third shift CO briefed me.,My third shift CO briefed me.,0.7596453788,,third,,torontoadv.6.024626,torontoadv.433154,False
,"So, they disarm our own soldier.","So, they disarm our own soldier.",0.757319469,,soldier,,cocaspok2012.6.002894,cocaspok2012.035679,False
,"He feels headache, nausea and vomiting.","He feels headache, nausea and vomiting.",0.7625386712,,nausea,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02739120,False
,"Captain Miller, I appreciate this opportunity...","Captain Miller, I appreciate this opportunity...",0.7594545711,,miller,,cornellmov.6.001488,cornellmov.0008156,False
,It's not just a tax summit.,It's not just a tax summit.,0.7637762742,,summit,,cocaspok1990.6.005583,cocaspok1990.0096010,False
,Topped with the strong fragrant tea.,Topped with the strong fragrant tea.,0.762504236,strong,fragrant,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03930339,False
,That's the mark of a man.,That's the mark of a man.,0.7584814791,,mark,,cornellmov.6.024924,cornellmov.0149185,False
,We thought we were Mary Smith.,We thought we were Mary Smith.,0.7577156271,,smith,,cocaspok2010.6.010046,cocaspok2010.0130850,False
,About the mark and my problems.,About the mark and my problems.,0.7583245028,,mark,,torontofantasy.6.363404,torontofantasy.4755033,False
,Olaf's eyes never left the screen.,Olaf's eyes never left the screen.,0.7602012518,,left,,torontomyst.6.170958,torontomyst.2173763,False
,The report includes some graphic footage.,The report includes some graphic footage.,0.7609523161,,footage,,cocaspok1994.6.007846,cocaspok1994.0107745,False
,Fire demons had gathered in wait.,Fire demons had gathered in wait.,0.7644607286,,demons,,torontofantasy.6.233219,torontofantasy.3107447,False
,You're the head of a university.,You're the head of a university.,0.7634182125,,university,,cocaspok1990.6.006146,cocaspok1990.0107702,False
,The voice was high and nasty.,The voice was high and nasty.,0.7582137674,,nasty,,torontomyst.6.059198,torontomyst.817326,False
,"""Where are we going?"" said Victor.",Where are we going?' said Victor.,0.7604276362,,victor,,torontofantasy.6.114656,torontofantasy.1637871,True
,Emma and Max were still asleep.,Emma and Max were still asleep.,0.7649173343,still,max,,torontomyst.6.074426,torontomyst.1025497,False
,And we wrestle to the death.,And we wrestle to the death.,0.7575473351,,wrestle,,cocaspok2009.6.003773,cocaspok2009.0046085,False
,And that's where we left it.,And that's where we left it.,0.7630718794,,left,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04383466,False
,"Sharon, that sure doesn't sound fair.","Sharon, that sure doesn't sound fair.",0.7591222553,,sharon,,cocaspok2009.6.007062,cocaspok2009.0089756,False
,Laser mark presence and quality check.,Laser mark presence and quality check.,0.759183562,presence,mark,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03570926,False
,Basic usage of the date class.,Basic usage of the date class.,0.7602438603,,date,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00371720,False
,"No, it was our first date.","No, it was our first date.",0.7643753893,,date,,cornellmov.6.008454,cornellmov.0048362,False
,Doug and Daniel were there too.,Doug and Daniel were there too.,0.7652394723,,daniel,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01097866,False
,Things are all leafy and suburban...,Things are all leafy and suburban...,0.7608782958,,suburban,,cornellmov.6.009736,cornellmov.0055478,False
,With this band of crack troops.,With this band of crack troops.,0.7652655589,,troops,,torontofantasy.6.170245,torontofantasy.2305958,False
,There was a third long honk.,There was a third long honk.,0.7584062655,,third,,torontofantasy.6.156560,torontofantasy.2130417,False
,Who should I put into stars?,Who Should I Put Into Stars?,0.7616351172,,put,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04212106,True
,But those plastic ties are unbreakable.,But those plastic ties are unbreakable.,0.7588388167,,plastic,,torontomyst.6.049313,torontomyst.691072,False
,That's where you got the idea?,That's where you got the idea?,0.7581984897,,idea,,cornellmov.6.001820,cornellmov.0009949,False
,Because Jamie can't make a commitment.,Because Jamie can't make a commitment.,0.7592351941,,jamie,,cocaspok1997.6.008352,cocaspok1997.0097756,False
,And weak force during acquisitive accuracy.,And weak force during acquisitive accuracy.,0.7605024629,,accuracy,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03720657,False
,Max exhaled on a hard breath.,Max exhaled on a hard breath.,0.7641082443,,max,,torontomyst.6.166781,torontomyst.2134787,False
,"Trying to wrestle free, I can't.","Trying to wrestle free, I can't.",0.7580068421,free,wrestle,,torontofantasy.6.071479,torontofantasy.1056501,False
,He was staring straight at me.,He was staring straight at me.,0.7572675627,,staring,,torontoadv.6.001148,torontoadv.20385,False
,"Well, it's the crew, I think.","Well, it's the crew, I think.",0.7644788956,,crew,,cocaspok2007.6.010484,cocaspok2007.0131474,False
,His gray hair was cut short.,His gray hair was cut short.,0.7634243149,,hair,,torontomyst.6.009442,torontomyst.129448,False
,I sigh as I keep climbing.,I sigh as I keep climbing.,0.7577218665,,sigh,,torontofantasy.6.333972,torontofantasy.4370443,False
,His hands tightened on her waist.,His hands tightened on her waist.,0.7583729336,,waist,,torontofantasy.6.441079,torontofantasy.5780477,False
,He's been a bit feisty today.,He's been a bit feisty today.,0.7641400516,,feisty,,torontofantasy.6.178154,torontofantasy.2424262,False
,It's unclear how important this is.,It's unclear how important this is.,0.7596669795,,important,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01211581,False
,The wind whipped through her hair.,The wind whipped through her hair.,0.7633257189,,hair,,torontomyst.6.080582,torontomyst.1093925,False
,And look what we have left.,And look what we have left.,0.7609358942,,left,,cocaspok2010.6.003552,cocaspok2010.0046002,False
,Randy said the killer's always superhuman.,Randy said the killer's always superhuman.,0.7590224243,,randy,,cornellmov.6.036685,cornellmov.0224597,False
,But what if they serve soup?,But what if they serve soup?,0.7609103958,,soup,,cornellmov.6.012309,cornellmov.0069943,False
,He just separated from his third.,He just separated from his third.,0.7607028632,separated,third,,cornellmov.6.020099,cornellmov.0117521,False
,I'm not familiar with Rick Steve.,I'm not familiar with Rick Steve.,0.7652815576,,rick,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04769717,False
,And my opinion the best idea.,And my opinion the best idea.,0.7581649411,,idea,,torontoadv.6.013707,torontoadv.236668,False
,"Okay, because I have no idea.","Okay, because I have no idea.",0.7595479276,,idea,,cocaspok2010.6.000556,cocaspok2010.0006846,False
,Chester Street will definitely be tricky.,Chester St will definitely be tricky.,0.7608969968,,chester,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02321762,True
,And it was pins and needles.,And it was pins and needles.,0.7613000687,,needles,,cocaspok2002.6.003120,cocaspok2002.0051755,False
,I left your note over there.,I left your note over there.,0.76006803,note,left,,cocaspok2003.6.003141,cocaspok2003.0054245,False
,It placed third in the contest.,It placed third in the contest.,0.7596418676,,third,,torontoadv.6.006916,torontoadv.118292,False
,It is a really nice idea.,It? s a really nice idea.,0.7580420209,,idea,,cocaspok2006.6.001839,cocaspok2006.0032012,True
,Hair extensions are available to order.,Hair extensions are available to order.,0.7580475358,,hair,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03573191,False
,"Move over to the left, Chris.","Move over to the left, Chris.",0.7627605465,,left,,cocaspok1993.6.004261,cocaspok1993.0053900,False
,Mayor Shanthakumari was unavailable for comment.,Mayor Shanthakumari was unavailable for comment.,0.7590544611,,unavailable,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00360769,False
,They are made of ABS plastic.,They are made of ABS plastic.,0.7625372878,,plastic,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04929524,False
,"Relax, Mulvihill, glad to see you.","Relax, Mulvihill, glad to see you.",0.756486583,,relax,,cornellmov.6.028712,cornellmov.0173290,False
,I'm sure he left nothing out.,I'm sure he left nothing out.,0.7614965489,,left,,torontomyst.6.006185,torontomyst.85308,False
,Also audio has a wavy sound.,Also audio has a wavy sound.,0.7625668436,,wavy,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02891946,False
,You're talking about growing the economy.,You're talking about growing the economy.,0.7626978826,,economy,,cocaspok2010.6.009751,cocaspok2010.0126894,False
,"Well, unless you're already a hotshot.","Well, unless you're already a hotshot.",0.7579869535,already,hotshot,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01730983,False
,But now it is the left.,But now it is the left.,0.76088715,,left,,cocaspok2003.6.002418,cocaspok2003.0043118,False
,Where did you get that sweater?,Where did you get that sweater?,0.7642562464,,sweater,,cornellmov.6.012104,cornellmov.0068794,False
