reject,sentence,sentence_original,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index,has_edit
,He was the one who spoke.,He was the one who spoke.,0.7409085295,spoke,,,torontomyst.6.146929,torontomyst.1896212,False
,He was pretty easy to notice.,He was pretty easy to notice.,0.7325159397,easy,,,cocaspok2007.6.000422,cocaspok2007.0004546,False
,Thoughts of a family soon followed.,Thoughts of a family soon followed.,0.7393462673,soon,,,cocaspok2007.6.006522,cocaspok2007.0086259,False
,Sprint would give that to them.,Sprint would give that to them.,0.7417232147,give,,,cocaspok2004.6.008413,cocaspok2004.0126125,False
,They won't treat you any better.,They won't treat you any better.,0.7334695783,better,,,cocaspok1992.6.003847,cocaspok1992.0049357,False
,Maybe you'll be entertaining guests soon.,Maybe you'll be entertaining guests soon.,0.7401623438,soon,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01515699,False
,You have every right to be.,You have every right to be.,0.7330845818,every,,,cornellmov.6.021879,cornellmov.0128907,False
,I would give them to her.,I would give them to her.,0.7357875619,give,,,cocaspok2002.6.000024,cocaspok2002.0000424,False
,I want you to throw up.,I want you to throw up.,0.7371274104,throw,,,cocaspok2007.6.007417,cocaspok2007.0095445,False
,That is another very good additional.,That is another very good additional.,0.7418041339,additional,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03244071,False
,"And still it came, pushing forward.","And still it came, pushing forward.",0.7408631332,still,,,torontomyst.6.134997,torontomyst.1748416,False
,A couple of really quick questions.,A couple of really quick questions.,0.7326211438,quick,,,cocaspok2004.6.006102,cocaspok2004.0094119,False
,It was a pretty weak throw.,It was a pretty weak throw.,0.7375902762,throw,,,cocaspok2009.6.006505,cocaspok2009.0082949,False
,I have all of those already!!!,I have all of those already!!!,0.7374256141,already,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00754425,False
,And I got a clean record.,And I got a clean record.,0.7404881369,clean,,,torontomyst.6.051965,torontomyst.727113,False
,"Development of quick, responsive, optimised sites.","Development of quick, responsive, optimised sites.",0.7252781008,"quick,responsive",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04618051,False
,Is that going to hurt him?,Is that going to hurt him?,0.7412979712,hurt,,,cornellmov.6.031588,cornellmov.0192074,False
,The clouds forming overhead worried him.,The clouds forming overhead worried him.,0.7420154568,worried,,,torontofantasy.6.429713,torontofantasy.5667860,False
,I've been feeling low for weeks.,I've been feeling low for weeks.,0.7365513362,low,,,cornellmov.6.021919,cornellmov.0129182,False
,It's time to change it somewhat.,It's time to change it somewhat.,0.7366695634,somewhat,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03759333,False
,And the clothing is somewhat interesting.,And the clothing is somewhat interesting.,0.7410164057,"clothing,somewhat",,,cocaspok1993.6.001962,cocaspok1993.0027171,False
,So its phone number displays unknown.,So its phone number displays unknown.,0.7381221393,displays,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00538930,False
,I spoke with him three times.,I spoke with him three times.,0.7383515578,spoke,,,cocaspok2009.6.000437,cocaspok2009.0004486,False
,"It would be less civilized, certainly.","It would be less civilized, certainly.",0.7307062253,civilized,,,wsj.6.001790,wsj.322895,False
,He forced himself to be deliberate.,He forced himself to be deliberate.,0.7138974658,forced,,,brown.6.001410,brown.026877,False
,Very quick with communication and responses.,Very quick with communication and responses.,0.734850444,quick,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04864568,False
,"Along with that, life isn't fair.","Along with that, life isn't fair.",0.7361340593,life,,,torontofantasy.6.014686,torontofantasy.216586,False
,"Well, one is I'm better prepared.","Well, one is I'm better prepared.",0.7416999802,better,,,cocaspok1999.6.006805,cocaspok1999.0091213,False
,Give them the time they need.,Give them the time they need.,0.7349051176,give,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00792938,False
,His serious expression changed to dread.,His serious expression changed to dread.,0.7374795671,"serious,expression",,,torontofantasy.6.282327,torontofantasy.3678665,False
,"Bright, bold, textured and extremely innovative.","Bright, bold, textured and extremely innovative.",0.738734782,"extremely,innovative",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04555717,False
,It was a great media event.,It was a great media event.,0.7407926406,event,,,cocaspok1990.6.001430,cocaspok1990.0024127,False
,Better than knowing individuals any day.,Better than knowing individuals any day.,0.7287246342,better,,,torontofantasy.6.298577,torontofantasy.3910835,False
,"Still, the Resistance has its ways.","Still, the Resistance has its ways.",0.7380537253,still,,,torontofantasy.6.003160,torontofantasy.42791,False
,What are you afraid will happen?,What are you afraid will happen?,0.7422218913,afraid,,,cornellmov.6.006194,cornellmov.0035231,False
,Liquor Stores can be extremely profitable.,Liquor Stores can be extremely profitable.,0.7372514337,extremely,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03004041,False
,"Regardless, the viewing was a comfort.","Regardless, the viewing was a comfort.",0.7328001183,"regardless,viewing",,,torontofantasy.6.202220,torontofantasy.2742965,False
,And you will give me occasion.,And you will give me occasion.,0.7286730668,give,,,cornellmov.6.036198,cornellmov.0221353,False
,"Well, I'm trying to educate him!","Well, I'm trying to educate him!",0.7365192757,educate,,,cornellmov.6.017019,cornellmov.0098065,False
,Something had a hold on her.,Something had a hold on her.,0.7409429942,hold,,,torontofantasy.6.184063,torontofantasy.2498619,False
,Will you give her a message?,Will you give her a message?,0.7364436986,give,,,cornellmov.6.037466,cornellmov.0229604,False
,You have a problem with it.,You have a problem with it.,0.739161833,problem,,,cocaspok1996.6.002906,cocaspok1996.0036885,False
,That might be a good sign.,That might be a good sign.,0.7343932196,sign,,,torontomyst.6.136111,torontomyst.1763994,False
,"""We were extremely worried,"" Tovan responded.","We were extremely worried,"" Tovan responded.",0.7200658959,"extremely,worried",,,torontofantasy.6.033611,torontofantasy.487179,True
,His strength was draining too quickly.,His strength was draining too quickly.,0.7373382585,strength,,,torontofantasy.6.388197,torontofantasy.5087558,False
,Inspiration for every aspect of life.,Inspiration for every aspect of life.,0.7381783413,"every,life",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02091611,False
,It must be another business establishment.,It must be another business establishment.,0.7351596824,must,,,torontofantasy.6.080349,torontofantasy.1186144,False
,You make that sound so easy.,You make that sound so easy.,0.7354729714,easy,,,torontofantasy.6.226668,torontofantasy.3030180,False
,He must be good for something.,He must be good for something.,0.7379479023,must,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01672391,False
,Things to come to terms with.,Things to come to terms with.,0.7395143436,terms,,,cornellmov.6.039110,cornellmov.0240388,False
,Though it appears you already have.,Though it appears you already have.,0.7377767283,already,,,cornellmov.6.037157,cornellmov.0227441,False
,You better get used to it.,You better get used to it.,0.7413281764,better,,,cornellmov.6.030812,cornellmov.0186789,False
,I'll give you your heart's desire.,I'll give you your heart's desire.,0.7387015946,"give,desire",,,cornellmov.6.020981,cornellmov.0123377,False
,Four affirmations are better than none.,Four affirmations are better than none.,0.7409820865,better,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01756438,False
,A heavy and generously proportioned object.,A heavy and generously proportioned object.,0.7280964022,heavy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04287436,False
,I tend to avoid such situations.,I tend to avoid such situations.,0.7188099534,such,,,torontomyst.6.005456,torontomyst.76844,False
,I was already prepared for that.,I was already prepared for that.,0.7377715142,already,,,cocaspok1995.6.002909,cocaspok1995.038442,False
,They were almost to the woods.,They were almost to the woods.,0.7405234792,almost,,,torontofantasy.6.368350,torontofantasy.4817642,False
,Better having two choices than one.,Better having two choices than one.,0.7291457583,better,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03109702,False
,Most markets are still relatively healthy.,Most markets are still relatively healthy.,0.7357842232,still,,,cocaspok2005.6.004469,cocaspok2005.0070938,False
,Ostedes was more powerful than ever.,Ostedes was more powerful than ever.,0.7311356609,powerful,,,torontofantasy.6.042236,torontofantasy.618411,False
,I won't let them hurt you.,I won't let them hurt you.,0.7370039212,hurt,,,torontofantasy.6.019201,torontofantasy.280372,False
,They've suspended him for two days.,They've suspended him for two days.,0.7415366845,suspended,,,cornellmov.6.017721,cornellmov.0102529,False
,You have to give me something.,You have to give me something.,0.7332680296,give,,,torontofantasy.6.137288,torontofantasy.1879753,False
,It was definitely a valuable experience.,It was definitely a valuable experience.,0.7300642862,valuable,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02556044,False
,The sail was almost on him.,The sail was almost on him.,0.7342963012,almost,,,torontofantasy.6.463223,torontofantasy.6024097,False
,Give your content order and purpose.,Give Your Content Order And Purpose.,0.7405992089,give,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03227237,True
,His face devoid of all expression.,His face devoid of all expression.,0.7326301089,expression,,,torontofantasy.6.443350,torontofantasy.5796459,False
,Experts offer all kinds of advice.,Experts offer all kinds of advice.,0.7398886826,offer,,,cocaspok1991.6.000310,cocaspok1991.0005149,False
,Reliable edge hold on firmer snow.,Reliable edge hold on firmer snow.,0.7389488135,hold,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03156191,False
,It is kind of getting tight.,It is kind of getting tight.,0.7375619382,tight,,,cocaspok2009.6.011448,cocaspok2009.0148845,False
,Practically everyone in Debrett's has one.,Practically everyone in Debrett's has one.,0.7420533408,everyone,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02843641,False
,That no longer is so easy.,That no longer is so easy.,0.7385941701,easy,,,wsj.6.002028,wsj.367571,False
,Easy to fill and very durable!,Easy to fill and very durable!,0.7285133209,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01498543,False
,"If you're ever afraid, call me.","If you're ever afraid, call me.",0.7409807663,afraid,,,torontomyst.6.121645,torontomyst.1602249,False
,Almost anyone could have written it.,Almost anyone could have written it.,0.7418198433,almost,,,brown.6.000796,brown.015656,False
,Create a great life for yourself.,Create a great life for yourself.,0.7314013159,life,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03414440,False
,They're already frustrated enough with you.,They're already frustrated enough with you.,0.7236491673,already,,,torontofantasy.6.204019,torontofantasy.2765866,False
,Everyone must make their own choices.,Everyone must make their own choices.,0.7399445635,"everyone,must",,,torontofantasy.6.059676,torontofantasy.871268,False
,A life has been lost needlessly.,A life has been lost needlessly.,0.7366802951,life,,,cocaspok2007.6.008047,cocaspok2007.0102130,False
,I desire credit life insurance only.,I desire credit life insurance only.,0.7397996842,"desire,life",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01995963,False
,So three triggers must be implemented.,So three triggers must be implemented.,0.7356524437,must,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03417330,False
,Stragen asked with a worried expression.,Stragen asked with a worried expression.,0.7385463185,"worried,expression",,,torontofantasy.6.412899,torontofantasy.5411991,False
,They both walked out towards reception.,They both walked out towards reception.,0.7368975702,reception,,,torontofantasy.6.013678,torontofantasy.199595,False
,One can't help but be concerned.,One can't help but be concerned.,0.733176143,concerned,,,cocaspok1996.6.000363,cocaspok1996.0005409,False
,They're afraid they might get lost.,They're afraid they might get lost.,0.7414455875,afraid,,,cocaspok2001.6.000693,cocaspok2001.0013589,False
,Storearmy Dashboard is the powerful tool.,Storearmy Dashboard is the powerful tool.,0.7402831514,powerful,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01170520,False
,Can you hear me better now?,Can you hear me better now?,0.7423219578,better,,,cornellmov.6.015712,cornellmov.0089654,False
,It was better not to resist.,It was better not to resist.,0.7278150035,better,,,torontofantasy.6.179658,torontofantasy.2444922,False
,We're finding strength to come forward.,We're finding strength to come forward.,0.7326249107,strength,,,cocaspok1994.6.004692,cocaspok1994.0058736,False
,Thanks everyone for making these possible!!,Thanks Everyone for making these possible!!,0.7300051572,everyone,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02440337,True
,The unfortunate consequences are already apparent.,The unfortunate consequences are already apparent.,0.725835349,already,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04854831,False
,Virtually every retailer will carry them.,"""Virtually every retailer will carry them.""",0.7251314983,every,,,wsj.6.001541,wsj.280642,True
,We must humble ourselves before him.,We must humble ourselves before him.,0.7280166199,must,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02184591,False
,Might be he'll need it soon.,Might be he'll need it soon.,0.7366788323,soon,,,torontofantasy.6.467015,torontofantasy.6069694,False
,Just wanted to offer some feedback.,Just wanted to offer some feedback.,0.7332754896,offer,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00996564,False
,Because there were four separate items.,Because there were four separate items.,0.7331249974,separate,,,cocaspok1998.6.006631,cocaspok1998.0089976,False
,It simply doesn't get any better!!,It simply doesn't get any better!!,0.7377703562,better,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00464343,False
,Valuable for all levels of management.,Valuable for all levels of management.,0.7360739057,valuable,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02897463,False
,Powerful machine with variable speed control.,Powerful machine with variable speed control.,0.7423347854,powerful,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00117866,False
,Identify the problem to be addressed.,Identify the problem to be addressed.,0.7221531232,problem,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02196710,False
,It must be throwing his game.,It must be throwing his game.,0.7337631762,must,,,torontofantasy.6.276684,torontofantasy.3620277,False
,There must be a peace process.,There must be a peace process.,0.736451471,must,,,cocaspok1997.6.009675,cocaspok1997.0118515,False
,Cabins were very clean and comfortable.,Cabins were very clean and comfortable.,0.7213792577,clean,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01044447,False
,I was frightened to begin with.,I was frightened to begin with.,0.7355289376,frightened,,,cocaspok2008.6.004160,cocaspok2008.0051999,False
,That was almost everything I had.,That was almost everything I had.,0.7420980689,almost,,,torontofantasy.6.332029,torontofantasy.4342528,False
,Anyone tried to implement such features?,Anyone tried to implement such features?,0.7272353802,such,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01158589,False
,Others can be harsh and unforgiving.,Others can be harsh and unforgiving.,0.7299154754,harsh,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02117895,False
,Then remembered he wouldn't get hurt.,Then remembered he wouldn't get hurt.,0.741706091,hurt,,,torontofantasy.6.407633,torontofantasy.5335173,False
,Employers offer different types of benefits.,Employers offer different types of benefits.,0.7352364694,offer,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01554849,False
,"Two hours, perhaps three, had passed.","Two hours, perhaps three, had passed.",0.7353987703,perhaps,,,torontoadv.6.033633,torontoadv.576097,False
,Smooth sailing was already paying off.,Smooth sailing was already paying off.,0.7421721916,already,,,torontofantasy.6.274092,torontofantasy.3591948,False
,Convincing the public hasn't proven easy.,Convincing the public hasn't proven easy.,0.7203867377,"convincing,easy",,,cocaspok2007.6.006297,cocaspok2007.0083736,False
,Both sides are reporting heavy losses.,Both sides are reporting heavy losses.,0.7288315827,heavy,,,cocaspok2000.6.003161,cocaspok2000.0055699,False
,So I stopped caring and relaxed.,So I stopped caring and relaxed.,0.7394959185,caring,,,cocaspok1996.6.003932,cocaspok1996.0048114,False
,You're still always second guessing yourself.,You're still always second guessing yourself.,0.7363437766,still,,,cocaspok1992.6.007624,cocaspok1992.0104839,False
,His sign will be his power.,His sign will be his power.,0.7385649413,sign,,,torontofantasy.6.084209,torontofantasy.1245276,False
,Perhaps you are tweeting too frequently.,Perhaps you are tweeting too frequently.,0.7345609463,perhaps,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01632784,False
,Her lack of a social life.,Her lack of a social life.,0.737573621,life,,,torontomyst.6.087889,torontomyst.1181832,False
,Are you afraid to be happy?,Are you afraid to be happy?,0.7256696924,afraid,,,torontofantasy.6.134040,torontofantasy.1835809,False
,"Actually, I already work for you.","Actually, I already work for you.",0.7420900775,already,,,cornellmov.6.027082,cornellmov.0163263,False
,"Only the powerful, only the rulers!","Only the powerful, only the rulers!",0.7368597062,powerful,,,torontoadv.6.059896,torontoadv.994864,False
,We'd be set up for life!,We'd be set up for life!,0.7323300475,life,,,cornellmov.6.016046,cornellmov.0091867,False
,Only serious managers need to apply.,Only serious managers need to apply.,0.7328070964,serious,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01904860,False
,Still no trace of her signal.,Still no trace of her signal.,0.7368157829,still,,,torontomyst.6.128827,torontomyst.1681330,False
,Really kind of a wasted life.,Really kind of a wasted life.,0.7406043409,life,,,cocaspok1999.6.002034,cocaspok1999.0027783,False
,"I mean, give me a break.","I mean, give me a break.",0.7422015928,give,,,cocaspok1992.6.003795,cocaspok1992.0048725,False
,Life was not easy for me.,Life was not easy for me.,0.7359677477,"life,easy",,,cocaspok2007.6.000004,cocaspok2007.0000089,False
,Of course time is a problem.,Of course time is a problem.,0.738701041,problem,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00009630,False
,"And every cat's watching, ain't they?","And every cat's watching, ain't they?",0.739827064,every,,,cornellmov.6.021473,cornellmov.0126408,False
,"So, it was a good outcome?","So, it was a good outcome?",0.7320232599,outcome,,,cocaspok2011.6.004070,cocaspok2011.0051928,False
,How cheerful and comforting it looked.,How cheerful and comforting it looked.,0.7391291356,comforting,,,torontofantasy.6.246684,torontofantasy.3271974,False
,"The machine, however, was always guarded.","The machine, however, was always guarded.",0.7350642578,guarded,,,torontofantasy.6.176645,torontofantasy.2395250,False
,It should be a clean sport.,It should be a clean sport.,0.7349131841,clean,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02048790,False
,And I must stay with him.,And I must stay with him.,0.7402683301,must,,,torontofantasy.6.384034,torontofantasy.5026504,False
,"The plan is brief, yet comprehensive.","The plan is brief, yet comprehensive.",0.7346979693,brief,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04723529,False
,I suggest to reconsider my offer.,I suggest to reconsider my offer.,0.7390019986,offer,,,cornellmov.6.034767,cornellmov.0212165,False
,"The resistance was determined, but ineffective.","The resistance was determined, but ineffective.",0.7296946387,determined,,,torontoadv.6.012279,torontoadv.209751,False
,Letting go of a certain outcome.,Letting go of a certain outcome.,0.7283472326,"certain,outcome",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01799308,False
,This will become very relevant soon.,This will become very relevant soon.,0.7381791624,"become,soon",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00400510,False
,Science practical components must be passed.,Science practical components must be passed.,0.735983568,must,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04751172,False
,"I keep telling him, it's done.","I keep telling him, it's done.",0.7406058191,telling,,,torontofantasy.6.293987,torontofantasy.3841866,False
,But strict harmonious symmetry of parts.,But strict harmonious symmetry of parts.,0.7400172547,harmonious,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02983176,False
,Easy to utilize and cost efficient.,Easy to utilize and cost efficient.,0.7254865116,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00230913,False
,"However, they prefer they remain confidential.","However, they prefer they remain confidential.",0.7384858467,prefer,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04141313,False
,Details of Taliesin's life are sparse.,Details of Taliesin's life are sparse.,0.7354260954,life,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00902953,False
,He must not keep him waiting.,He must not keep him waiting.,0.731216263,must,,,torontofantasy.6.085469,torontofantasy.1266336,False
,It wasn't that he was afraid.,It wasn't that he was afraid.,0.7410923964,afraid,,,torontofantasy.6.307329,torontofantasy.4030297,False
,Still very vulnerable to percussion weapons.,Still very vulnerable to percussion weapons.,0.7388093577,still,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04886945,False
,We have a strong innovation pipeline.,We have a strong innovation pipeline.,0.7423470412,strong,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03239524,False
,Not everyone was against the creatures.,Not everyone was against the creatures.,0.7381863692,everyone,,,torontofantasy.6.034017,torontofantasy.495173,False
,Better than I'd ever felt before.,Better than I'd ever felt before.,0.7414177374,better,,,torontofantasy.6.457982,torontofantasy.5950568,False
,So give them a heads up.,So give them a heads up.,0.7371892303,give,,,cocaspok2006.6.001088,cocaspok2006.0018161,False
,Mountains remind me of unhappy times.,Mountains remind me of unhappy times.,0.7399019827,remind,,,torontofantasy.6.006032,torontofantasy.84061,False
,They usually have a strong accent.,They usually have a strong accent.,0.7364017418,strong,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01843639,False
,But he was still shaking slightly.,But he was still shaking slightly.,0.735364057,still,,,torontomyst.6.108101,torontomyst.1425220,False
,We're all still feeling our way.,We're all still feeling our way.,0.7336404301,still,,,torontomyst.6.154875,torontomyst.1992427,False
,Plan every stop along the way.,Plan every stop along the way.,0.7416227289,every,,,cornellmov.6.020848,cornellmov.0122475,False
,Perhaps it had been too mean.,Perhaps it had been too mean.,0.7406264613,perhaps,,,torontomyst.6.080021,torontomyst.1087360,False
,We think that it was intentional.,We think that it was intentional.,0.7409149391,intentional,,,cocaspok2010.6.011031,cocaspok2010.0142867,False
,"Sure, hard to argue with that.","Sure, hard to argue with that.",0.7385394177,argue,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03257126,False
,"Citizens' sons, almost all of them.","Citizens' sons, almost all of them.",0.741730343,almost,,,torontofantasy.6.148116,torontofantasy.2013953,False
,Power wasn't easy to give up.,Power wasn't easy to give up.,0.7309034299,"easy,give",,,torontofantasy.6.271689,torontofantasy.3567229,False
,Drawing is extremely easy and fun!,Drawing is extremely easy and fun!,0.7337454872,"extremely,easy",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04697138,False
,Perhaps I should return to them.,Perhaps I should return to them.,0.7358982716,perhaps,,,torontofantasy.6.180953,torontofantasy.2460253,False
,But it made me feel better.,But it made me feel better.,0.740411522,better,,,torontofantasy.6.037718,torontofantasy.560561,False
,Will Stable Court become a reality?,Will Stable Court become a reality?,0.7363032323,become,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02454301,False
,Must one always be after something?,Must one always be after something?,0.7240053839,must,,,cornellmov.6.004076,cornellmov.0022873,False
,"The far more convenient, the better.","The far more convenient, the better.",0.7377226138,better,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02092856,False
,Hadn't he made that clear already?,Hadn't he made that clear already?,0.741440205,already,,,torontofantasy.6.261105,torontofantasy.3458633,False
,Telling me wouldn't have changed anything.,Telling me wouldn't have changed anything.,0.7342469115,telling,,,torontofantasy.6.333191,torontofantasy.4357516,False
,I retort trying to sound convincing.,I retort trying to sound convincing.,0.7312166575,convincing,,,torontomyst.6.035463,torontomyst.502285,False
,"Number one, let's focus on jobs.","Number one, let's focus on jobs.",0.7318245178,focus,,,cocaspok2008.6.008745,cocaspok2008.0107632,False
,I'm not forcing them to leave.,I'm not forcing them to leave.,0.7370671199,leave,,,cocaspok1994.6.000053,cocaspok1994.0000768,False
,Implement continuous and routine improvement ideas.,Implement continuous and routine improvement ideas.,0.7166041751,routine,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04850425,False
,"If not, then they're already empty.","If not, then they're already empty.",0.7418305979,already,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01636827,False
,Give me a reason not to.,Give me a reason not to.,0.7285574864,give,,,cornellmov.6.014243,cornellmov.0081017,False
,That must make you very proud...,That must make you very proud...,0.7356134452,must,,,cornellmov.6.024361,cornellmov.0145490,False
