reject,sentence_edit,sentence,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index
,,We're finding strength to come forward.,0.7326249107,strength,,,cocaspok1994.6.004692,cocaspok1994.0058736
,Thanks everyone for making these possible!!,Thanks Everyone for making these possible!!,0.7300051572,everyone,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02440337
,,The unfortunate consequences are already apparent.,0.725835349,already,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04854831
,Virtually every retailer will carry them.,"""Virtually every retailer will carry them.""",0.7251314983,every,,,wsj.6.001541,wsj.280642
,,We must humble ourselves before him.,0.7280166199,must,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02184591
,,Might be he'll need it soon.,0.7366788323,soon,,,torontofantasy.6.467015,torontofantasy.6069694
,,Just wanted to offer some feedback.,0.7332754896,offer,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00996564
,,Because there were four separate items.,0.7331249974,separate,,,cocaspok1998.6.006631,cocaspok1998.0089976
,,It simply doesn't get any better!!,0.7377703562,better,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00464343
,,Valuable for all levels of management.,0.7360739057,valuable,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02897463
,,Powerful machine with variable speed control.,0.7423347854,powerful,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00117866
,,Identify the problem to be addressed.,0.7221531232,problem,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02196710
,,It must be throwing his game.,0.7337631762,must,,,torontofantasy.6.276684,torontofantasy.3620277
,,There must be a peace process.,0.736451471,must,,,cocaspok1997.6.009675,cocaspok1997.0118515
,,Cabins were very clean and comfortable.,0.7213792577,clean,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01044447
,,I was frightened to begin with.,0.7355289376,frightened,,,cocaspok2008.6.004160,cocaspok2008.0051999
,,That was almost everything I had.,0.7420980689,almost,,,torontofantasy.6.332029,torontofantasy.4342528
,,Anyone tried to implement such features?,0.7272353802,such,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01158589
,,Others can be harsh and unforgiving.,0.7299154754,harsh,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02117895
,,Then remembered he wouldn't get hurt.,0.741706091,hurt,,,torontofantasy.6.407633,torontofantasy.5335173
,,Employers offer different types of benefits.,0.7352364694,offer,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01554849
,,"Two hours, perhaps three, had passed.",0.7353987703,perhaps,,,torontoadv.6.033633,torontoadv.576097
,,Smooth sailing was already paying off.,0.7421721916,already,,,torontofantasy.6.274092,torontofantasy.3591948
,,Convincing the public hasn't proven easy.,0.7203867377,"convincing,easy",,,cocaspok2007.6.006297,cocaspok2007.0083736
,,Both sides are reporting heavy losses.,0.7288315827,heavy,,,cocaspok2000.6.003161,cocaspok2000.0055699
,,So I stopped caring and relaxed.,0.7394959185,caring,,,cocaspok1996.6.003932,cocaspok1996.0048114
,,You're still always second guessing yourself.,0.7363437766,still,,,cocaspok1992.6.007624,cocaspok1992.0104839
,,His sign will be his power.,0.7385649413,sign,,,torontofantasy.6.084209,torontofantasy.1245276
,,Perhaps you are tweeting too frequently.,0.7345609463,perhaps,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01632784
,,Her lack of a social life.,0.737573621,life,,,torontomyst.6.087889,torontomyst.1181832
,,Are you afraid to be happy?,0.7256696924,afraid,,,torontofantasy.6.134040,torontofantasy.1835809
,,"Actually, I already work for you.",0.7420900775,already,,,cornellmov.6.027082,cornellmov.0163263
,,"Only the powerful, only the rulers!",0.7368597062,powerful,,,torontoadv.6.059896,torontoadv.994864
,,We'd be set up for life!,0.7323300475,life,,,cornellmov.6.016046,cornellmov.0091867
,,Only serious managers need to apply.,0.7328070964,serious,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01904860
,,Still no trace of her signal.,0.7368157829,still,,,torontomyst.6.128827,torontomyst.1681330
,,Really kind of a wasted life.,0.7406043409,life,,,cocaspok1999.6.002034,cocaspok1999.0027783
,,"I mean, give me a break.",0.7422015928,give,,,cocaspok1992.6.003795,cocaspok1992.0048725
,,Life was not easy for me.,0.7359677477,"life,easy",,,cocaspok2007.6.000004,cocaspok2007.0000089
,,Of course time is a problem.,0.738701041,problem,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00009630
1,,The photo's should be help full.,0.7399353343,full,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04686388
,,"And every cat's watching, ain't they?",0.739827064,every,,,cornellmov.6.021473,cornellmov.0126408
,,"So, it was a good outcome?",0.7320232599,outcome,,,cocaspok2011.6.004070,cocaspok2011.0051928
,,How cheerful and comforting it looked.,0.7391291356,comforting,,,torontofantasy.6.246684,torontofantasy.3271974
,,"The machine, however, was always guarded.",0.7350642578,guarded,,,torontofantasy.6.176645,torontofantasy.2395250
1,,He said with a surprised expression.,0.741278213,expression,,,torontoadv.6.026075,torontoadv.455568
,,It should be a clean sport.,0.7349131841,clean,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02048790
,,And I must stay with him.,0.7402683301,must,,,torontofantasy.6.384034,torontofantasy.5026504
,,"The plan is brief, yet comprehensive.",0.7346979693,brief,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04723529
,,I suggest to reconsider my offer.,0.7390019986,offer,,,cornellmov.6.034767,cornellmov.0212165
,,"The resistance was determined, but ineffective.",0.7296946387,determined,,,torontoadv.6.012279,torontoadv.209751
,,Letting go of a certain outcome.,0.7283472326,"certain,outcome",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01799308
,,This will become very relevant soon.,0.7381791624,"become,soon",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00400510
,,Science practical components must be passed.,0.735983568,must,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04751172
,,"I keep telling him, it's done.",0.7406058191,telling,,,torontofantasy.6.293987,torontofantasy.3841866
,,But strict harmonious symmetry of parts.,0.7400172547,harmonious,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02983176
,,Easy to utilize and cost efficient.,0.7254865116,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00230913
,,"However, they prefer they remain confidential.",0.7384858467,prefer,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04141313
,,Details of Taliesin's life are sparse.,0.7354260954,life,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00902953
,,He must not keep him waiting.,0.731216263,must,,,torontofantasy.6.085469,torontofantasy.1266336
,,It wasn't that he was afraid.,0.7410923964,afraid,,,torontofantasy.6.307329,torontofantasy.4030297
,,Still very vulnerable to percussion weapons.,0.7388093577,still,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04886945
,,We have a strong innovation pipeline.,0.7423470412,strong,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03239524
,,Not everyone was against the creatures.,0.7381863692,everyone,,,torontofantasy.6.034017,torontofantasy.495173
,,Better than I'd ever felt before.,0.7414177374,better,,,torontofantasy.6.457982,torontofantasy.5950568
,,So give them a heads up.,0.7371892303,give,,,cocaspok2006.6.001088,cocaspok2006.0018161
,,Mountains remind me of unhappy times.,0.7399019827,remind,,,torontofantasy.6.006032,torontofantasy.84061
,,They usually have a strong accent.,0.7364017418,strong,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01843639
,,But he was still shaking slightly.,0.735364057,still,,,torontomyst.6.108101,torontomyst.1425220
,,We're all still feeling our way.,0.7336404301,still,,,torontomyst.6.154875,torontomyst.1992427
,,Plan every stop along the way.,0.7416227289,every,,,cornellmov.6.020848,cornellmov.0122475
,,Perhaps it had been too mean.,0.7406264613,perhaps,,,torontomyst.6.080021,torontomyst.1087360
,,We think that it was intentional.,0.7409149391,intentional,,,cocaspok2010.6.011031,cocaspok2010.0142867
,,"Sure, hard to argue with that.",0.7385394177,argue,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03257126
,,"Citizens' sons, almost all of them.",0.741730343,almost,,,torontofantasy.6.148116,torontofantasy.2013953
,,Power wasn't easy to give up.,0.7309034299,"easy,give",,,torontofantasy.6.271689,torontofantasy.3567229
,,Drawing is extremely easy and fun!,0.7337454872,"extremely,easy",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04697138
,,Perhaps I should return to them.,0.7358982716,perhaps,,,torontofantasy.6.180953,torontofantasy.2460253
,,But it made me feel better.,0.740411522,better,,,torontofantasy.6.037718,torontofantasy.560561
,,Will Stable Court become a reality?,0.7363032323,become,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02454301
,,Must one always be after something?,0.7240053839,must,,,cornellmov.6.004076,cornellmov.0022873
,,"The far more convenient, the better.",0.7377226138,better,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02092856
,,Hadn't he made that clear already?,0.741440205,already,,,torontofantasy.6.261105,torontofantasy.3458633
,,Telling me wouldn't have changed anything.,0.7342469115,telling,,,torontofantasy.6.333191,torontofantasy.4357516
,,I retort trying to sound convincing.,0.7312166575,convincing,,,torontomyst.6.035463,torontomyst.502285
,,"Number one, let's focus on jobs.",0.7318245178,focus,,,cocaspok2008.6.008745,cocaspok2008.0107632
,,I'm not forcing them to leave.,0.7370671199,leave,,,cocaspok1994.6.000053,cocaspok1994.0000768
1,,"He said,""Okay."" Jack's so easy going.",0.74122894,easy,,,cornellmov.6.035118,cornellmov.0214261
,,Implement continuous and routine improvement ideas.,0.7166041751,routine,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04850425
,,"If not, then they're already empty.",0.7418305979,already,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01636827
,,Give me a reason not to.,0.7285574864,give,,,cornellmov.6.014243,cornellmov.0081017
,,That must make you very proud...,0.7356134452,must,,,cornellmov.6.024361,cornellmov.0145490
