reject,sentence_edit,sentence,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index
,,Why is my water turning cloudy?,0.7638932479,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01952858
,,I didn't dive for my assailant.,0.7791981918,,,,torontomyst.6.087265,torontomyst.1176171
,,The doctors have done their bit.,0.7541812618,,,,cocaspok2003.6.002780,cocaspok2003.0048224
,,"Andrea, our Fae enemies want it.",0.7741188666,,,,torontofantasy.6.357206,torontofantasy.4687797
,,You'll need your property purchase contract.,0.7569917585,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01394477
,,You think I don't like him?,0.7626835085,,,,torontofantasy.6.113152,torontofantasy.1620228
,,I am impressed with it's durability!,0.7524455605,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04911998
,"Regarding Galaxy Wrappers: ""Lumi"", ""Deseq"", ""Edger"".","Regarding Galaxy Wrappers: ""Lumi"", ""Deseq"" ""Edger""",0.7971485146,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01651257
,,How can we help grieving individuals?,0.7364863812,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02913946
,,I wonder what's keeping His Excellency?,0.7622157372,,,,cornellmov.6.001341,cornellmov.0007407
,,"Good heavens, Mac Mackenzie seeking advice?",0.7724476212,,,,torontomyst.6.158053,torontomyst.2032364
,,Cook it for a few minutes.,0.7354988704,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00464888
,,Customer sent amount lower than required.,0.7356268909,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02725734
,,We're back on the water again!,0.7584655162,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01955257
,,Look at the expanse of this.,0.7642518926,,,,cocaspok2005.6.005742,cocaspok2005.0090024
,,"Reports were made, reports were submitted.",0.7464526468,,,,cocaspok2010.6.001540,cocaspok2010.0019079
1,,The deal starts at 6 p.,0.785718847,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04752193
,,Don't worry about the damn phone.,0.7647706342,,,,cornellmov.6.015578,cornellmov.0088883
,,Combined with 23 karat gold leaf.,0.8118994167,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01403176
,,What does Charlie think about that?,0.7821244096,,,,cornellmov.6.012118,cornellmov.0068862
,,This list updated 7 April 2019.,0.8271524375,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01676865
,,And what about someone like me?,0.7579030088,,,,torontofantasy.6.309691,torontofantasy.4068369
,,"Well, no need to be scared.",0.742797532,,,,cocaspok1999.6.010957,cocaspok1999.0145753
,,There may be some situational modifiers.,0.7533332149,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02014658
,We appreciate your support so much!,We appreciate your support SO much!,0.7392429871,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00588299
,,You wanted to go to prison.,0.7525707956,,,,cocaspok1998.6.004925,cocaspok1998.0066357
,,Tire dealer insists they are okay.,0.7525996923,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01266853
,,This had been previously obscured entirely.,0.7212702437,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04621016
,,It was dubbed into 17 languages.,0.7851052104,,,,cocaspok1998.6.004149,cocaspok1998.0055535
,,Call me when you get in...,0.7483921284,,,,cornellmov.6.006416,cornellmov.0036572
,,If you find nothing -- he's clear.,0.7455985297,,,,cornellmov.6.023178,cornellmov.0137809
1,,Maybe a blowjob here and there.,0.772465593,,,,cornellmov.6.039004,cornellmov.0239534
,,He is very polite and respectful.,0.7258260537,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02861241
,,"Also, the dining table seats 6.",0.7732081852,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03422224
,,It's something they have on Earth.,0.7579462964,,,,cornellmov.6.038213,cornellmov.0234402
,,I don't think I could be.,0.7517860701,,,,cornellmov.6.006451,cornellmov.0036791
,,The nonprofit organization supports 457 employees.,0.7725056787,,,,wsj.6.000995,wsj.184214
,,"Johana Cross, pleased to meet you.",0.7474951887,,,,cornellmov.6.038980,cornellmov.0239368
,,I ran from corner to corner.,0.7675306667,,,,torontoadv.6.019023,torontoadv.339792
,,What do you study in history?,0.7784438146,,,,cornellmov.6.028164,cornellmov.0169970
,,"And naturally, thanks in your effort!",0.7475246939,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01168737
,,He wasn't friendly during the filming?,0.7581604212,,,,cornellmov.6.034925,cornellmov.0213100
,,His comments are specious and insulting.,0.7555950338,,,,wsj.6.001692,wsj.308329
,,I've actually just done this myself.,0.7479664447,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01567843
,,I see what the watchmaker made.,0.7719616592,,,,cornellmov.6.040888,cornellmov.0252261
,,I hope you will understand me.,0.7338412024,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03611783
,,Who knows if I managed it.,0.7463373071,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02045950
,,"Serena tried to speak, breathing thirsty.",0.7581435174,,,,torontoadv.6.018114,torontoadv.321169
,,I go to sleep like this.,0.7743889125,,,,cocaspok2007.6.000132,cocaspok2007.0001438
,,"If there's a flaw, it's human.",0.7673231167,,,,cornellmov.6.021368,cornellmov.0125727
,,Dandelion trounces a lot of things.,0.7668676118,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04860957
,,Maybe just a hint or so.,0.7486254815,,,,cornellmov.6.024063,cornellmov.0143550
,,You're on your own my friend.,0.7623934062,,,,cocaspok2012.6.007570,cocaspok2012.097437
,,Many issues need to be addressed.,0.7258865864,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01285485
,,Mother Nature will kill our enemy.,0.7616550803,,,,torontofantasy.6.068823,torontofantasy.1010999
,,"OMG, this one frosts my cookies!",0.7858146011,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04089686
,,I see the school up ahead.,0.7538989623,,,,cornellmov.6.028464,cornellmov.0171858
,,"He stirred, made a pain noise.",0.7502251756,,,,torontofantasy.6.381248,torontofantasy.4986777
,,I'm working in a new style.,0.7772882804,,,,cornellmov.6.021809,cornellmov.0128513
,,I'd just tried to ignore it.,0.7379911187,,,,torontomyst.6.086005,torontomyst.1158154
,,"Jack Metcalf and Richard ""Doc"" Hastings.",0.8035521727,,,,wsj.6.000077,wsj.015106
,,Haven't we haven't I seen you.,0.7356072612,,,,brown.6.000118,brown.001433
,,"Obviously, there was something going on.",0.7403199614,,,,cocaspok2011.6.010304,cocaspok2011.0131476
,,It feels like a secret handshake.,0.7626178618,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00312715
,,Well it's definitely a significant procedure.,0.7390914237,,,,cocaspok1995.6.000338,cocaspok1995.005105
,,The couple lived in increasing luxury.,0.7646582676,,,,wsj.6.001357,wsj.248359
,,Song: Head Hunter by Yonosuke Kitamura.,0.799144418,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03845152
,What can we do except laugh?,"""What can we do except laugh?""",0.7655240123,,,,wsj.6.002255,wsj.410483
,At the City Arms from 7pm.,At The City Arms from 7pm.,0.7869586968,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03924300
,,The question is will Moscow intervene.,0.7580797315,,,,cocaspok1990.6.002214,cocaspok1990.0037314
,,Mexican TNs are not discussed here.,0.7769297141,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04534858
,,Ghleanna shook her head a little..,0.7595954783,,,,torontofantasy.6.129368,torontofantasy.1775293
,,The turn motor arrangement is strange.,0.7437195933,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00319823
,,"Please, you won't pay me back.",0.7565815154,,,,torontofantasy.6.263464,torontofantasy.3482767
,,"Garnish with peach wedges, if desired.",0.7753714693,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01131128
,,Select the service to unlock Asus.,0.755790189,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01036955
,,Voices echo in front of me..,0.7541046338,,,,torontofantasy.6.285199,torontofantasy.3711665
,,Under me the ground quivered slightly.,0.754916104,,,,brown.6.000035,brown.000321
,,"A little surprised, a little shocked.",0.7380394262,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03731841
,,Mr. Green handed me the paper.,0.7753627785,,,,torontomyst.6.019842,torontomyst.278989
,,You couldn't refuse something like this.,0.7552349535,,,,torontofantasy.6.182730,torontofantasy.2479946
1,,Saturday: 11:00 a.m. to 9:00 a.m.,0.8062974589,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00254110
,,Rubin also sought to reassure investors.,0.749019005,,,,cocaspok1997.6.009230,cocaspok1997.0110017
,,"Just like that, her countenance changed.",0.7464934975,,,,torontofantasy.6.264723,torontofantasy.3496013
,,"PNC Bank, Pittsburgh, is successor trustee.",0.8017706969,,,,wsj.6.001075,wsj.197680
,,"But, once again, forecasters were fooled.",0.7566202989,,,,wsj.6.002405,wsj.435716
,,Tony turned his gaze to me..,0.747447573,,,,torontofantasy.6.456247,torontofantasy.5926296
,,"So, the class did very well.",0.7565122004,,,,cocaspok2003.6.006986,cocaspok2003.0105054
,,Boil water or cook your food?,0.75010913,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04455976
,,They shot him in his library.,0.7602717283,,,,cornellmov.6.008797,cornellmov.0050446
,,Guaranteed by the Commonwealth of Australia.,0.7672264872,,,,wsj.6.000923,wsj.168678
,,I thought that really wasn't on?,0.7486220471,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04603987
,,"Defend in place, until help arrives.",0.7623874602,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02127431
,,It's super simple to find someone.,0.7582935806,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01673228
,Let our hearts join the song.,"Let our hearts join the song,",0.7739315255,,,,torontoadv.6.048027,torontoadv.811991
,,He knew he was pushing her.,0.7494706408,,,,torontofantasy.6.292039,torontofantasy.3813931
,,The original files from this package.,0.7800110742,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03017164
,,Where do I forward this photo?,0.7724922196,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01350633
,,What does baba mean in English?,0.8077518547,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00611777
,,And then Alex had my arm.,0.7744963481,,,,torontofantasy.6.142457,torontofantasy.1943228
,,A bright light shone on her.,0.733774563,,,,torontofantasy.6.204899,torontofantasy.2775647
,,One's coming out up in August.,0.7914034947,,,,cocaspok1999.6.003742,cocaspok1999.0051122
,,Have not tried them together yet.,0.731639413,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04280837
,,This is a tax exempt organization.,0.7624999302,,,,cocaspok2012.6.001963,cocaspok2012.023585
1,,Parking is absolutely secure.Pottery on site.,0.7459762816,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00546142
,,"Great to be with you, Johnnie.",0.7454069147,,,,cocaspok1996.6.002463,cocaspok1996.0031777
,,We're talking about young Black men.,0.7998817945,,,,cocaspok2006.6.003527,cocaspok2006.0059077
,,How necessarily add report departments research?,0.7543343335,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00429734
1,,"Under his new identity?"" ""Don't jump.",0.7790988479,,,,torontomyst.6.094799,torontomyst.1263882
,,Apparently they were of Caucasian blood.,0.7569139529,,,,brown.6.001231,brown.024646
,,A total of 4 listings sold.,0.7641381259,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01891654
,,What does it do to knowledge?,0.7657553909,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00064649
,,I pointed a finger at him.,0.7554457554,,,,torontomyst.6.086081,torontomyst.1159523
,,TAC is seen rarely in children.,0.7692483153,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01822638
,,That doesn't make you a nerd.,0.7692952794,,,,cornellmov.6.034819,cornellmov.0212459
,,"Xerxes had survived the attack, too.",0.7705180144,,,,torontofantasy.6.265854,torontofantasy.3507815
,"So much for the new ""bipartisanship"".","So much for the new ""bipartisanship.""",0.7718373202,,,,wsj.6.000665,wsj.123234
,,The feds were on their own.,0.7467476844,,,,torontomyst.6.018945,torontomyst.266009
,,Not unless her car was followed.,0.7414931212,,,,torontomyst.6.143045,torontomyst.1850483
,,"I looked up at him, puzzled.",0.74764888,,,,torontomyst.6.070738,torontomyst.976672
,,Results were a little below expectations.,0.7373993416,,,,wsj.6.001631,wsj.298649
,,Motivations were more difficult to reach.,0.7300957531,,,,torontofantasy.6.164221,torontofantasy.2230715
,,We're rolling around in the surf.,0.7733259203,,,,cocaspok1994.6.004623,cocaspok1994.0058157
,,Did you find a good alternative?,0.7486403586,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02153503
,,It wasn't all hostility and provocation.,0.7426459071,,,,cocaspok1993.6.008811,cocaspok1993.0120924
,,By Victoria from ABC Creative Learning.,0.7833490206,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01756528
,,"Jesus was so transparent, so vulnerable.",0.7452709105,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02874966
,,"Tiny said softy, into his ear.",0.7907989846,,,,torontofantasy.6.007195,torontofantasy.102731
1,,Amber is 100 percent a survivor.,0.7790277235,,,,cocaspok2004.6.000434,cocaspok2004.0005490
,,A titanic figure of limitless influence.,0.7532628899,,,,cornellmov.6.023096,cornellmov.0137294
,,I was trying to save electricity.,0.7402919939,,,,torontomyst.6.082816,torontomyst.1117370
,,There's a first time for everything.,0.758731595,,,,torontofantasy.6.207354,torontofantasy.2804219
,,The hospital was in complete anarchy.,0.7643445719,,,,torontofantasy.6.312300,torontofantasy.4099351
,,He was interested in Italo Svevo.,0.7824031159,,,,brown.6.000322,brown.005677
,Someone else can take your confession.,Someone else c'n take your confession.,0.7479075282,,,,cornellmov.6.011983,cornellmov.0068128
,,I'm hearing a kind of music.,0.7493999439,,,,torontofantasy.6.406092,torontofantasy.5315527
,,I'm sorry you're feeling this way.,0.7623143575,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00666765
,,I do have some nice memories.,0.7602797369,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01991846
,,Traditional law is based in geography.,0.7799334118,,,,wsj.6.000753,wsj.137506
,,I wanted to pounce on her.,0.7482114722,,,,torontofantasy.6.242374,torontofantasy.3217458
,,I also believe in the system.,0.7638679342,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04549318
,,But he tolerated sorcerers well enough.,0.7572654275,,,,torontofantasy.6.129550,torontofantasy.1777249
,,These lender ratios are flexible guidelines.,0.7438412524,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03796480
,,The negative ads -- think of it.,0.7540394247,,,,cocaspok1994.6.002207,cocaspok1994.0030868
,,You're talking about the young people.,0.7652376326,,,,cocaspok1999.6.002760,cocaspok1999.0038853
,,Sackler's overboiled script and stilted dialogue.,0.755053804,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00792385
,,Holiday bumped Kylie with her shoulder.,0.7720494615,,,,torontofantasy.6.391384,torontofantasy.5124259
,,He seems truly devastated about Austel.,0.7563701485,,,,torontofantasy.6.132248,torontofantasy.1808770
,,How can you find a muse?,0.757764444,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01712041
,,"No appointment, but got served quickly.",0.7517348949,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04507752
,,What makes the Penthouse experience special?,0.77368974,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01498668
,,It dug deep into his skin.,0.7639759547,,,,torontofantasy.6.208213,torontofantasy.2815597
,,More lightning strobe lit the room.,0.7534650587,,,,torontofantasy.6.314478,torontofantasy.4125801
,,"Yes, the portable copy is include.",0.7657284109,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04765109
,,And rolls through any standard doorway.,0.7620871067,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03488692
,,"Come on, you can tell me.",0.7439032095,,,,cornellmov.6.035752,cornellmov.0218107
,,It hadn't started out that way.,0.7495615429,,,,brown.6.000047,brown.000466
,,BCLs are so hit or miss.,0.7700831426,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00904617
,,Toliver cares about SUSD and Stockton.,0.7864603953,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01785746
,,"As a consequence, he did neither.",0.7513433188,,,,brown.6.000291,brown.004859
,,"Black and curly, like a doll.",0.8070963243,,,,cornellmov.6.024682,cornellmov.0147619
,,Stop working on slow machines now!,0.7511245655,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01401159
,Beauty spa deals in Vancouver BC.,Beauty spa deals in vancouver bc.,0.8073042139,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02447609
,,The rings fell off the box.,0.7752841313,,,,torontomyst.6.021747,torontomyst.299619
,,"Boy, I live in the dark.",0.7841590866,,,,cornellmov.6.040010,cornellmov.0246416
,,I found it in the crankcase.,0.7582579745,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00063643
,,You don't know anybody's coming from.,0.7783324914,,,,cocaspok2006.6.001802,cocaspok2006.0031279
,,We'll get into Jack's dressing room.,0.7635515436,,,,cocaspok2000.6.007192,cocaspok2000.0114467
,,That was a few weeks ago.,0.7424589956,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02406919
,,They will make you look good.,0.7387325115,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04052155
,,Picture yourself three months from now.,0.7688992256,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00393327
,,I would like to walk today.,0.7618037998,,,,cornellmov.6.007134,cornellmov.0040857
,,"Well, do we have a clip?",0.7628027807,,,,cocaspok1995.6.004089,cocaspok1995.048414
,,The bus was burned outside Anniston.,0.7808565317,,,,brown.6.001114,brown.021962
,,"Make it fun, witty, and interesting.",0.750274726,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03676914
,,I thought he was a boy.,0.7575645228,,,,cornellmov.6.029229,cornellmov.0176920
,,No answer came over the headset.,0.7655032418,,,,torontofantasy.6.372163,torontofantasy.4869891
,,Thanks to all for continued prayers!,0.7429555751,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02288287
,,So that's where the name originated.,0.7802084834,,,,cocaspok2000.6.001829,cocaspok2000.0033019
1,,Plans for growth include steps to: |,0.7430584669,,,,wsj.6.002982,wsj.539779
1,,Caleb Caldwell and Calvin f**king Cole.,0.8009284734,,,,torontofantasy.6.296985,torontofantasy.3889366
,,Why take our PHP skill tests?,0.7625626819,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00083340
,,This is healthy for the market.,0.7582406319,,,,wsj.6.002431,wsj.441175
,,"Oh, the record company sent these...",0.7624619267,,,,cornellmov.6.011010,cornellmov.0062369
,,Here is how this might look.,0.7615647709,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04859950
,,We are good for the environment.,0.7394013366,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04006506
,,Some will go around a corner.,0.759932556,,,,brown.6.000583,brown.009941
,,And they are not land acquisitions.,0.7514937073,,,,torontofantasy.6.081098,torontofantasy.1200240
,,I get barred lower doses completely.,0.7418726932,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03308809
,,"So that's so symbolic, you know?",0.7546672922,,,,cocaspok2010.6.010327,cocaspok2010.0134038
,,"A light med, to be honest.",0.7402786198,,,,torontomyst.6.034566,torontomyst.489996
,,He sat back in his seat.,0.7834085691,,,,torontomyst.6.002879,torontomyst.41147
,,There are always many teaching opportunities.,0.7317247575,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00968129
,,Just forget the thing is on.,0.7480270138,,,,cornellmov.6.024467,cornellmov.0146185
,,It seemed to make him happy.,0.7292302028,,,,torontofantasy.6.184564,torontofantasy.2504701
,Property Specialists Warwick - loved the sprints!!!,Property Specialists Warwick - LOVED THE SPRINTS!!!,0.7705368297,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04136495
,,The companies wouldn't confirm those details.,0.7258487221,,,,wsj.6.002393,wsj.434844
,,Fox stations in four major markets.,0.7638319462,,,,wsj.6.001374,wsj.250694
,,"So yes, we are considering alternatives.",0.7506417067,,,,cocaspok2009.6.007111,cocaspok2009.0090380
,,"Look at these numbers, favorable, unfavorable.",0.7408067937,,,,cocaspok2008.6.007005,cocaspok2008.0087274
,,"George, I've been putting things together.",0.7525520207,,,,cornellmov.6.021284,cornellmov.0125178
,,"Now, you did best actor, Clarence.",0.7878542708,,,,cocaspok1998.6.010303,cocaspok1998.0139233
,,That in itself is another issue.,0.7560422739,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00485489
,,"You had a dream, that's all.",0.7534398034,,,,cornellmov.6.037016,cornellmov.0226650
,,I finished my SSC from Govt.,0.7836012237,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04544404
,,Does this ban even make sense?,0.7648986884,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00230225
,,Anyone else involved at Banister's level?,0.7430232649,,,,cornellmov.6.002749,cornellmov.0015592
1,,"Kim, and senior associate Brooke M.",0.7932721056,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03612181
,,The ID said it was Julian.,0.7700397345,,,,torontofantasy.6.129075,torontofantasy.1771506
,,"Yeah, he's got his head up.",0.7864897928,,,,cocaspok2009.6.003795,cocaspok2009.0046285
,,Would you like to come along?,0.7526294095,,,,cornellmov.6.012191,cornellmov.0069277
,,What a silly sight to see!,0.7557820839,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01566793
1,,A4 Plus 210 x 330 mm.,0.822009949,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03390942
,"No contracts, you can terminate anytime.","NO CONTRACTS, you can terminate anytime.",0.7501962183,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01282910
,,They dumped her in the river.,0.7759347387,,,,torontofantasy.6.441128,torontofantasy.5780826
,,Why is this good for participation?,0.7625895464,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02459747
,,Who's ever going to want me?,0.7372539469,,,,cornellmov.6.031961,cornellmov.0194268
,,"Impleo: to fill up, content, satisfy.",0.7358685225,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02395725
,,We are your intimate party specialist.,0.7499817528,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03638438
,,And that's a lot of people.,0.7415658488,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02907122
1,,"United States, 155 U.S. 438; cf.",0.8153754743,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00196642
,,Will you have dinner with me?,0.7440015034,,,,cornellmov.6.015038,cornellmov.0085661
,,These look so pretty and delicious.,0.7494385418,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00693641
,"Yep definitely very nice pics, Bebe.",Yep definatally very nice pics Bebe.,0.8122310355,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02133504
,,He returns to the card game.,0.7521521655,,,,cornellmov.6.029546,cornellmov.0178852
,,The alleged rapist is awaiting trial.,0.7612006345,,,,wsj.6.000928,wsj.170408
,,Some is a quickly passing disappointment.,0.7179315172,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03296297
,,It was hard on the family.,0.7487031442,,,,wsj.6.002036,wsj.368364
,,"Now you will tell me, okay?",0.7542888481,,,,cornellmov.6.027666,cornellmov.0166754
,,My world was crashing around me.,0.7554462158,,,,torontomyst.6.004572,torontomyst.67423
,,We're headed towards that water tower.,0.7585286127,,,,torontofantasy.6.014598,torontofantasy.214368
,,"Our patience, loyalty, and connections grow.",0.7563141378,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01311106
,,I didn't think he was joking.,0.774267791,,,,torontofantasy.6.397813,torontofantasy.5206556
,,You don't need me correcting that.,0.7444011997,,,,cocaspok1996.6.004758,cocaspok1996.0059611
1,,He's never been any fuckin' good.,0.7582294838,,,,cornellmov.6.031776,cornellmov.0193009
,"They have little ""esprit de corps"".","They have little"" esprit de corps"".",0.8048401013,,,,brown.6.000862,brown.017422
,,The other was a wardrobe cabinet.,0.7589414076,,,,torontomyst.6.039796,torontomyst.568873
,,"He turned slowly, his gaze lowered.",0.7430222944,,,,torontofantasy.6.109831,torontofantasy.1583544
,,General products category list with price.,0.7739956755,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03439920
,,Propagate by division in early spring.,0.7730467839,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04472407
,,I should have found another way.,0.753986748,,,,torontofantasy.6.284970,torontofantasy.3707994
,,The statistics indicate a downward trend.,0.7496677655,,,,cocaspok1999.6.004653,cocaspok1999.0062823
1,,Package Weight: Package Weight: 0.3 lbs.,0.7706963574,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00346531
,,"Please bring boards, sets, and clocks.",0.7579733108,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00290478
,,It's Tom Bodett is right here.,0.7856670578,,,,cocaspok2012.6.007134,cocaspok2012.090523
