sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_sbert
Oliver asked in a worried voice.,mid,0.7090909090909091,torontofantasy.6.336553,mid.01775,torontofantasy.4416412,1775,0.6353843769593408
"He cursed, batting the pillow aside.",mid,0.8243243243243243,torontomyst.6.169759,mid.01776,torontomyst.2159836,1776,0.7437032778266989
"I bid you well, Ascendiate Jordan.",mid,0.8493150684931506,torontofantasy.6.404303,mid.01777,torontofantasy.5292058,1777,0.6086655522591475
But Jade was shaking her head.,mid,0.8133333333333334,torontofantasy.6.434906,mid.01778,torontofantasy.5728002,1778,0.6513714426329166
Yesterday I saw people wearing shorts.,mid,0.8867924528301887,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.023207,mid.01779,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00624635,1779,0.7300136067617453
"Don't you put her out, Paul.",mid,0.7540983606557377,cornellmov.6.032525,mid.01780,cornellmov.0197622,1780,0.6836093963909202
Every cloud has a blue lining!,mid,0.9672131147540984,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.071371,mid.01781,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01908476,1781,0.7743679254991217
"You may be the pro, Joe.",mid,0.7818181818181819,cornellmov.6.034116,mid.01782,cornellmov.0207912,1782,0.6125865154270649
Come on -- I've got another idea.,mid,0.6885245901639344,cornellmov.6.015367,mid.01783,cornellmov.0087741,1783,0.5850063390322233
"Even more, Eddie was a cop.",mid,0.8148148148148148,torontomyst.6.114902,mid.01784,torontomyst.1522187,1784,0.6953751541585181
Adding lemon is a great idea.,mid,0.7543859649122807,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.009767,mid.01785,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00261831,1785,0.6843542395319522
It's not simply a debt crisis.,mid,0.7777777777777778,cocaspok2012.6.005488,mid.01786,cocaspok2012.067521,1786,0.6538759121274502
Put the pan over high heat.,mid,0.7466666666666667,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.061739,mid.01787,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01651625,1787,0.6921167397649226
So this must be the Battalion.,mid,0.8607594936708861,torontofantasy.6.309585,mid.01788,torontofantasy.4066770,1788,0.6366805365996925
My first time binding a pillow.,mid,0.8378378378378378,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.036452,mid.01789,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00978752,1789,0.7251213061804616
They called here after you left...,mid,0.74,cornellmov.6.005076,mid.01790,cornellmov.0028579,1790,0.6396486620656024
He kissed me again and left.,mid,0.8674698795180723,torontomyst.6.030838,mid.01791,torontomyst.438857,1791,0.6575080485162605
But my patience is wearing thin.,mid,0.7894736842105263,torontofantasy.6.359785,mid.01792,torontofantasy.4718733,1792,0.6422690292273742
The other curled around her waist.,mid,0.8313253012048193,torontofantasy.6.185435,mid.01793,torontofantasy.2513863,1793,0.7416479787691334
Victor stops me in the hallway.,mid,0.7719298245614035,torontomyst.6.120023,mid.01794,torontomyst.1584347,1794,0.7124089288673281
Transfer dough to the plastic wrap.,mid,0.7894736842105263,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.056846,mid.01795,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01546251,1795,0.720143832506393
He is talking about the economy.,mid,0.7222222222222222,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.053950,mid.01796,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01464590,1796,0.7489104161299013
Put some booster rockets in there.,mid,0.8421052631578947,cocaspok2004.6.007767,mid.01797,cocaspok2004.0115888,1797,0.7698200776675684
I put everything in my room.,mid,0.7719298245614035,cornellmov.6.033066,mid.01798,cornellmov.0200885,1798,0.7910644144646625
Congratulations on history's longest winning streak.,mid,0.8378378378378378,cornellmov.6.007550,mid.01799,cornellmov.0043033,1799,0.7113865916118712
Martin was going to marry me.,mid,0.7846153846153846,torontofantasy.6.445325,mid.01800,torontofantasy.5811903,1800,0.662091624307128
"You know, the economy is booming.",mid,0.8769230769230769,cocaspok2000.6.007950,mid.01801,cocaspok2000.0126043,1801,0.7166259421908747
And I think Mark is right.,mid,0.6666666666666666,cocaspok1992.6.007378,mid.01802,cocaspok1992.0099949,1802,0.5966932499774044
"Barnard Thomas, manager of the hotel.",mid,0.8115942028985508,cornellmov.6.012303,mid.01803,cornellmov.0069899,1803,0.7243466816259336
I asked him at the funeral.,mid,0.8625,cornellmov.6.025729,mid.01804,cornellmov.0154180,1804,0.7435877724130563
"He asked, recovering from his hacking.",mid,0.8333333333333334,torontomyst.6.023708,mid.01805,torontomyst.329029,1805,0.6873233273954313
"What are you, inspecting the barracks?",mid,0.8591549295774648,cornellmov.6.024700,mid.01806,cornellmov.0147767,1806,0.7187297863611666
Daniel was thankful for small mercies.,mid,0.7192982456140351,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.082990,mid.01807,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02246751,1807,0.6967855464121823
This is not a tax summit.,mid,0.7692307692307693,cocaspok1990.6.004853,mid.01808,cocaspok1990.0079415,1808,0.7212053347890289
"The idea came from you, actually.",mid,0.8392857142857143,torontofantasy.6.283458,mid.01809,torontofantasy.3690062,1809,0.5931525096913497
His eyes never left her face.,mid,0.7903225806451613,torontomyst.6.167329,mid.01810,torontomyst.2138815,1810,0.7325679993284684
Father left me with a dilemma.,mid,0.8493150684931506,torontomyst.6.088302,mid.01811,torontomyst.1185554,1811,0.6233497710951055
All Russian troops must leave immediately.,mid,0.864406779661017,cocaspok2008.6.006262,mid.01812,cocaspok2008.0078049,1812,0.7711753326497479
"Well, it ain't exactly Emerald City...",mid,0.9135802469135802,cornellmov.6.006114,mid.01813,cornellmov.0034714,1813,0.6636598357873894
"So, what have my cameras revealed?",mid,0.8214285714285714,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.041468,mid.01814,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01106668,1814,0.6641811681178903
So I had left too early.,mid,0.7419354838709677,torontomyst.6.042408,mid.01815,torontomyst.600908,1815,0.6256010736863353
It was covering William's mark now.,mid,0.7397260273972602,torontofantasy.6.468971,mid.01816,torontofantasy.6091389,1816,0.6169923381481399
That's got to smart a bit.,mid,0.7341772151898734,cornellmov.6.016833,mid.01817,cornellmov.0096962,1817,0.5749883962253312
"He looked overdone, rather than edible.",mid,0.9285714285714286,torontomyst.6.085619,mid.01818,torontomyst.1151920,1818,0.6618786595094627
In debt and needing a loan.,mid,0.8208955223880597,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.077318,mid.01819,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02093915,1819,0.6974026378106443
Time to put the kebabs together.,mid,0.8888888888888888,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.058795,mid.01820,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01613211,1820,0.7043899325507645
Why put them in this position?,mid,0.6842105263157895,cornellmov.6.029995,mid.01821,cornellmov.0181513,1821,0.6227583620558259
Your cat feels the same way!,mid,0.8860759493670886,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.103122,mid.01822,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02781741,1822,0.7434987485241616
Put a BOLO out on that.,mid,0.9230769230769232,cornellmov.6.005390,mid.01823,cornellmov.0030601,1823,0.6275976268565283
Good to hear from you Toni.,mid,0.7931034482758621,torontomyst.6.036655,mid.01824,torontomyst.518929,1824,0.6490751753164469
You're left with only military intervention.,mid,0.7419354838709677,cocaspok1994.6.001773,mid.01825,cocaspok1994.0025128,1825,0.6794442577815314
"Train smart, ride hard, have fun!",mid,0.8181818181818182,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.175334,mid.01826,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04703082,1826,0.6964250371645929
Her voice was sleepy and low.,mid,0.7792207792207793,torontofantasy.6.400953,mid.01827,torontofantasy.5246344,1827,0.7239882051075515
Because you have credit card debt.,mid,0.8378378378378378,cocaspok2009.6.011125,mid.01828,cocaspok2009.0145759,1828,0.7155682862623564
You kill with your left hand?,mid,0.8793103448275862,cornellmov.6.002310,mid.01829,cornellmov.0013057,1829,0.786889161089236
Probably left it in your room.,mid,0.765625,cornellmov.6.011335,mid.01830,cornellmov.0064246,1830,0.7043004423039665
There's a mailbox that's always full.,mid,0.8333333333333334,cocaspok1991.6.000244,mid.01831,cocaspok1991.0003954,1831,0.7401166223285154
Sure there's not a drop left?,mid,0.7183098591549296,torontofantasy.6.366676,mid.01832,torontofantasy.4795674,1832,0.6437021867326355
Someone clapped Nate on the shoulder.,mid,0.8805970149253731,torontomyst.6.126720,mid.01833,torontomyst.1657290,1833,0.6979932427965797
My third pair of this style.,mid,0.7222222222222222,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.139145,mid.01834,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03769936,1834,0.664696015093311
I have a question for Quinn.,mid,0.8142857142857143,cocaspok1993.6.003195,mid.01835,cocaspok1993.0043864,1835,0.610638981859232
You put together the trial lawyers.,mid,0.7090909090909091,cocaspok1999.6.006355,mid.01836,cocaspok1999.0085275,1836,0.7469577284096774
Is it all about the university?,mid,0.7205882352941176,torontoadv.6.006414,mid.01837,torontoadv.108871,1837,0.7010845490756011
How could beneficial bacteria lower cholesterol?,mid,0.8928571428571429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.135719,mid.01838,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03660663,1838,0.7739419553703119
Castle covered by a force field?,mid,0.8378378378378378,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.111466,mid.01839,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02989314,1839,0.7375635400621484
"Stacy, somebody's trying to kill me.",mid,0.8301886792452831,cornellmov.6.030376,mid.01840,cornellmov.0184013,1840,0.6930772038325866
I put myself right by Angel.,mid,0.7931034482758621,torontomyst.6.070666,mid.01841,torontomyst.974978,1841,0.6325023260150351
Important McQ questions for bank exam.,mid,0.8987341772151899,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.116653,mid.01842,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03155066,1842,0.7575138377136338
Let me grab my hair tie.,mid,0.8,torontofantasy.6.356284,mid.01843,torontofantasy.4676735,1843,0.7426040590811043
The girl pointed to the left.,mid,0.8378378378378378,torontofantasy.6.218034,mid.01844,torontofantasy.2934182,1844,0.7314240599709533
Even my teenage boys were impressed.,mid,0.8765432098765432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.123736,mid.01845,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03341503,1845,0.699047881659669
Did you read the papers yesterday?,mid,0.8,cornellmov.6.014843,mid.01846,cornellmov.0084606,1846,0.7518162023661416
The clock has started to tick.,mid,0.717948717948718,cocaspok1990.6.001191,mid.01847,cocaspok1990.0019587,1847,0.6751706601601198
The left will follow at once.,mid,0.6792452830188679,brown.6.000673,mid.01848,brown.011985,1848,0.649946065130846
I shouldn't have left him alone.,mid,0.7875,cornellmov.6.016147,mid.01849,cornellmov.0092487,1849,0.6936776893483985
You never eat when you're despondent.,mid,0.8461538461538461,cornellmov.6.011712,mid.01850,cornellmov.0066430,1850,0.7615123528811879
Running to the helm Sander smiles.,mid,0.7922077922077922,torontofantasy.6.006889,mid.01851,torontofantasy.94740,1851,0.7157871765112095
"Instead, Bride used it for storage.",mid,0.875,torontofantasy.6.216602,mid.01852,torontofantasy.2918737,1852,0.6833298778698514
It's good to be a cat.,mid,0.8571428571428571,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.118444,mid.01853,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03184061,1853,0.7196491779047678
"Big labor, small labor, me personally.",mid,0.8714285714285714,cocaspok1996.6.002891,mid.01854,cocaspok1996.0036782,1854,0.6468137868763191
Her father loading up the shotgun?,mid,0.8831168831168831,cornellmov.6.004588,mid.01855,cornellmov.0025891,1855,0.8624004801735683
Do you need a cleanup crew?,mid,0.7833333333333333,torontofantasy.6.373922,mid.01856,torontofantasy.4892400,1856,0.6798457908185285
Which kernel version are you using?,mid,0.82,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.021434,mid.01857,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00567823,1857,0.6727183972442898
"We have got to go, Mark.",mid,0.7454545454545455,cocaspok2010.6.002016,mid.01858,cocaspok2010.0025587,1858,0.611578781612718
Hormonal problems might trigger hair loss.,mid,0.9104477611940298,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.050518,mid.01859,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01363593,1859,0.6816561398763449
"Sharon Stone, good to see you.",mid,0.9102564102564102,cocaspok1998.6.008984,mid.01860,cocaspok1998.0118183,1860,0.6515358283613366
I trained people with plastic explosives.,mid,0.9622641509433962,cocaspok1996.6.005310,mid.01861,cocaspok1996.0066841,1861,0.7535415012446712
The cookie jar on the counter!,mid,0.7619047619047619,torontofantasy.6.282206,mid.01862,torontofantasy.3677475,1862,0.8070428249417935
"You know, it's a dirty business.",mid,0.7916666666666666,cocaspok2007.6.008428,mid.01863,cocaspok2007.0107152,1863,0.640301189945286
"The perfect date, they called it.",mid,0.8,cocaspok1997.6.001825,mid.01864,cocaspok1997.0021197,1864,0.6349934572420569
Hit those assholes on the left!,mid,0.8902439024390244,torontoadv.6.012320,mid.01865,torontoadv.210537,1865,0.737510068706204
Usually I'm the biggest coward around.,mid,0.9230769230769232,torontofantasy.6.280756,mid.01866,torontofantasy.3662102,1866,0.6999641388941713
The lost squadron is still lost.,mid,0.8214285714285714,cocaspok1991.6.001441,mid.01867,cocaspok1991.0025098,1867,0.7024267013415831
Hit a streak when we left.,mid,0.7236842105263158,cornellmov.6.039602,mid.01868,cornellmov.0243605,1868,0.6328202854614936
Maybe this was a lame idea.,mid,0.75,torontomyst.6.122448,mid.01869,torontomyst.1610802,1869,0.6218337411012891
These emotions were like living photos.,mid,0.7848101265822784,torontoadv.6.039979,mid.01870,torontoadv.683824,1870,0.6720884287031823
So what are some top flavors?,mid,0.7962962962962963,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.020938,mid.01871,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00564893,1871,0.6216542666332217
Her mother put down her book.,mid,0.8028169014084507,torontofantasy.6.072819,mid.01872,torontofantasy.1076462,1872,0.7813405890056511
I just couldn't put into words.,mid,0.6842105263157895,torontofantasy.6.338112,mid.01873,torontofantasy.4442517,1873,0.6669438315903211
You want it fluffy and pale.,mid,0.8169014084507042,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.068709,mid.01874,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01856011,1874,0.6446201646901777
"If necessary, add in additional flour.",mid,0.9206349206349206,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.011335,mid.01875,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00306919,1875,0.6835716511252672
You have a huge veterans population.,mid,0.868421052631579,cocaspok2003.6.002987,mid.01876,cocaspok2003.0051775,1876,0.7053339859718851
Right in the nick of time!,mid,0.8048780487804879,cornellmov.6.035997,mid.01877,cornellmov.0219848,1877,0.6226544495428012
Then he squeezed his eyes shut.,mid,0.8360655737704918,torontofantasy.6.450537,mid.01878,torontofantasy.5849422,1878,0.7083786897107085
What'd you put in my wheel!,mid,0.734375,torontofantasy.6.439493,mid.01879,torontofantasy.5768291,1879,0.6886472828899768
Max spoke quietly from the darkness.,mid,0.7321428571428571,torontofantasy.6.105877,mid.01880,torontofantasy.1525908,1880,0.750550183972315
"He was far, far in debt.",mid,0.8311688311688312,cocaspok2006.6.004668,mid.01881,cocaspok2006.0074903,1881,0.674818385242765
"Quit screwing around, this is important.",mid,0.8035714285714286,cornellmov.6.002623,mid.01882,cornellmov.0014763,1882,0.5846018032531651
Her emerald eyes were slightly dulled.,mid,0.8472222222222222,torontofantasy.6.278327,mid.01883,torontofantasy.3637984,1883,0.6934758493769448
Blake let out a grating sigh.,mid,0.8169014084507042,torontoadv.6.021831,mid.01884,torontoadv.387750,1884,0.6648982014994878
Your photos are making me hungry.,mid,0.9056603773584906,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.063169,mid.01885,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01690511,1885,0.7034166672565457
Soon he'll be a plastic cube.,mid,0.9016393442622952,cornellmov.6.014543,mid.01886,cornellmov.0082772,1886,0.6830608690326956
Ramsay gave Reek a suspicious glance.,mid,0.7068965517241379,torontofantasy.6.467228,mid.01887,torontofantasy.6072355,1887,0.6561307760725983
He put his room in order.,mid,0.7333333333333333,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.133678,mid.01888,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03606919,1888,0.6437499345959706
I felt like a Doubting Thomas.,mid,0.8888888888888888,torontoadv.6.005633,mid.01889,torontoadv.96609,1889,0.607312479194718
Staring at me with Madeline's eyes.,mid,0.8490566037735849,torontofantasy.6.372145,mid.01890,torontofantasy.4869520,1890,0.7329918936436893
I had nothing left in me.,mid,0.7066666666666667,torontofantasy.6.292800,mid.01891,torontofantasy.3824088,1891,0.6944568685006558
Brownstones are back to being barren.,mid,0.821917808219178,torontomyst.6.106452,mid.01892,torontomyst.1407401,1892,0.6782069150381203
Hence the characters within my poem.,mid,0.7625,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.069552,mid.01893,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01875342,1893,0.7033939817254615
Wonder if he had a concussion.,mid,0.7857142857142857,torontofantasy.6.313680,mid.01894,torontofantasy.4114178,1894,0.697910773085406
It's really a unique evolutionary experiment.,mid,0.7469879518072289,cocaspok1992.6.007900,mid.01895,cocaspok1992.0109882,1895,0.6427752782275314
But Daniel was not so lucky.,mid,0.7407407407407407,torontoadv.6.019213,mid.01896,torontoadv.343090,1896,0.6407107639893884
Did they reach to her waist?,mid,0.7721518987341772,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.124595,mid.01897,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03370946,1897,0.73263147190579
I -- you are the Bobbie Thomas.,mid,0.8571428571428571,cocaspok2008.6.003595,mid.01898,cocaspok2008.0044854,1898,0.6175800078286984
"Let me go to you, Daniel.",mid,0.7755102040816326,cocaspok2007.6.001585,mid.01899,cocaspok2007.0019953,1899,0.6350627923063001
"Hold on, and wait for Joe.",mid,0.8108108108108109,cornellmov.6.023386,mid.01900,cornellmov.0139053,1900,0.6520446121097491
Serve warm with some salted butter.,mid,0.8904109589041096,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.067855,mid.01901,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01826622,1901,0.7427190661943476
"Max killing Jenny, utterly destroying her.",mid,0.8524590163934426,torontomyst.6.060333,mid.01902,torontomyst.837433,1902,0.8259079550841376
Washout occurs outside of the cloud.,mid,0.7763157894736842,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.143247,mid.01903,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03914140,1903,0.6926098699556412
Cynthas stood where he'd left her.,mid,0.7272727272727273,torontofantasy.6.004677,mid.01904,torontofantasy.64311,1904,0.6828278400668106
Students may assemble representative mammal collection.,mid,0.8255813953488372,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.056932,mid.01905,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01525012,1905,0.769478625099314
"Grant, Franklin Roosevelt and many others.",mid,0.8596491228070176,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.064326,mid.01906,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01750326,1906,0.6824434693440474
"Smith, you up for a flyby?",mid,0.8360655737704918,cornellmov.6.018012,mid.01907,cornellmov.0104285,1907,0.7185505644826636
Click here to view their entry.,mid,0.8375,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.101693,mid.01908,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02723217,1908,0.6902323606811391
Are impeachment hearings on the horizon?,mid,0.8867924528301887,cocaspok1998.6.003751,mid.01909,cocaspok1998.0050766,1909,0.6984117702185079
Martin threw open the back door.,mid,0.6730769230769231,torontofantasy.6.108670,mid.01910,torontofantasy.1567673,1910,0.7705538931992336
His manipulation literally left me fuming.,mid,0.8461538461538461,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.011603,mid.01911,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00309241,1911,0.6927410291120385
Abate singled through the left side.,mid,0.7702702702702703,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.047578,mid.01912,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01286255,1912,0.6819659374654523
Because this could mark their comeback.,mid,0.6491228070175439,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.103585,mid.01913,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02835583,1913,0.5844839966374691
Okay... okay... I put it down.,mid,0.7183098591549296,cornellmov.6.038625,mid.01914,cornellmov.0236887,1914,0.6222063570072836
They date to the same year.,mid,0.6451612903225806,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.105500,mid.01915,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02886561,1915,0.6526446143714938
Don't pull her hair too hard.,mid,0.8648648648648649,torontofantasy.6.262524,mid.01916,torontofantasy.3473211,1916,0.6769743078369657
Photos are up on our page.,mid,0.7972972972972973,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.019002,mid.01917,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00511641,1917,0.680411750375036
Sarila made these from magical elements.,mid,0.78125,torontofantasy.6.047524,mid.01918,torontofantasy.695230,1918,0.6767848972447755
Forgetting task lights in the kitchen.,mid,0.7037037037037037,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.046749,mid.01919,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01273017,1919,0.7405104193133504
Packing tips for your Virginia move.,mid,0.9298245614035088,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.073171,mid.01920,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01985330,1920,0.7452867427749827
Even the gentry had magical limits.,mid,0.7878787878787878,torontofantasy.6.471417,mid.01921,torontofantasy.6125005,1921,0.7070934743525262
"Plus, a different breed of cat.",mid,0.7560975609756098,cocaspok1998.6.007502,mid.01922,cocaspok1998.0101375,1922,0.7650711425119981
Put this in some political perspective.,mid,0.6785714285714286,cocaspok1990.6.004418,mid.01923,cocaspok1990.0069363,1923,0.6558679795029956
The economy is in the tank.,mid,0.8253968253968254,cocaspok2008.6.001238,mid.01924,cocaspok2008.0016042,1924,0.7379995511915983
Plan your castle visiting with care.,mid,0.7741935483870968,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.028616,mid.01925,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00773130,1925,0.6719145999245653
I sigh and head that way.,mid,0.7142857142857143,torontofantasy.6.477675,mid.01926,torontofantasy.6206486,1926,0.5925655343280538
"You left me to die, friend.",mid,0.9104477611940298,cornellmov.6.015324,mid.01927,cornellmov.0087456,1927,0.7010744509343203
Run his hands through her hair?,mid,0.8524590163934426,torontofantasy.6.422727,mid.01928,torontofantasy.5574024,1928,0.7675540344372768
He said something about the mailbox.,mid,0.6833333333333333,torontoadv.6.027388,mid.01929,torontoadv.481901,1929,0.7149530236311
That left ten more to go.,mid,0.7341772151898734,torontofantasy.6.274037,mid.01930,torontofantasy.3591375,1930,0.7413319938122399
"In a makeshift church, they prayed.",mid,0.8771929824561403,cocaspok1995.6.006340,mid.01931,cocaspok1995.079364,1931,0.8129146488018744
The health care summit coming up.,mid,0.75,cocaspok2010.6.001070,mid.01932,cocaspok2010.0014290,1932,0.7259183372414137
I'll make them call me Don.,mid,0.8421052631578947,cornellmov.6.024693,mid.01933,cornellmov.0147711,1933,0.6637566826583916
Most demons could manage basic glamour.,mid,0.6785714285714286,torontofantasy.6.435833,mid.01934,torontofantasy.5735188,1934,0.7735037427557049
Then I got up and left.,mid,0.6984126984126984,torontomyst.6.017777,mid.01935,torontomyst.251538,1935,0.6336415273069795
As continental masses of the past.,mid,0.7162162162162162,torontofantasy.6.027142,mid.01936,torontofantasy.397188,1936,0.658938433339175
"It was better than sex, Mark.",mid,0.9375,cocaspok1993.6.002162,mid.01937,cocaspok1993.0029433,1937,0.6486926287440369
You have no idea what happened...,mid,0.7534246575342466,cornellmov.6.010438,mid.01938,cornellmov.0059458,1938,0.6757247371113699
"But really, Bruce, put it away.",mid,0.7972972972972973,cocaspok2009.6.004405,mid.01939,cocaspok2009.0054035,1939,0.6418136580436932
"Jordan delayed, her heartbeat speeding up.",mid,0.7948717948717948,torontofantasy.6.061796,mid.01940,torontofantasy.907209,1940,0.6789630377513195
My husband left everything to me.,mid,0.7678571428571429,cornellmov.6.015757,mid.01941,cornellmov.0089972,1941,0.6940890640573778
They're airing so much dirty laundry.,mid,0.8625,cocaspok2011.6.003961,mid.01942,cocaspok2011.0050555,1942,0.7069727645302872
Elbows always right into the waist.,mid,0.8055555555555556,cocaspok2009.6.005099,mid.01943,cocaspok2009.0065431,1943,0.7191574031726429
Here is the third day out.,mid,0.6166666666666667,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.012681,mid.01944,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00347144,1944,0.7006779366147757
Smart color control and modular structure.,mid,0.7432432432432432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.027045,mid.01945,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00734430,1945,0.6403411696963776
My third shift CO briefed me.,mid,0.8354430379746836,torontoadv.6.024626,mid.01946,torontoadv.433154,1946,0.7301257565625973
"So, they disarm our own soldier.",mid,0.8636363636363636,cocaspok2012.6.002894,mid.01947,cocaspok2012.035679,1947,0.7309112091693611
