sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_resnet50-early
He is talking about the economy.,mid,0.7222222222222222,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.053950,mid.01796,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01464590,1796,0.0027668178
Put some booster rockets in there.,mid,0.8421052631578947,cocaspok2004.6.007767,mid.01797,cocaspok2004.0115888,1797,0.002281844
I put everything in my room.,mid,0.7719298245614035,cornellmov.6.033066,mid.01798,cornellmov.0200885,1798,0.002132492
Congratulations on history's longest winning streak.,mid,0.8378378378378378,cornellmov.6.007550,mid.01799,cornellmov.0043033,1799,0.00181214
Martin was going to marry me.,mid,0.7846153846153846,torontofantasy.6.445325,mid.01800,torontofantasy.5811903,1800,0.0019129863
"You know, the economy is booming.",mid,0.8769230769230769,cocaspok2000.6.007950,mid.01801,cocaspok2000.0126043,1801,0.0019560177
And I think Mark is right.,mid,0.6666666666666666,cocaspok1992.6.007378,mid.01802,cocaspok1992.0099949,1802,0.0019656394
"Barnard Thomas, manager of the hotel.",mid,0.8115942028985508,cornellmov.6.012303,mid.01803,cornellmov.0069899,1803,0.001761356
I asked him at the funeral.,mid,0.8625,cornellmov.6.025729,mid.01804,cornellmov.0154180,1804,0.0017952223
"He asked, recovering from his hacking.",mid,0.8333333333333334,torontomyst.6.023708,mid.01805,torontomyst.329029,1805,0.0020078209
"What are you, inspecting the barracks?",mid,0.8591549295774648,cornellmov.6.024700,mid.01806,cornellmov.0147767,1806,0.0020621503
Daniel was thankful for small mercies.,mid,0.7192982456140351,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.082990,mid.01807,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02246751,1807,0.0032405865
This is not a tax summit.,mid,0.7692307692307693,cocaspok1990.6.004853,mid.01808,cocaspok1990.0079415,1808,0.0017832491
"The idea came from you, actually.",mid,0.8392857142857143,torontofantasy.6.283458,mid.01809,torontofantasy.3690062,1809,0.003663392
His eyes never left her face.,mid,0.7903225806451613,torontomyst.6.167329,mid.01810,torontomyst.2138815,1810,0.0034313495
Father left me with a dilemma.,mid,0.8493150684931506,torontomyst.6.088302,mid.01811,torontomyst.1185554,1811,0.0028883475
All Russian troops must leave immediately.,mid,0.864406779661017,cocaspok2008.6.006262,mid.01812,cocaspok2008.0078049,1812,0.002000094
"Well, it ain't exactly Emerald City...",mid,0.9135802469135802,cornellmov.6.006114,mid.01813,cornellmov.0034714,1813,0.0018453415
"So, what have my cameras revealed?",mid,0.8214285714285714,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.041468,mid.01814,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01106668,1814,0.0024115457
So I had left too early.,mid,0.7419354838709677,torontomyst.6.042408,mid.01815,torontomyst.600908,1815,0.0018600711
It was covering William's mark now.,mid,0.7397260273972602,torontofantasy.6.468971,mid.01816,torontofantasy.6091389,1816,0.001833675
That's got to smart a bit.,mid,0.7341772151898734,cornellmov.6.016833,mid.01817,cornellmov.0096962,1817,0.0022435994
"He looked overdone, rather than edible.",mid,0.9285714285714286,torontomyst.6.085619,mid.01818,torontomyst.1151920,1818,0.0021071914
In debt and needing a loan.,mid,0.8208955223880597,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.077318,mid.01819,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02093915,1819,0.0025048202
Time to put the kebabs together.,mid,0.8888888888888888,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.058795,mid.01820,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01613211,1820,0.002353519
Why put them in this position?,mid,0.6842105263157895,cornellmov.6.029995,mid.01821,cornellmov.0181513,1821,0.0026119254
Your cat feels the same way!,mid,0.8860759493670886,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.103122,mid.01822,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02781741,1822,0.0025579578
Put a BOLO out on that.,mid,0.9230769230769232,cornellmov.6.005390,mid.01823,cornellmov.0030601,1823,0.003085904
Good to hear from you Toni.,mid,0.7931034482758621,torontomyst.6.036655,mid.01824,torontomyst.518929,1824,0.0018871876
You're left with only military intervention.,mid,0.7419354838709677,cocaspok1994.6.001773,mid.01825,cocaspok1994.0025128,1825,0.0033571117
"Train smart, ride hard, have fun!",mid,0.8181818181818182,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.175334,mid.01826,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04703082,1826,0.0026355498
Her voice was sleepy and low.,mid,0.7792207792207793,torontofantasy.6.400953,mid.01827,torontofantasy.5246344,1827,0.0021089732
Because you have credit card debt.,mid,0.8378378378378378,cocaspok2009.6.011125,mid.01828,cocaspok2009.0145759,1828,0.0019874726
You kill with your left hand?,mid,0.8793103448275862,cornellmov.6.002310,mid.01829,cornellmov.0013057,1829,0.0022096266
Probably left it in your room.,mid,0.765625,cornellmov.6.011335,mid.01830,cornellmov.0064246,1830,0.0018529523
There's a mailbox that's always full.,mid,0.8333333333333334,cocaspok1991.6.000244,mid.01831,cocaspok1991.0003954,1831,0.0019114695
Sure there's not a drop left?,mid,0.7183098591549296,torontofantasy.6.366676,mid.01832,torontofantasy.4795674,1832,0.001968523
Someone clapped Nate on the shoulder.,mid,0.8805970149253731,torontomyst.6.126720,mid.01833,torontomyst.1657290,1833,0.0019565173
My third pair of this style.,mid,0.7222222222222222,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.139145,mid.01834,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03769936,1834,0.002012713
I have a question for Quinn.,mid,0.8142857142857143,cocaspok1993.6.003195,mid.01835,cocaspok1993.0043864,1835,0.0019712595
You put together the trial lawyers.,mid,0.7090909090909091,cocaspok1999.6.006355,mid.01836,cocaspok1999.0085275,1836,0.0026191769
Is it all about the university?,mid,0.7205882352941176,torontoadv.6.006414,mid.01837,torontoadv.108871,1837,0.0018777192
How could beneficial bacteria lower cholesterol?,mid,0.8928571428571429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.135719,mid.01838,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03660663,1838,0.00224608
Castle covered by a force field?,mid,0.8378378378378378,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.111466,mid.01839,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02989314,1839,0.0023382464
"Stacy, somebody's trying to kill me.",mid,0.8301886792452831,cornellmov.6.030376,mid.01840,cornellmov.0184013,1840,0.0024639044
I put myself right by Angel.,mid,0.7931034482758621,torontomyst.6.070666,mid.01841,torontomyst.974978,1841,0.0021721094
Important McQ questions for bank exam.,mid,0.8987341772151899,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.116653,mid.01842,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03155066,1842,0.0018191307
Let me grab my hair tie.,mid,0.8,torontofantasy.6.356284,mid.01843,torontofantasy.4676735,1843,0.0019193781
The girl pointed to the left.,mid,0.8378378378378378,torontofantasy.6.218034,mid.01844,torontofantasy.2934182,1844,0.0023522594
Even my teenage boys were impressed.,mid,0.8765432098765432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.123736,mid.01845,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03341503,1845,0.0020196426
Did you read the papers yesterday?,mid,0.8,cornellmov.6.014843,mid.01846,cornellmov.0084606,1846,0.0020467094
The clock has started to tick.,mid,0.717948717948718,cocaspok1990.6.001191,mid.01847,cocaspok1990.0019587,1847,0.003060128
The left will follow at once.,mid,0.6792452830188679,brown.6.000673,mid.01848,brown.011985,1848,0.0018351387
I shouldn't have left him alone.,mid,0.7875,cornellmov.6.016147,mid.01849,cornellmov.0092487,1849,0.001811648
You never eat when you're despondent.,mid,0.8461538461538461,cornellmov.6.011712,mid.01850,cornellmov.0066430,1850,0.0018093742
Running to the helm Sander smiles.,mid,0.7922077922077922,torontofantasy.6.006889,mid.01851,torontofantasy.94740,1851,0.002496664
"Instead, Bride used it for storage.",mid,0.875,torontofantasy.6.216602,mid.01852,torontofantasy.2918737,1852,0.002195601
It's good to be a cat.,mid,0.8571428571428571,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.118444,mid.01853,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03184061,1853,0.002162948
"Big labor, small labor, me personally.",mid,0.8714285714285714,cocaspok1996.6.002891,mid.01854,cocaspok1996.0036782,1854,0.0018532875
Her father loading up the shotgun?,mid,0.8831168831168831,cornellmov.6.004588,mid.01855,cornellmov.0025891,1855,0.0018901099
Do you need a cleanup crew?,mid,0.7833333333333333,torontofantasy.6.373922,mid.01856,torontofantasy.4892400,1856,0.0017821905
Which kernel version are you using?,mid,0.82,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.021434,mid.01857,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00567823,1857,0.0040542176
"We have got to go, Mark.",mid,0.7454545454545455,cocaspok2010.6.002016,mid.01858,cocaspok2010.0025587,1858,0.0029228393
Hormonal problems might trigger hair loss.,mid,0.9104477611940298,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.050518,mid.01859,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01363593,1859,0.002002322
"Sharon Stone, good to see you.",mid,0.9102564102564102,cocaspok1998.6.008984,mid.01860,cocaspok1998.0118183,1860,0.0019974958
I trained people with plastic explosives.,mid,0.9622641509433962,cocaspok1996.6.005310,mid.01861,cocaspok1996.0066841,1861,0.003195283
The cookie jar on the counter!,mid,0.7619047619047619,torontofantasy.6.282206,mid.01862,torontofantasy.3677475,1862,0.0028201372
"You know, it's a dirty business.",mid,0.7916666666666666,cocaspok2007.6.008428,mid.01863,cocaspok2007.0107152,1863,0.0018867038
"The perfect date, they called it.",mid,0.8,cocaspok1997.6.001825,mid.01864,cocaspok1997.0021197,1864,0.0021975408
Hit those assholes on the left!,mid,0.8902439024390244,torontoadv.6.012320,mid.01865,torontoadv.210537,1865,0.0023329968
Usually I'm the biggest coward around.,mid,0.9230769230769232,torontofantasy.6.280756,mid.01866,torontofantasy.3662102,1866,0.0033980242
The lost squadron is still lost.,mid,0.8214285714285714,cocaspok1991.6.001441,mid.01867,cocaspok1991.0025098,1867,0.0020172568
Hit a streak when we left.,mid,0.7236842105263158,cornellmov.6.039602,mid.01868,cornellmov.0243605,1868,0.0020637044
Maybe this was a lame idea.,mid,0.75,torontomyst.6.122448,mid.01869,torontomyst.1610802,1869,0.0019970469
These emotions were like living photos.,mid,0.7848101265822784,torontoadv.6.039979,mid.01870,torontoadv.683824,1870,0.0028738317
So what are some top flavors?,mid,0.7962962962962963,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.020938,mid.01871,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00564893,1871,0.0036415127
Her mother put down her book.,mid,0.8028169014084507,torontofantasy.6.072819,mid.01872,torontofantasy.1076462,1872,0.0017972925
I just couldn't put into words.,mid,0.6842105263157895,torontofantasy.6.338112,mid.01873,torontofantasy.4442517,1873,0.0029457924
You want it fluffy and pale.,mid,0.8169014084507042,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.068709,mid.01874,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01856011,1874,0.002222921
"If necessary, add in additional flour.",mid,0.9206349206349206,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.011335,mid.01875,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00306919,1875,0.0021553936
You have a huge veterans population.,mid,0.868421052631579,cocaspok2003.6.002987,mid.01876,cocaspok2003.0051775,1876,0.0031729245
Right in the nick of time!,mid,0.8048780487804879,cornellmov.6.035997,mid.01877,cornellmov.0219848,1877,0.0028191318
Then he squeezed his eyes shut.,mid,0.8360655737704918,torontofantasy.6.450537,mid.01878,torontofantasy.5849422,1878,0.0018459543
What'd you put in my wheel!,mid,0.734375,torontofantasy.6.439493,mid.01879,torontofantasy.5768291,1879,0.0020299382
Max spoke quietly from the darkness.,mid,0.7321428571428571,torontofantasy.6.105877,mid.01880,torontofantasy.1525908,1880,0.0019062618
"He was far, far in debt.",mid,0.8311688311688312,cocaspok2006.6.004668,mid.01881,cocaspok2006.0074903,1881,0.0019128836
"Quit screwing around, this is important.",mid,0.8035714285714286,cornellmov.6.002623,mid.01882,cornellmov.0014763,1882,0.0018258452
Her emerald eyes were slightly dulled.,mid,0.8472222222222222,torontofantasy.6.278327,mid.01883,torontofantasy.3637984,1883,0.0019311437
Blake let out a grating sigh.,mid,0.8169014084507042,torontoadv.6.021831,mid.01884,torontoadv.387750,1884,0.0036465828
Your photos are making me hungry.,mid,0.9056603773584906,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.063169,mid.01885,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01690511,1885,0.0026097945
Soon he'll be a plastic cube.,mid,0.9016393442622952,cornellmov.6.014543,mid.01886,cornellmov.0082772,1886,0.0035851544
Ramsay gave Reek a suspicious glance.,mid,0.7068965517241379,torontofantasy.6.467228,mid.01887,torontofantasy.6072355,1887,0.0018274512
He put his room in order.,mid,0.7333333333333333,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.133678,mid.01888,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03606919,1888,0.0020696342
I felt like a Doubting Thomas.,mid,0.8888888888888888,torontoadv.6.005633,mid.01889,torontoadv.96609,1889,0.0019143918
Staring at me with Madeline's eyes.,mid,0.8490566037735849,torontofantasy.6.372145,mid.01890,torontofantasy.4869520,1890,0.0019288047
I had nothing left in me.,mid,0.7066666666666667,torontofantasy.6.292800,mid.01891,torontofantasy.3824088,1891,0.0019343646
Brownstones are back to being barren.,mid,0.821917808219178,torontomyst.6.106452,mid.01892,torontomyst.1407401,1892,0.0026587024
Hence the characters within my poem.,mid,0.7625,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.069552,mid.01893,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01875342,1893,0.004211407
Wonder if he had a concussion.,mid,0.7857142857142857,torontofantasy.6.313680,mid.01894,torontofantasy.4114178,1894,0.0018894012
It's really a unique evolutionary experiment.,mid,0.7469879518072289,cocaspok1992.6.007900,mid.01895,cocaspok1992.0109882,1895,0.001967256
But Daniel was not so lucky.,mid,0.7407407407407407,torontoadv.6.019213,mid.01896,torontoadv.343090,1896,0.0019852796
Did they reach to her waist?,mid,0.7721518987341772,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.124595,mid.01897,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03370946,1897,0.0024836191
I -- you are the Bobbie Thomas.,mid,0.8571428571428571,cocaspok2008.6.003595,mid.01898,cocaspok2008.0044854,1898,0.0029169125
"Let me go to you, Daniel.",mid,0.7755102040816326,cocaspok2007.6.001585,mid.01899,cocaspok2007.0019953,1899,0.0025265324
"Hold on, and wait for Joe.",mid,0.8108108108108109,cornellmov.6.023386,mid.01900,cornellmov.0139053,1900,0.0018419751
Serve warm with some salted butter.,mid,0.8904109589041096,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.067855,mid.01901,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01826622,1901,0.002452574
"Max killing Jenny, utterly destroying her.",mid,0.8524590163934426,torontomyst.6.060333,mid.01902,torontomyst.837433,1902,0.001992078
Washout occurs outside of the cloud.,mid,0.7763157894736842,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.143247,mid.01903,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03914140,1903,0.0031092206
Cynthas stood where he'd left her.,mid,0.7272727272727273,torontofantasy.6.004677,mid.01904,torontofantasy.64311,1904,0.0024988488
Students may assemble representative mammal collection.,mid,0.8255813953488372,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.056932,mid.01905,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01525012,1905,0.0020798757
"Grant, Franklin Roosevelt and many others.",mid,0.8596491228070176,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.064326,mid.01906,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01750326,1906,0.0021078617
"Smith, you up for a flyby?",mid,0.8360655737704918,cornellmov.6.018012,mid.01907,cornellmov.0104285,1907,0.0023448707
Click here to view their entry.,mid,0.8375,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.101693,mid.01908,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02723217,1908,0.0020524182
Are impeachment hearings on the horizon?,mid,0.8867924528301887,cocaspok1998.6.003751,mid.01909,cocaspok1998.0050766,1909,0.0030012913
Martin threw open the back door.,mid,0.6730769230769231,torontofantasy.6.108670,mid.01910,torontofantasy.1567673,1910,0.0019694886
His manipulation literally left me fuming.,mid,0.8461538461538461,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.011603,mid.01911,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00309241,1911,0.0018212593
Abate singled through the left side.,mid,0.7702702702702703,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.047578,mid.01912,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01286255,1912,0.0020384449
Because this could mark their comeback.,mid,0.6491228070175439,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.103585,mid.01913,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02835583,1913,0.0027209728
Okay... okay... I put it down.,mid,0.7183098591549296,cornellmov.6.038625,mid.01914,cornellmov.0236887,1914,0.0020228124
They date to the same year.,mid,0.6451612903225806,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.105500,mid.01915,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02886561,1915,0.0034669284
Don't pull her hair too hard.,mid,0.8648648648648649,torontofantasy.6.262524,mid.01916,torontofantasy.3473211,1916,0.0030069968
Photos are up on our page.,mid,0.7972972972972973,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.019002,mid.01917,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00511641,1917,0.0020868902
Sarila made these from magical elements.,mid,0.78125,torontofantasy.6.047524,mid.01918,torontofantasy.695230,1918,0.0023107727
Forgetting task lights in the kitchen.,mid,0.7037037037037037,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.046749,mid.01919,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01273017,1919,0.0031624003
Packing tips for your Virginia move.,mid,0.9298245614035088,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.073171,mid.01920,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01985330,1920,0.0018719353
Even the gentry had magical limits.,mid,0.7878787878787878,torontofantasy.6.471417,mid.01921,torontofantasy.6125005,1921,0.0028272804
"Plus, a different breed of cat.",mid,0.7560975609756098,cocaspok1998.6.007502,mid.01922,cocaspok1998.0101375,1922,0.003363897
Put this in some political perspective.,mid,0.6785714285714286,cocaspok1990.6.004418,mid.01923,cocaspok1990.0069363,1923,0.0025772885
The economy is in the tank.,mid,0.8253968253968254,cocaspok2008.6.001238,mid.01924,cocaspok2008.0016042,1924,0.0019450261
Plan your castle visiting with care.,mid,0.7741935483870968,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.028616,mid.01925,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00773130,1925,0.0024249754
I sigh and head that way.,mid,0.7142857142857143,torontofantasy.6.477675,mid.01926,torontofantasy.6206486,1926,0.002888186
"You left me to die, friend.",mid,0.9104477611940298,cornellmov.6.015324,mid.01927,cornellmov.0087456,1927,0.0021385178
Run his hands through her hair?,mid,0.8524590163934426,torontofantasy.6.422727,mid.01928,torontofantasy.5574024,1928,0.003413394
He said something about the mailbox.,mid,0.6833333333333333,torontoadv.6.027388,mid.01929,torontoadv.481901,1929,0.003538691
That left ten more to go.,mid,0.7341772151898734,torontofantasy.6.274037,mid.01930,torontofantasy.3591375,1930,0.0026963667
"In a makeshift church, they prayed.",mid,0.8771929824561403,cocaspok1995.6.006340,mid.01931,cocaspok1995.079364,1931,0.0019776663
The health care summit coming up.,mid,0.75,cocaspok2010.6.001070,mid.01932,cocaspok2010.0014290,1932,0.0031475734
I'll make them call me Don.,mid,0.8421052631578947,cornellmov.6.024693,mid.01933,cornellmov.0147711,1933,0.0020242648
Most demons could manage basic glamour.,mid,0.6785714285714286,torontofantasy.6.435833,mid.01934,torontofantasy.5735188,1934,0.0030704606
Then I got up and left.,mid,0.6984126984126984,torontomyst.6.017777,mid.01935,torontomyst.251538,1935,0.002544077
As continental masses of the past.,mid,0.7162162162162162,torontofantasy.6.027142,mid.01936,torontofantasy.397188,1936,0.0027035363
"It was better than sex, Mark.",mid,0.9375,cocaspok1993.6.002162,mid.01937,cocaspok1993.0029433,1937,0.0032887787
You have no idea what happened...,mid,0.7534246575342466,cornellmov.6.010438,mid.01938,cornellmov.0059458,1938,0.0027865067
"But really, Bruce, put it away.",mid,0.7972972972972973,cocaspok2009.6.004405,mid.01939,cocaspok2009.0054035,1939,0.0027099054
"Jordan delayed, her heartbeat speeding up.",mid,0.7948717948717948,torontofantasy.6.061796,mid.01940,torontofantasy.907209,1940,0.0028630174
My husband left everything to me.,mid,0.7678571428571429,cornellmov.6.015757,mid.01941,cornellmov.0089972,1941,0.0026993568
They're airing so much dirty laundry.,mid,0.8625,cocaspok2011.6.003961,mid.01942,cocaspok2011.0050555,1942,0.0020506722
Elbows always right into the waist.,mid,0.8055555555555556,cocaspok2009.6.005099,mid.01943,cocaspok2009.0065431,1943,0.0031639882
Here is the third day out.,mid,0.6166666666666667,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.012681,mid.01944,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00347144,1944,0.0018382082
Smart color control and modular structure.,mid,0.7432432432432432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.027045,mid.01945,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00734430,1945,0.0031548066
My third shift CO briefed me.,mid,0.8354430379746836,torontoadv.6.024626,mid.01946,torontoadv.433154,1946,0.0018474095
"So, they disarm our own soldier.",mid,0.8636363636363636,cocaspok2012.6.002894,mid.01947,cocaspok2012.035679,1947,0.0019331521
"He feels headache, nausea and vomiting.",mid,0.8533333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.102214,mid.01948,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02739120,1948,0.001963241
"Captain Miller, I appreciate this opportunity...",mid,0.7945205479452054,cornellmov.6.001488,mid.01949,cornellmov.0008156,1949,0.0019344024
Topped with the strong fragrant tea.,mid,0.821917808219178,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.145399,mid.01950,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03930339,1950,0.0025583913
We thought we were Mary Smith.,mid,0.7777777777777778,cocaspok2010.6.010046,mid.01951,cocaspok2010.0130850,1951,0.0019704124
About the mark and my problems.,mid,0.6385542168674698,torontofantasy.6.363404,mid.01952,torontofantasy.4755033,1952,0.0017656122
Olaf's eyes never left the screen.,mid,0.8933333333333333,torontomyst.6.170958,mid.01953,torontomyst.2173763,1953,0.0018116924
The report includes some graphic footage.,mid,0.782051282051282,cocaspok1994.6.007846,mid.01954,cocaspok1994.0107745,1954,0.0018005375
You're the head of a university.,mid,0.8051948051948052,cocaspok1990.6.006146,mid.01955,cocaspok1990.0107702,1955,0.002457199
The voice was high and nasty.,mid,0.7777777777777778,torontomyst.6.059198,mid.01956,torontomyst.817326,1956,0.001853856
"""Where are we going?"" said Victor.",mid,0.75,torontofantasy.6.114656,mid.01957,torontofantasy.1637871,1957,0.0027249127
And we wrestle to the death.,mid,0.7654320987654321,cocaspok2009.6.003773,mid.01958,cocaspok2009.0046085,1958,0.003238241
And that's where we left it.,mid,0.6779661016949152,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.163182,mid.01959,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04383466,1959,0.001801465
"Sharon, that sure doesn't sound fair.",mid,0.8125,cocaspok2009.6.007062,mid.01960,cocaspok2009.0089756,1960,0.0018212883
Laser mark presence and quality check.,mid,0.7321428571428571,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.132867,mid.01961,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03570926,1961,0.0024704267
Basic usage of the date class.,mid,0.7101449275362319,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.013683,mid.01962,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00371720,1962,0.002039545
"No, it was our first date.",mid,0.7407407407407407,cornellmov.6.008454,mid.01963,cornellmov.0048362,1963,0.0036027296
Doug and Daniel were there too.,mid,0.7592592592592593,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.040315,mid.01964,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01097866,1964,0.0020391012
With this band of crack troops.,mid,0.7857142857142857,torontofantasy.6.170245,mid.01965,torontofantasy.2305958,1965,0.0022965851
There was a third long honk.,mid,0.8441558441558441,torontofantasy.6.156560,mid.01966,torontofantasy.2130417,1966,0.0018955012
Who should I put into stars?,mid,0.7808219178082192,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.154349,mid.01967,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04212106,1967,0.0027961528
But those plastic ties are unbreakable.,mid,0.84375,torontomyst.6.049313,mid.01968,torontomyst.691072,1968,0.0021678878
That's where you got the idea?,mid,0.7352941176470589,cornellmov.6.001820,mid.01969,cornellmov.0009949,1969,0.0035610734
Because Jamie can't make a commitment.,mid,0.8,cocaspok1997.6.008352,mid.01970,cocaspok1997.0097756,1970,0.0023857607
And weak force during acquisitive accuracy.,mid,0.6271186440677966,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.138435,mid.01971,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03720657,1971,0.0019516277
Max exhaled on a hard breath.,mid,0.7796610169491526,torontomyst.6.166781,mid.01972,torontomyst.2134787,1972,0.0018730233
